OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,ARCHER_1,Duck_Pond,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,Haile,HAWTHORNE_1,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_E,HighSprings_F,High_Springs_Main,LACROSSE_1,Lugano,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,Real_Tioga,SouthNewmansLake,Springtree_A,Springtree_B,Thornebrooke,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,West_Outer_Gainesville,West_of_Waldo_rd,WildsPlantation,swNewberry_A,swNewberry_B,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
4407,58169,1.050000000000000,3781,1.000000000000000,ST. JOHN'S,726400,12576,2004,100,2250.000000000000000,1531.000000000000000,416.000000000000000,768.000000000000000,20,604864.000000000000000,1.359581599215752,-82.425279000000003,29.619236000000001,06849-002-026,Gainesvilleish_Region,True,False,False,0.800000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.151293537643159,514676.351108904404100,527252.351108904462308,-199147.648891095537692,-90187.648891095595900,199147.648891095537692,90187.648891095595900,0.725842994367985
4408,58176,2.370000000000000,3891,1.000000000000000,ST. JOHN'S,572500,24420,1994,100,3735.000000000000000,0.000000000000000,330.000000000000000,768.000000000000000,30,462204.999999999941792,3.068769895372697,-82.426599999999993,29.617806999999999,06849-002-034,Gainesvilleish_Region,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.079188849124462,478872.111014028312638,503292.111014028312638,-69207.888985971687362,16667.111014028370846,69207.888985971687362,16667.111014028370846,0.879112857666425
4409,58177,1.240000000000000,3564,1.150000000000000,ST. JOHN'S,935900,28221,2010,100,3564.000000000000000,0.000000000000000,978.000000000000000,782.000000000000000,14,767294.000000000000000,1.605601126692888,-82.426599999999993,29.618319000000000,06849-002-035,Gainesvilleish_Region,True,False,False,0.860000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.356464934440481,631886.415356942918152,660107.415356942918152,-275792.584643057081848,-135407.584643057081848,275792.584643057081848,135407.584643057081848,0.705318319646269
4410,58178,1.800000000000000,4375,1.000000000000000,ST. JOHN'S,835400,18220,2000,100,3893.000000000000000,0.000000000000000,582.000000000000000,928.000000000000000,24,691869.999999999883585,2.330711312941288,-82.426602000000003,29.617214000000001,06849-002-036,Gainesvilleish_Region,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.229984199493316,556812.701583042042330,575032.701583042042330,-260367.298416957957670,-135057.298416957841255,260367.298416957957670,135057.298416957841255,0.688332178097968
4411,58182,1.020000000000000,2826,1.000000000000000,ST. JOHN'S,579200,9163,2015,100,2574.000000000000000,0.000000000000000,328.000000000000000,572.000000000000000,9,483157.000000000000000,1.320736410666730,-82.430114000000003,29.622613000000001,06849-003-004,Gainesvilleish_Region,True,False,False,0.910000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.121826887868723,499731.827174586534966,508894.827174586534966,-70305.172825413465034,16574.827174586534966,70305.172825413465034,16574.827174586534966,0.878616759624631
4412,58199,1.000000000000000,2966,1.000000000000000,ST. JOHN'S,675700,22763,2000,100,2966.000000000000000,0.000000000000000,49.000000000000000,462.000000000000000,24,551582.000000000000000,1.294839618300716,-82.431184999999999,29.619796999999998,06849-003-021,Gainesvilleish_Region,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.917702982018831,407462.010690871335100,430225.010690871335100,-245474.989309128664900,-144119.989309128664900,245474.989309128664900,144119.989309128664900,0.636710094259096
4413,58245,1.130000000000000,3464,1.150000000000000,ST. JOHN'S,737900,16216,2007,100,3464.000000000000000,0.000000000000000,120.000000000000000,603.000000000000000,17,610999.000000000000000,1.463168768679809,-82.427228999999997,29.613502000000000,06849-004-028,Gainesvilleish_Region,True,False,False,0.830000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.270035230783064,579566.234272592235357,595782.234272592235357,-142117.765727407764643,-31432.765727407764643,142117.765727407764643,31432.765727407764643,0.807402404489216
4414,58254,1.000000000000000,3771,1.000000000000000,ST. JOHN'S,600000,26419,1994,100,3511.000000000000000,0.000000000000000,260.000000000000000,529.000000000000000,30,483581.000000000000000,1.294839618300716,-82.430182000000002,29.617300000000000,06849-005-001,Gainesvilleish_Region,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.975776657271913,431825.416586281498894,458244.416586281498894,-141755.583413718501106,-51755.583413718501106,141755.583413718501106,51755.583413718501106,0.763740694310469
4415,58256,1.020000000000000,2788,1.000000000000000,ST. JOHN'S,635500,22243,2005,100,2788.000000000000000,0.000000000000000,94.000000000000000,840.000000000000000,19,517932.000000000058208,1.320736410666730,-82.431252000000001,29.617305000000002,06849-005-003,Gainesvilleish_Region,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.975450173906811,431684.455783068609890,453927.455783068609890,-181572.544216931390110,-86247.544216931448318,181572.544216931390110,86247.544216931448318,0.714283958745977
4416,58258,1.460000000000000,2895,1.000000000000000,ST. JOHN'S,684400,25016,2000,100,5790.000000000000000,0.000000000000000,940.000000000000000,1104.000000000000000,24,556724.000000000000000,1.890465842719045,-82.432212000000007,29.617204000000001,06849-005-005,Gainesvilleish_Region,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.974244622284827,431164.351456512522418,456180.351456512522418,-228219.648543487477582,-125559.648543487477582,228219.648543487477582,125559.648543487477582,0.666540548592216
4417,58266,1.030000000000000,2765,1.000000000000000,ST. JOHN'S,613100,42782,1994,100,2765.000000000000000,0.000000000000000,320.000000000000000,576.000000000000000,30,478352.999999999941792,1.333684806849737,-82.427915999999996,29.620311000000001,06849-006-003,Gainesvilleish_Region,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.797954953830073,361477.455122588493396,404259.455122588493396,-208840.544877411506604,-116875.544877411448397,208840.544877411506604,116875.544877411448397,0.659369523931803
4418,58276,1.070000000000000,2773,1.000000000000000,ST. JOHN'S,577300,33879,1997,100,2772.500000000000000,0.000000000000000,253.000000000000000,523.000000000000000,27,456826.000000000000000,1.385478391581766,-82.427592000000004,29.618853000000001,06849-006-013,Gainesvilleish_Region,True,False,False,0.730000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.849276427447430,380513.306760406820104,414392.306760406820104,-162907.693239593179896,-76312.693239593179896,162907.693239593179896,76312.693239593179896,0.717811028512743
4419,58314,5.630000000000000,4282,1.000000000000000,ST. JOHN'S,699000,79969,1994,100,3193.000000000000000,1089.000000000000000,120.000000000000000,504.000000000000000,30,514181.000000000000000,7.289947051033030,-82.428188000000006,29.623664999999999,06850-008-000,Gainesvilleish_Region,False,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.148447355484851,513213.571117699611932,593182.571117699611932,-105817.428882300388068,-967.428882300388068,105817.428882300388068,967.428882300388068,0.848615981570386
4420,58323,5.490000000000000,4095,1.150000000000000,ST. JOHN'S,814200,43546,1999,100,4095.000000000000000,0.000000000000000,284.000000000000000,792.000000000000000,25,648524.000000000000000,7.108669504470931,-82.430046000000004,29.623491000000001,06850-014-001,Gainesvilleish_Region,False,False,False,0.750000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.350706248092765,628258.037056969013065,671804.037056969013065,-142395.962943030986935,-20265.962943030986935,142395.962943030986935,20265.962943030986935,0.825109355265253
4422,58336,7.010000000000000,2720,1.150000000000000,ST. JOHN'S,833000,11043,1999,100,1536.000000000000000,1184.000000000000000,132.000000000000000,484.000000000000000,25,697006.999999999883585,9.076825724288017,-82.432119999999998,29.624542999999999,06850-020-000,Gainesvilleish_Region,False,False,False,0.750000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.114556169006041,496111.594348138256464,507154.594348138256464,-325845.405651861743536,-200895.405651861627121,325845.405651861743536,200895.405651861627121,0.608829044835700
4423,58338,4.000000000000000,2278,1.000000000000000,ST. JOHN'S,514500,19684,1994,100,2278.000000000000000,0.000000000000000,192.000000000000000,506.000000000000000,30,417640.999999999941792,5.179358473202863,-82.431156000000001,29.627275999999998,06850-021-000,Gainesvilleish_Region,False,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.748363979963733,343988.663188031117897,363672.663188031117897,-150827.336811968882103,-73652.336811968823895,150827.336811968882103,73652.336811968823895,0.706846770044764
4424,58341,5.500000000000000,6375,1.150000000000000,ST. JOHN'S,1154800,30383,1994,100,4986.000000000000000,1389.000000000000000,340.000000000000000,858.000000000000000,30,951196.999999999883585,7.121617900653937,-82.431996999999996,29.629379000000000,06850-025-000,Gainesvilleish_Region,False,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.533603395002748,754343.712318695732392,784726.712318695732392,-370073.287681304267608,-196853.287681304151192,370073.287681304267608,196853.287681304151192,0.679534735295026
