Unnamed: 0,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,abs_subdv_cd,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,geo_id,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,hood_cd,sl_county_ratio_cd
121,45928,0.93,1979,2,GAINESVILLE,155501,195000,1969,100,1979.0,1969,2024,0,-82.39937521,29.67341756,06356-002-012,0,96.0,361.0,54,54,0,0,2.0,384,114334.02,1
135,10206,160.0,1353,3,NEWBERRY,0,1862000,1994,100,1353.0,1940,2024,0,-82.61465657,29.61703204,02573-000-000,0,248.0,0.0,29,83,0,0,1.0,7603,215100.9,1
153,9134,0.24,816,3,NEWBERRY,138300,117600,1994,100,816.0,1958,2024,0,-82.60742068,29.64346731,02263-005-000,0,140.0,0.0,29,65,0,0,1.0,145,215104.06,1
164,42831,0.43,1674,3,ST. JOHN'S,223200,241800,1994,100,1674.0,1977,2024,0,-82.41298043,29.67474196,06221-010-017,0,132.0,616.0,29,46,0,0,2.0,6320,114328.03,1
167,69457,1.01,1664,3,ST. JOHN'S,107000,255000,1994,100,1664.0,1993,2024,0,-82.43212595,29.56160334,07348-040-037,0,16.0,440.0,29,30,0,0,2.0,6119,216305.03,1
171,84322,0.26,912,3,GAINESVILLE,137004,90000,1994,100,792.0,1955,2024,0,-82.2984438,29.65353622,11233-004-000,0,120.0,0.0,29,68,0,0,1.0,200,315403.01,1
173,84401,0.3,1931,2,GAINESVILLE,137005,122300,1994,100,1527.0,1950,2024,0,-82.29612685,29.65158128,11250-005-000,0,404.0,0.0,29,73,0,0,2.0,304,315403.03,1
175,84923,0.14,616,3,GAINESVILLE,136600,58100,1994,100,616.0,1954,2024,0,-82.30782322,29.65035713,11589-001-000,0,28.0,0.0,29,69,0,0,1.0,0,145404.05,1
183,102418,0.5,1667,2,HAWTHORNE,29700,122500,1994,100,1667.0,1925,2024,0,-82.08558292,29.58949203,19468-000-000,0,270.0,0.0,29,98,0,0,2.0,2965,346100.88,1
185,97788,1.12,1676,3,ST. JOHN'S,0,236900,2012,100,1676.0,1977,2024,0,-82.18168263,29.65177747,17803-001-001,0,0.0,0.0,11,46,0,0,2.0,18091,315500.4,2
187,98163,0.37,520,2,ST. JOHN'S,113100,74900,1994,100,520.0,1955,2024,0,-82.24016102,29.64628766,17940-036-000,0,140.0,0.0,29,68,0,0,1.0,655,315506.12,1
188,99248,0.45,1274,3,ST. JOHN'S,45400,35300,1994,100,1094.0,1961,2024,0,-82.16850226,29.48723823,18354-042-041,0,330.0,0.0,29,62,0,0,1.0,1120,216500.02,1
197,93207,0.22,680,2,ST. JOHN'S,0,53900,1994,100,680.0,1960,2024,0,-82.28599301,29.63766879,16159-005-000,0,0.0,0.0,29,63,0,0,1.0,547,315411.03,1
199,93482,0.15,672,2,ST. JOHN'S,176400,72500,1994,100,672.0,1964,2024,0,-82.26847839,29.63026712,16189-003-022,0,18.0,0.0,29,59,0,0,1.0,495,315412.04,1
202,93746,1.2,2118,3,ST. JOHN'S,117200,213800,1994,100,1530.0,1979,2024,0,-82.28860553,29.62542254,16214-005-007,588,40.0,0.0,29,44,0,0,2.0,12902,315414.04,1
205,77055,0.21,1490,3,GAINESVILLE,146100,98000,1994,100,1235.0,1960,2024,0,-82.33519167,29.67457643,08668-000-000,0,255.0,0.0,29,63,0,0,1.0,11644,324429.01,2
208,92102,0.31,672,3,GAINESVILLE,0,34700,1994,100,672.0,1948,2024,0,-82.29159547,29.64312999,16076-000-000,0,102.0,0.0,29,75,0,0,1.0,72,315410.0,1
223,72306,6.12,1641,3,ST. JOHN'S,56000,247500,1994,100,1641.0,1976,2024,0,-82.27546859,29.7314137,07820-005-000,0,138.0,575.0,29,47,0,0,2.0,5763,324412.01,1
227,73616,0.22,1248,3,GAINESVILLE,206900,157400,1994,100,1248.0,1974,2024,0,-82.34777599,29.69414862,07915-005-080,0,0.0,0.0,29,49,0,0,2.0,3867,324419.04,1
234,88626,0.12,872,2,GAINESVILLE,46700,140700,1994,100,872.0,1935,2024,0,-82.33027333,29.65631975,14471-000-000,0,112.0,0.0,29,88,0,0,1.0,0,145405.02,1
236,104344,0.63,3272,3,ST. JOHN'S,0,441000,1994,100,2240.0,1989,2024,0,-82.10170998,29.51028713,20077-000-000,841,585.0,765.0,29,34,0,1,3.0,41516,216621.02,1
