OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,has_lake,number_of_baths,MISC_Val,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Archer_1,Buck_Bay,Duck_Pond,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,HaileLike,Hawthorne_1,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_E,HighSprings_F,High_Springs_Main,Lugano,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,Real_Tioga,Springtree_A,Springtree_B,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_C,WildsPlantation,swNewberry_A,swNewberry_B,built_before_1984,built_pre_1970_with_effective_le_1994,era_1900s,era_1910s,era_1920s,era_1930s,era_1940s,era_1950s,era_1960s,era_1970s,era_1980s,era_1990s,era_2000s,era_2010s,era_2020s,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
2784,45183,0.260000000000000,1831,1.150000000000000,ST. JOHN'S,335700,2002,100,1831.000000000000000,2002,2022,0,0.000000000000000,179.000000000000000,420.000000000000000,19,0,2.000000000000000,321,285024.000000000000000,0.312486790622376,-82.434353000000002,29.662257000000000,06326-030-163,HaileLike,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.812913547590847,366925.293947935744654,367246.293947935744654,31546.293947935744654,81901.293947935744654,31546.293947935744654,81901.293947935744654,1.093971682895251
2880,45128,0.280000000000000,2585,1.150000000000000,ST. JOHN'S,455600,2000,100,2151.000000000000000,1997,2023,0,0.000000000000000,544.000000000000000,441.000000000000000,22,0,2.000000000000000,1690,385570.000000000000000,0.336524236054867,-82.437152999999995,29.663440000000001,06326-020-109,HaileLike,True,False,False,0.780000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.989134248513940,437632.260371433454566,439322.260371433454566,-16277.739628566545434,52062.260371433454566,16277.739628566545434,52062.260371433454566,0.964271862097088
2931,45042,0.250000000000000,1958,1.000000000000000,ST. JOHN'S,464300,2012,100,1958.000000000000000,1998,2024,0,0.000000000000000,350.000000000000000,546.000000000000000,11,0,2.000000000000000,20832,373823.000000000000000,0.300468067906131,-82.438389000000001,29.667117000000001,06326-010-024,HaileLike,True,False,False,0.890000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.820562702217019,369742.723999449168332,390574.723999449168332,-73725.276000550831668,-4080.276000550831668,73725.276000550831668,4080.276000550831668,0.841211983630087
3308,45040,0.260000000000000,2367,1.150000000000000,ST. JOHN'S,402400,2001,100,2153.500000000000000,2001,2023,0,0.000000000000000,343.500000000000000,420.000000000000000,21,0,2.000000000000000,1383,340657.000000000000000,0.312486790622376,-82.438047999999995,29.666843000000000,06326-010-022,HaileLike,True,False,False,0.790000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.941106228641484,417110.406130992108956,418493.406130992108956,16093.406130992108956,76453.406130992108956,16093.406130992108956,76453.406130992108956,1.039993554003459
3721,45102,0.200000000000000,1992,1.000000000000000,ST. JOHN'S,409200,2004,100,1992.000000000000000,1997,2024,0,0.000000000000000,261.000000000000000,483.000000000000000,19,0,4.000000000000000,2767,345053.000000000000000,0.240374454324905,-82.437090999999995,29.667421999999998,06326-010-084,HaileLike,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.809909733001261,365824.772105960757472,368591.772105960757472,-40608.227894039242528,20771.772105960757472,40608.227894039242528,20771.772105960757472,0.900761906417304
3722,45134,0.210000000000000,1555,1.000000000000000,ST. JOHN'S,338100,2007,100,1555.000000000000000,1998,2024,0,0.000000000000000,274.000000000000000,420.000000000000000,16,0,2.000000000000000,487,286898.000000000000000,0.252393177041150,-82.437869000000006,29.663312999999999,06326-020-115,HaileLike,True,False,False,0.840000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.625624097582365,304255.807193811051548,304742.807193811051548,-33357.192806188948452,17357.807193811051548,33357.192806188948452,17357.807193811051548,0.901339270020145
3868,45086,0.220000000000000,1630,1.150000000000000,ST. JOHN'S,348300,2000,100,1630.000000000000000,1996,2023,0,0.000000000000000,246.000000000000000,441.000000000000000,22,0,2.000000000000000,380,295675.000000000000000,0.264411899757395,-82.437256000000005,29.663958000000001,06326-010-068,HaileLike,True,False,False,0.780000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.706517489336987,329890.971460038155783,330270.971460038155783,-18029.028539961844217,34215.971460038155783,18029.028539961844217,34215.971460038155783,0.948237069939817
3869,45089,0.180000000000000,1353,1.150000000000000,ST. JOHN'S,343100,2005,100,1353.000000000000000,1997,2023,0,0.000000000000000,63.000000000000000,472.000000000000000,17,0,2.000000000000000,7166,284469.000000000000000,0.216337008892414,-82.437053000000006,29.664563999999999,06326-010-071,HaileLike,True,False,False,0.830000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.630846999883373,305849.062636228976771,313015.062636228976771,-30084.937363771023229,21380.062636228976771,30084.937363771023229,21380.062636228976771,0.912314376672192
3887,45148,0.210000000000000,1746,1.000000000000000,ST. JOHN'S,329800,2002,100,1745.500000000000000,1999,2024,0,0.000000000000000,55.500000000000000,525.000000000000000,21,0,2.000000000000000,3085,277245.000000000000000,0.252393177041150,-82.438342000000006,29.662331999999999,06326-020-129,HaileLike,True,False,False,0.790000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.639038831691545,308364.816965676494874,311449.816965676494874,-18350.183034323505126,31119.816965676494874,18350.183034323505126,31119.816965676494874,0.944359663328310
3888,45191,0.190000000000000,1972,1.000000000000000,ST. JOHN'S,346500,2000,100,1972.000000000000000,2000,2024,0,0.000000000000000,68.000000000000000,441.000000000000000,23,0,2.000000000000000,2634,291891.000000000000000,0.228355731608660,-82.434383999999994,29.663238000000000,06326-030-171,HaileLike,True,False,False,0.770000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.678043078468068,320629.996518144325819,323263.996518144325819,-23236.003481855674181,28738.996518144325819,23236.003481855674181,28738.996518144325819,0.932940826892191
3946,45213,0.190000000000000,1380,1.000000000000000,ST. JOHN'S,318200,2004,100,1380.000000000000000,1999,2024,0,0.000000000000000,20.000000000000000,483.000000000000000,19,0,2.000000000000000,2080,268390.000000000000000,0.228355731608660,-82.436119000000005,29.662490999999999,06326-030-193,HaileLike,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.512715682299518,271771.163984726415947,273851.163984726415947,-44348.836015273584053,3381.163984726415947,44348.836015273584053,3381.163984726415947,0.860625908185815
4211,45180,0.180000000000000,1905,1.150000000000000,ST. JOHN'S,343900,2001,100,1904.500000000000000,2001,2022,0,0.000000000000000,159.500000000000000,440.000000000000000,20,0,2.000000000000000,903,291412.000000000000000,0.216337008892414,-82.434905999999998,29.662561000000000,06326-030-160,HaileLike,True,False,False,0.800000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.798001962544575,361494.448112481215503,362397.448112481215503,18497.448112481215503,70082.448112481215503,18497.448112481215503,70082.448112481215503,1.053787287329111
4366,45111,0.180000000000000,1661,1.150000000000000,ST. JOHN'S,391800,2010,100,1660.500000000000000,1998,2023,0,0.000000000000000,162.500000000000000,462.000000000000000,12,0,2.000000000000000,757,332273.000000000000000,0.216337008892414,-82.438811000000001,29.661747999999999,06326-020-092,HaileLike,True,False,False,0.880000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.797301772463928,361241.421879270928912,361998.421879270928912,-29801.578120729071088,28968.421879270928912,29801.578120729071088,28968.421879270928912,0.923936758242141
4470,45122,0.180000000000000,1834,1.150000000000000,ST. JOHN'S,399400,2005,100,1833.500000000000000,1999,2023,0,0.000000000000000,175.500000000000000,484.000000000000000,17,0,2.000000000000000,912,338578.000000000000000,0.216337008892414,-82.437055999999998,29.662106000000001,06326-020-103,HaileLike,True,False,False,0.830000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.807790182714896,365050.209257914044429,365962.209257914044429,-33437.790742085955571,26472.209257914044429,33437.790742085955571,26472.209257914044429,0.916279943059374
4471,45165,0.210000000000000,2045,1.150000000000000,ST. JOHN'S,400400,1999,100,2044.500000000000000,1999,2023,0,0.000000000000000,251.500000000000000,462.000000000000000,23,0,3.000000000000000,296,340044.000000000000000,0.252393177041150,-82.434995000000001,29.662306000000001,06326-030-145,HaileLike,True,False,False,0.770000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.859341319954307,384362.470506093930453,384658.470506093930453,-15741.529493906069547,44318.470506093930453,15741.529493906069547,44318.470506093930453,0.960685490774460
4794,45076,0.190000000000000,1540,1.000000000000000,ST. JOHN'S,347900,2010,100,1540.000000000000000,1997,2024,0,0.000000000000000,274.000000000000000,441.000000000000000,13,0,2.000000000000000,2581,293134.000000000000000,0.228355731608660,-82.438821000000004,29.663067999999999,06326-010-058,HaileLike,True,False,False,0.870000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.641375750707295,309086.283246028120629,311667.283246028120629,-36232.716753971879371,15952.283246028120629,36232.716753971879371,15952.283246028120629,0.895853070554838
4927,45133,0.210000000000000,1619,1.150000000000000,ST. JOHN'S,335500,1998,100,1618.500000000000000,1998,2022,0,0.000000000000000,264.500000000000000,462.000000000000000,23,0,2.000000000000000,1171,284004.000000000000000,0.252393177041150,-82.438057999999998,29.663474999999998,06326-020-114,HaileLike,True,False,False,0.770000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.689934010523260,324465.343757075432222,325636.343757075432222,-9863.656242924567778,40461.343757075432222,9863.656242924567778,40461.343757075432222,0.970600130423474
5126,45159,0.320000000000000,2232,1.150000000000000,ST. JOHN'S,382900,2000,100,2231.500000000000000,2000,2022,0,0.000000000000000,195.500000000000000,420.000000000000000,21,0,3.000000000000000,1196,324269.000000000000000,0.384599126919848,-82.434730999999999,29.661111999999999,06326-030-139,HaileLike,True,False,False,0.790000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.958462837920131,424413.221198835060932,425609.221198835060932,42709.221198835060932,100144.221198835060932,42709.221198835060932,100144.221198835060932,1.111541449983899
5677,45033,0.270000000000000,2105,1.150000000000000,ST. JOHN'S,355300,1996,100,2105.000000000000000,1996,2022,0,0.000000000000000,344.000000000000000,441.000000000000000,25,0,2.000000000000000,872,301132.999999999941792,0.324505513338622,-82.438310999999999,29.665572999999998,06326-010-015,HaileLike,True,False,False,0.750000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.836855346519052,375816.152440645091701,376688.152440645091701,21388.152440645091701,74683.152440645149909,21388.152440645091701,74683.152440645149909,1.060197445653378
5733,45143,0.180000000000000,1861,1.150000000000000,ST. JOHN'S,352800,2000,100,1861.000000000000000,2000,2022,0,0.000000000000000,198.000000000000000,440.000000000000000,21,0,2.000000000000000,826,299054.000000000000000,0.216337008892414,-82.437808000000004,29.661674000000001,06326-020-124,HaileLike,True,False,False,0.790000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.775653514962244,353505.214390927576460,354331.214390927576460,1531.214390927576460,54451.214390927576460,1531.214390927576460,54451.214390927576460,1.004340176845033
6118,45155,0.180000000000000,2093,1.150000000000000,ST. JOHN'S,361800,2002,100,2092.500000000000000,2002,2022,0,0.000000000000000,161.500000000000000,420.000000000000000,19,0,2.000000000000000,933,306597.000000000000000,0.216337008892414,-82.435765000000004,29.661034000000001,06326-030-135,HaileLike,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.860512991928822,384813.081173235725146,385746.081173235725146,23946.081173235725146,78216.081173235725146,23946.081173235725146,78216.081173235725146,1.066185962336196
6144,45112,0.240000000000000,2062,1.150000000000000,ST. JOHN'S,302100,1998,100,2062.000000000000000,1998,2023,0,0.000000000000000,177.000000000000000,444.000000000000000,24,0,2.000000000000000,405,256380.000000000000000,0.288449345189886,-82.438817999999998,29.661496000000000,06326-020-093,HaileLike,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.824154385293427,371073.110416867421009,371478.110416867421009,69378.110416867421009,114693.110416867421009,69378.110416867421009,114693.110416867421009,1.229652798466956
6423,45156,0.180000000000000,1633,1.000000000000000,ST. JOHN'S,333200,2001,100,1632.500000000000000,2001,2024,0,0.000000000000000,165.500000000000000,441.000000000000000,22,0,2.000000000000000,2728,280492.000000000000000,0.216337008892414,-82.435513999999998,29.661034999999998,06326-030-136,HaileLike,True,False,False,0.780000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.581234067611630,291045.260263658070471,293773.260263658070471,-39426.739736341929529,10553.260263658070471,39426.739736341929529,10553.260263658070471,0.881672449770883
6837,45048,0.180000000000000,1588,1.000000000000000,ST. JOHN'S,349900,2005,100,1588.000000000000000,1996,2024,0,0.000000000000000,246.000000000000000,483.000000000000000,18,0,2.000000000000000,2744,294671.000000000000000,0.216337008892414,-82.437588000000005,29.667967000000001,06326-010-030,HaileLike,True,False,False,0.820000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.608444455098155,299073.444233556918334,301817.444233556918334,-48082.555766443081666,4402.444233556918334,48082.555766443081666,4402.444233556918334,0.862582006955007
6900,45167,0.230000000000000,2013,1.150000000000000,ST. JOHN'S,354400,2000,100,1805.000000000000000,2000,2022,0,0.000000000000000,262.000000000000000,511.000000000000000,21,0,2.000000000000000,1540,299700.000000000000000,0.276430622473641,-82.435204999999996,29.661891000000001,06326-030-147,HaileLike,True,False,False,0.790000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.842123025822282,377801.054733211873099,379341.054733211873099,24941.054733211873099,78101.054733211873099,24941.054733211873099,78101.054733211873099,1.070375436606128
