OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Duck_Pond,EastMidtownEastA,Gainesvilleish_Region,Haile,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_C,HighSprings_D,HighSprings_E,HighSprings_F,High_Springs_Main,LACROSSE_1,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,MidtownEast_E,MidtownEast_F,Newmans_Lake,Real_Tioga,SouthNewmansLake,Springtree_A,Springtree_B,Springtree_C,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_B,WaldoRural_C,West_Outer_Gainesville,West_of_Waldo_rd,swNewberry_A,swNewberry_B,swNewberry_C,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
3171,42516,0.230000000000000,1288,1.000000000000000,ST. JOHN'S,250000,3200,1994,100,1288.000000000000000,0.000000000000000,186.000000000000000,312.000000000000000,30,209300.000000000000000,0.297813112209165,-82.399857999999995,29.675694000000000,06173-016-000,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.174471788680320,193778.646401301521109,196978.646401301521109,-53021.353598698478891,-15521.353598698478891,53021.353598698478891,15521.353598698478891,0.787914585605206
3174,42532,0.230000000000000,1236,1.000000000000000,ST. JOHN'S,195000,1760,1994,100,1236.000000000000000,0.000000000000000,12.000000000000000,312.000000000000000,30,163990.000000000000000,0.297813112209165,-82.400166999999996,29.675255000000000,06173-032-000,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.131967148938596,185714.745462110149674,187474.745462110149674,-7525.254537889850326,21724.745462110149674,7525.254537889850326,21724.745462110149674,0.961408951087744
3175,42533,0.230000000000000,1040,1.000000000000000,ST. JOHN'S,244900,3119,2003,100,1040.000000000000000,0.000000000000000,144.000000000000000,312.000000000000000,21,205046.000000000000000,0.297813112209165,-82.400434000000004,29.675255000000000,06173-033-000,HighSprings_A,True,False,False,0.790000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.186079252484646,196041.029891231475631,199160.029891231475631,-45739.970108768524369,-9004.970108768524369,45739.970108768524369,9004.970108768524369,0.813230011805763
3176,42549,0.270000000000000,1406,1.000000000000000,ST. JOHN'S,295200,12932,2000,100,1238.000000000000000,0.000000000000000,168.000000000000000,338.000000000000000,24,237988.000000000029104,0.349606696941193,-82.398677000000006,29.674471000000000,06173-049-000,HighSprings_A,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.337050251263120,227988.450570981949568,240920.450570981949568,-54279.549429018050432,-9999.549429018079536,54279.549429018050432,9999.549429018079536,0.816126187571077
3177,42558,0.240000000000000,1467,1.000000000000000,ST. JOHN'S,322400,3067,2000,100,1467.000000000000000,0.000000000000000,223.000000000000000,567.000000000000000,24,270973.000000000000000,0.310761508392172,-82.401204000000007,29.675210000000000,06173-058-000,HighSprings_A,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.365461377983996,234558.752215324813733,237625.752215324813733,-84774.247784675186267,-36414.247784675186267,84774.247784675186267,36414.247784675186267,0.737052581313042
3178,42559,0.240000000000000,1260,1.000000000000000,ST. JOHN'S,279300,4700,2003,100,1260.000000000000000,0.000000000000000,108.000000000000000,416.000000000000000,21,232704.999999999970896,0.310761508392172,-82.401202999999995,29.675443000000001,06173-059-000,HighSprings_A,True,False,False,0.790000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.308430443846550,221555.952512313902844,226255.952512313902844,-53044.047487686097156,-11149.047487686068052,53044.047487686097156,11149.047487686068052,0.810082178705027
3179,42567,0.380000000000000,1944,1.000000000000000,ST. JOHN'S,331900,13485,2010,100,1944.000000000000000,0.000000000000000,20.000000000000000,0.000000000000000,14,268630.000000000000000,0.492039054954272,-82.394975000000002,29.675429999999999,06175-003-000,HighSprings_A,False,False,False,0.860000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.517150392438968,272979.066690832143649,286464.066690832143649,-45435.933309167856351,4349.066690832143649,45435.933309167856351,4349.066690832143649,0.863103545317361
3180,42571,0.380000000000000,1008,1.000000000000000,ST. JOHN'S,153800,816,1994,100,1008.000000000000000,0.000000000000000,0.000000000000000,228.000000000000000,30,129914.000000000000000,0.492039054954272,-82.394358999999994,29.675348000000000,06176-002-000,HighSprings_A,False,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.975764809290556,158857.810781856125686,159673.810781856125686,5873.810781856125686,28943.810781856125686,5873.810781856125686,28943.810781856125686,1.038191227450300
3181,42578,0.320000000000000,1272,1.000000000000000,ST. JOHN'S,247500,97,2000,100,1272.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,24,210278.000000000000000,0.414348677856229,-82.393361999999996,29.675229000000002,06177-005-000,HighSprings_A,False,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.084495720181955,177104.586313777777832,177201.586313777777832,-70298.413686222222168,-33173.413686222222168,70298.413686222222168,33173.413686222222168,0.715966005308193
3182,42580,0.320000000000000,1008,1.000000000000000,ST. JOHN'S,133300,230,1994,100,1008.000000000000000,0.000000000000000,60.000000000000000,0.000000000000000,30,113074.999999999985448,0.414348677856229,-82.393979000000002,29.674949999999999,06177-007-000,HighSprings_A,False,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.876687909182209,143873.239435132796643,144103.239435132796643,10803.239435132796643,30798.239435132811195,10803.239435132796643,30798.239435132811195,1.081044556902722
3183,42584,0.320000000000000,1464,1.000000000000000,ST. JOHN'S,194500,202,1994,100,1188.000000000000000,0.000000000000000,340.000000000000000,0.000000000000000,30,165123.000000000000000,0.414348677856229,-82.393980999999997,29.674391000000000,06177-011-000,HighSprings_A,False,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.111575116803030,181965.996612278482644,182167.996612278482644,-12332.003387721517356,16842.996612278482644,12332.003387721517356,16842.996612278482644,0.936596383610686
3184,42585,0.320000000000000,1584,1.000000000000000,ST. JOHN'S,312300,520,2000,100,1584.000000000000000,0.000000000000000,44.000000000000000,0.000000000000000,24,264935.000000000000000,0.414348677856229,-82.393364000000005,29.674391000000000,06177-012-000,HighSprings_A,False,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.241260165626846,207162.785303365322761,207682.785303365322761,-104617.214696634677239,-57772.214696634677239,104617.214696634677239,57772.214696634677239,0.665010519703379
3185,42590,0.290000000000000,1404,1.000000000000000,ST. JOHN'S,246900,3032,1994,100,1404.000000000000000,0.000000000000000,128.000000000000000,364.000000000000000,30,206833.000000000000000,0.375503489307208,-82.392329000000004,29.675253999999999,06178-004-000,HighSprings_A,False,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.194263247313934,197652.011808374780230,200684.011808374780230,-46215.988191625219770,-9180.988191625219770,46215.988191625219770,9180.988191625219770,0.812814952646313
3186,42591,0.320000000000000,1647,1.000000000000000,ST. JOHN'S,386600,1061,2015,100,1647.000000000000000,0.000000000000000,138.000000000000000,540.000000000000000,9,327549.000000000000000,0.414348677856229,-82.392330000000001,29.674689999999998,06178-005-000,HighSprings_A,False,False,False,0.910000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.613008641059993,300441.590912140149157,301502.590912140149157,-85097.409087859850843,-27107.409087859850843,85097.409087859850843,27107.409087859850843,0.779882542452509
3187,42593,0.350000000000000,1905,1.000000000000000,ST. JOHN'S,372100,3223,2000,100,1718.000000000000000,0.000000000000000,459.000000000000000,290.000000000000000,24,313062.000000000000000,0.453193866405251,-82.392930000000007,29.674402000000001,06178-007-000,HighSprings_A,False,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.492111587973897,266228.858450928702950,269451.858450928702950,-102648.141549071297050,-46833.141549071297050,102648.141549071297050,46833.141549071297050,0.724138291993896
3191,42733,2.000000000000000,2680,1.000000000000000,ST. JOHN'S,405200,3120,1995,100,2680.000000000000000,0.000000000000000,450.000000000000000,480.000000000000000,29,341300.000000000000000,2.589679236601432,-82.413340000000005,29.680503000000002,06210-001-003,HighSprings_A,False,False,False,0.710000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.769069985401098,351185.546541309799068,354305.546541309799068,-50894.453458690200932,9885.546541309799068,50894.453458690200932,9885.546541309799068,0.874396709134526
3192,42745,0.430000000000000,1904,1.000000000000000,ST. JOHN'S,314000,18608,1994,100,1904.000000000000000,0.000000000000000,0.000000000000000,304.000000000000000,30,248292.000000000000000,0.556781035869308,-82.412036999999998,29.679434000000001,06218-001-000,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.423814213909775,248653.145384431525599,267261.145384431525599,-46738.854615568474401,361.145384431525599,46738.854615568474401,361.145384431525599,0.851150144536406
3193,42755,0.450000000000000,2498,1.000000000000000,ST. JOHN'S,438800,17929,2000,100,3564.000000000000000,1432.000000000000000,304.000000000000000,1160.000000000000000,24,355051.000000000000000,0.582677828235322,-82.412042999999997,29.678989000000001,06218-011-000,HighSprings_A,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.752091251558140,345273.194773056078702,363202.194773056078702,-75597.805226943921298,-9777.805226943921298,75597.805226943921298,9777.805226943921298,0.827716943420821
3194,42759,0.390000000000000,1652,1.000000000000000,ST. JOHN'S,310800,2860,1994,100,1652.000000000000000,0.000000000000000,498.000000000000000,528.000000000000000,30,261319.999999999970896,0.504987451137279,-82.413174999999995,29.678574999999999,06218-015-000,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.383872215701180,238917.173319543129764,241777.173319543129764,-69022.826680456870236,-22402.826680456841132,69022.826680456870236,22402.826680456841132,0.777918833074463
3195,42762,0.340000000000000,2088,1.000000000000000,ST. JOHN'S,384300,17847,2005,100,2088.000000000000000,0.000000000000000,16.000000000000000,345.000000000000000,19,308808.000000000000000,0.440245470222243,-82.413111000000001,29.678048000000000,06218-018-000,HighSprings_A,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.652007132500181,312389.827032244473230,330236.827032244473230,-54063.172967755526770,3581.827032244473230,54063.172967755526770,3581.827032244473230,0.859320393006101
3196,42765,0.520000000000000,2753,1.000000000000000,ST. JOHN'S,426600,1498,1994,100,2223.000000000000000,530.000000000000000,301.000000000000000,960.000000000000000,30,361112.000000000000000,0.673316601516372,-82.412066999999993,29.678069000000001,06218-021-000,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.721971099815441,335028.573036225279793,336526.573036225279793,-90073.426963774720207,-26083.426963774720207,90073.426963774720207,26083.426963774720207,0.788857414524673
3197,42771,0.350000000000000,1603,1.000000000000000,ST. JOHN'S,284300,7860,1994,100,1603.000000000000000,0.000000000000000,36.000000000000000,576.000000000000000,30,233795.000000000000000,0.453193866405251,-82.410060999999999,29.674486000000002,06221-001-001,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.341433164034262,228989.897085880103987,236849.897085880103987,-47450.102914119896013,-4805.102914119896013,47450.102914119896013,4805.102914119896013,0.833098477263032
3198,42773,0.300000000000000,1754,1.000000000000000,ST. JOHN'S,273400,746,1994,100,1754.000000000000000,0.000000000000000,50.000000000000000,506.000000000000000,30,231643.999999999970896,0.388451885490215,-82.410059000000004,29.675072000000000,06221-001-003,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.382231838884415,238525.580395089637022,239271.580395089637022,-34128.419604910362978,6881.580395089666126,34128.419604910362978,6881.580395089666126,0.875170374524834
3199,42777,0.300000000000000,1718,1.000000000000000,ST. JOHN'S,238100,1400,1990,100,1718.000000000000000,0.000000000000000,0.000000000000000,518.000000000000000,34,200985.000000000000000,0.388451885490215,-82.410053000000005,29.676193999999999,06221-001-007,HighSprings_A,True,False,False,0.660000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.275249719812066,214325.189948853832902,215725.189948853832902,-22374.810051146167098,13340.189948853832902,22374.810051146167098,13340.189948853832902,0.906027677231641
3200,42779,0.300000000000000,2322,1.000000000000000,ST. JOHN'S,393400,1383,1995,100,1830.000000000000000,0.000000000000000,666.000000000000000,550.000000000000000,29,333007.000000000000000,0.388451885490215,-82.410049000000001,29.676756000000001,06221-001-009,HighSprings_A,True,False,False,0.710000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.585635494776923,292329.098065198573750,293712.098065198573750,-99687.901934801426250,-40677.901934801426250,99687.901934801426250,40677.901934801426250,0.746599130821552
3201,42785,0.330000000000000,1876,1.000000000000000,ST. JOHN'S,406100,32768,2002,100,1876.000000000000000,0.000000000000000,224.000000000000000,440.000000000000000,22,312417.000000000000000,0.427297074039236,-82.410619999999994,29.676462000000001,06221-001-015,HighSprings_A,True,False,False,0.780000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.563710923510136,285989.656627571792342,318757.656627571792342,-87342.343372428207658,-26427.343372428207658,87342.343372428207658,26427.343372428207658,0.784924049809337
3202,42792,0.330000000000000,2154,1.000000000000000,ST. JOHN'S,421900,8365,2005,100,2154.000000000000000,0.000000000000000,69.000000000000000,504.000000000000000,19,350250.000000000000000,0.427297074039236,-82.411028000000002,29.676463999999999,06221-001-022,HighSprings_A,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.685507630153211,323032.310643295524642,331397.310643295524642,-90502.689356704475358,-27217.689356704475358,90502.689356704475358,27217.689356704475358,0.785487818543009
3203,42823,0.470000000000000,2024,1.000000000000000,ST. JOHN'S,438400,6632,2007,100,1352.000000000000000,672.000000000000000,12.000000000000000,466.000000000000000,17,366008.000000000000000,0.608574620601336,-82.412971999999996,29.677610000000001,06221-010-009,HighSprings_A,True,False,False,0.830000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.692650271304808,325347.874294223322067,331979.874294223322067,-106420.125705776677933,-40660.125705776677933,106420.125705776677933,40660.125705776677933,0.757253362897407
3204,42830,0.530000000000000,1954,1.000000000000000,ST. JOHN'S,331700,8920,2004,100,3908.000000000000000,0.000000000000000,144.000000000000000,1188.000000000000000,20,273025.000000000000000,0.686264997699379,-82.412583999999995,29.674959000000001,06221-010-016,HighSprings_A,True,False,False,0.800000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.673854601767387,319289.853785707731731,328209.853785707731731,-3490.146214292268269,46264.853785707731731,3490.146214292268269,46264.853785707731731,0.989478003574639
3205,42831,0.430000000000000,1674,1.000000000000000,ST. JOHN'S,241800,6320,1994,100,1674.000000000000000,0.000000000000000,132.000000000000000,616.000000000000000,30,199210.000000000000000,0.556781035869308,-82.412980000000005,29.674741999999998,06221-010-017,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.394080137458751,241368.511378795199562,247688.511378795199562,5888.511378795199562,42158.511378795199562,5888.511378795199562,42158.511378795199562,1.024352817943735
