prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,abs_subdv_cd,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age
31636,0.3,1385,3,GAINESVILLE,142600,260300,4264,2000,100,1265,0,129,456,25
31639,0.22,1420,3,GAINESVILLE,142600,219800,5728,1994,100,1420,0,88,0,31
31654,0.29,1748,3,GAINESVILLE,142600,311700,2640,2000,100,1748,0,198,0,25
31674,0.24,1512,3,GAINESVILLE,142600,259400,2740,1994,100,1246,0,266,0,31
31679,0.25,1040,3,GAINESVILLE,142600,223200,762,1994,100,1040,0,0,0,31
31684,0.32,1700,3,GAINESVILLE,142600,282800,553,2000,100,925,775,16,0,25
31686,0.27,998,3,GAINESVILLE,142600,170700,433,1994,100,998,0,0,204,31
31687,0.27,1633,3,GAINESVILLE,142600,220000,2720,1994,100,1633,0,284,0,31
31691,0.21,1895,3,GAINESVILLE,142600,312100,4932,1994,100,808,1087,24,374,31
31747,0.38,1383,3,GAINESVILLE,142100,236900,4520,1994,100,1383,0,0,308,31
31748,0.38,1365,3,GAINESVILLE,142100,283200,10996,1994,100,2730,0,30,840,31
31755,0.41,1308,3,GAINESVILLE,142100,277800,3398,1994,100,1308,0,184,401,31
31762,0.37,1324,3,GAINESVILLE,142100,240600,4360,1994,100,1324,0,78,260,31
31763,0.36,1838,3,GAINESVILLE,142100,312100,4818,2000,100,1838,0,285,471,25
31784,0.33,1378,3,GAINESVILLE,142100,248500,12302,1994,100,1378,0,0,532,31
31786,0.33,1332,3,GAINESVILLE,142100,252800,4908,1994,100,1332,0,8,540,31
31789,0.47,2615,3,GAINESVILLE,142100,359800,16776,1995,100,1365,0,1250,0,30
31792,0.34,1509,3,GAINESVILLE,142100,289700,2960,1994,100,1509,0,308,486,31
31794,0.63,1690,3,GAINESVILLE,142100,396100,13448,2017,100,1690,0,0,525,8
31826,0.32,1912,3,GAINESVILLE,142100,333100,2862,1996,100,1132,780,330,352,29
31829,0.29,1560,3,GAINESVILLE,142100,290600,4866,1994,100,1560,0,254,594,31
31834,0.32,1493,3,GAINESVILLE,142100,282500,7042,1994,100,1493,0,0,469,31
31836,0.37,1440,3,GAINESVILLE,142100,279600,4080,1995,100,1440,0,0,240,30
31920,0.39,1914,3,GAINESVILLE,141600,279600,41210,1994,100,1914,0,0,460,31
31927,0.45,1828,3,GAINESVILLE,141600,357200,1892,1998,100,1828,0,56,400,27
31938,0.34,1982,3,GAINESVILLE,141600,364000,856,2001,100,1982,0,35,500,24
31939,0.3,1955,3,GAINESVILLE,141600,316300,11567,1994,100,1955,0,262,572,31
31948,0.37,1668,3,GAINESVILLE,141600,303400,4788,1995,100,1668,0,8,520,30
31949,0.37,1782,3,GAINESVILLE,141600,326600,12325,1994,100,1782,0,30,580,31
31953,0.57,2291,3,GAINESVILLE,141600,427700,27593,2003,100,4582,0,1186,1058,22
31959,0.57,1786,3,GAINESVILLE,141600,354400,1750,2005,100,1786,0,0,462,20
31964,0.43,1934,3,GAINESVILLE,141600,332800,16326,2006,100,1934,0,24,567,19
31965,0.43,1603,3,GAINESVILLE,141600,304200,11739,2000,100,1603,0,16,462,25
31970,0.43,1928,3,GAINESVILLE,141600,344200,5760,1994,100,1928,0,54,506,31
31977,0.44,1650,3,GAINESVILLE,141600,326300,556,1994,100,1650,0,275,460,31
31981,0.44,1252,3,GAINESVILLE,141600,317200,456,2010,100,1252,0,184,484,15
31985,0.44,1996,3,GAINESVILLE,141600,257300,6020,1990,100,3432,0,868,884,35
32004,0.39,2244,3,GAINESVILLE,141700,292100,3800,1990,100,2244,0,16,0,35
32007,0.59,1520,3,GAINESVILLE,141700,327300,6140,2005,100,1520,0,214,546,20
32049,0.4,1822,3,GAINESVILLE,141700,307500,16939,1995,100,3644,0,36,1248,30
32056,0.33,1524,3,GAINESVILLE,141801,285000,4917,1994,100,1524,0,16,418,31
32058,0.31,1543,3,GAINESVILLE,141800,281600,3165,1995,100,1543,0,12,520,30
32064,0.4,1384,3,GAINESVILLE,141800,281300,4760,2005,100,1384,0,20,440,20
32090,0.59,1928,3,GAINESVILLE,141800,350100,4317,2012,100,1768,0,190,528,13
32100,0.33,1572,3,GAINESVILLE,141800,153400,5520,1994,100,1432,0,140,340,31
32104,0.33,1508,3,GAINESVILLE,141800,284300,3349,1994,100,1508,0,208,624,31
32106,0.33,1534,3,GAINESVILLE,141800,305100,7400,1995,100,1534,0,64,529,30
32107,0.36,1432,3,GAINESVILLE,141900,300300,16230,1997,100,1432,0,8,400,28
32116,0.39,1579,3,GAINESVILLE,141900,296400,3000,1994,100,1579,0,292,308,31
32122,0.39,1564,3,GAINESVILLE,141900,168800,5371,1994,100,1564,0,8,525,31
32126,0.38,1800,3,GAINESVILLE,141900,278100,3466,1994,100,1800,0,384,0,31
32128,0.4,1617,3,GAINESVILLE,141900,324200,485,2006,100,1413,0,219,540,19
32132,0.56,2325,3,GAINESVILLE,141900,351400,6580,1994,100,2325,0,140,0,31
32149,0.32,1472,3,GAINESVILLE,141900,295500,11553,1996,100,1472,0,342,528,29
32151,0.32,1464,3,GAINESVILLE,141900,298200,3968,2000,100,1464,0,0,468,25
32152,0.32,1526,3,GAINESVILLE,141900,296100,4762,2008,100,1526,0,27,484,17
32153,0.32,1688,3,GAINESVILLE,141900,299700,3171,1994,100,1263,0,482,441,31
32155,0.32,1465,3,GAINESVILLE,141900,279300,3270,1994,100,2930,0,520,1200,31
32164,0.3,1435,3,GAINESVILLE,141900,318500,7540,2000,100,1435,0,48,484,25
32166,0.3,1345,3,GAINESVILLE,141900,293600,1352,2005,100,1345,0,0,441,20
32168,0.29,956,3,GAINESVILLE,142700,154100,1540,1994,100,956,0,0,180,31
32171,0.29,1442,3,GAINESVILLE,142700,276500,1171,2004,100,1442,0,156,220,21
32175,0.31,1301,3,GAINESVILLE,142700,237100,3313,1995,100,1301,0,108,246,30
32179,0.24,918,3,GAINESVILLE,142700,193900,680,1994,100,918,0,0,378,31
32191,0.36,1106,3,GAINESVILLE,142700,219100,3123,1994,100,1106,0,0,328,31
32196,0.25,1606,3,GAINESVILLE,142700,257700,453,1994,100,1606,0,0,313,31
32202,0.25,1400,3,GAINESVILLE,142700,270000,2844,2000,100,1400,0,0,0,25
32203,0.4,1234,3,GAINESVILLE,142700,245400,4461,1994,100,1234,0,8,324,31
32204,0.35,1607,3,GAINESVILLE,142700,336900,603,2017,100,1607,0,79,400,8
32206,0.23,1056,3,GAINESVILLE,142700,226500,2783,2001,100,2112,0,0,576,24
32209,0.25,1439,3,GAINESVILLE,142700,244100,2876,2000,100,1439,0,60,0,25
32213,0.25,1287,3,GAINESVILLE,142700,262600,4653,2002,100,1287,0,36,525,23
32214,0.25,1068,3,GAINESVILLE,142700,220200,3223,1994,100,1068,0,24,364,31
32218,0.25,1042,3,GAINESVILLE,142700,224200,533,1995,100,1042,0,116,0,30
32222,0.23,1323,3,GAINESVILLE,142700,191800,2698,1994,100,1323,0,56,324,31
32224,0.38,1568,3,GAINESVILLE,142700,204900,1825,1994,100,1904,0,1232,0,31
32230,0.26,1158,3,GAINESVILLE,142700,251500,2773,1994,100,1158,0,20,299,31
32236,0.26,1226,3,GAINESVILLE,142700,246200,220,1995,100,962,0,264,338,30
32241,0.26,1388,3,GAINESVILLE,142700,241900,2927,2000,100,1064,0,381,0,25
32242,0.26,1046,3,GAINESVILLE,142700,183500,436,1994,100,1046,0,278,288,31
32244,0.26,1108,3,GAINESVILLE,142700,219200,6709,1994,100,1108,0,32,598,31
32250,0.26,1786,3,GAINESVILLE,142700,284100,1940,2000,100,1786,0,8,0,25
32278,0.23,1704,3,GAINESVILLE,142200,213400,870,1997,100,1704,0,12,546,28
32286,0.24,1025,3,GAINESVILLE,142200,225400,381,2003,100,1025,0,64,0,22
32289,0.25,1826,3,GAINESVILLE,142200,320600,5296,1998,100,1826,0,84,520,27
32290,0.25,1170,3,GAINESVILLE,142200,193800,2104,1994,100,2340,0,250,1040,31
32293,0.25,1025,3,GAINESVILLE,142200,160800,1542,1994,100,1025,0,64,0,31
32296,0.25,1271,3,GAINESVILLE,142200,265200,439,1995,100,1271,0,36,450,30
32310,0.25,1118,3,GAINESVILLE,142200,259500,824,1998,100,1118,0,104,572,27
32312,0.23,1196,3,GAINESVILLE,142200,247500,1010,2004,100,2392,0,360,0,21
32313,0.25,1230,3,GAINESVILLE,142200,220200,4742,1994,100,1230,0,18,546,31
32319,0.25,1324,3,GAINESVILLE,142200,195000,860,1994,100,2648,0,72,1040,31
32324,0.23,1690,3,GAINESVILLE,142200,200000,3140,1994,100,3172,0,520,0,31
32328,0.25,1118,3,GAINESVILLE,142200,266700,513,2000,100,1118,0,104,546,25
32333,0.25,1572,3,GAINESVILLE,142200,273700,2919,1995,100,1572,0,52,0,30
32343,0.25,1156,3,GAINESVILLE,142200,231200,1492,1995,100,1156,0,40,228,30
32344,0.25,1504,3,GAINESVILLE,142200,285600,827,1995,100,1504,0,0,526,30
32351,0.25,1334,3,GAINESVILLE,142200,269300,1656,2005,100,1334,0,48,0,20
32356,0.25,1388,3,GAINESVILLE,142200,279000,804,1995,100,1388,0,192,520,30
32363,0.25,1552,3,GAINESVILLE,142200,273300,665,2000,100,1552,0,0,441,25
32370,0.25,1548,3,GAINESVILLE,142200,278100,5587,1995,100,3096,0,0,0,30
32376,0.24,1148,3,GAINESVILLE,142200,292600,3494,2005,100,1148,0,0,0,20
32415,0.25,1350,3,GAINESVILLE,142300,229500,1135,1994,100,1350,0,36,520,31
32425,0.24,1350,3,GAINESVILLE,142300,222800,4404,1994,100,1350,0,36,520,31
32428,0.25,1056,3,GAINESVILLE,142300,213500,392,2000,100,1056,0,0,0,25
32444,0.24,1710,3,GAINESVILLE,142300,280500,440,2005,100,1710,0,144,0,20
32453,0.25,1410,3,GAINESVILLE,142300,279600,632,2000,100,1410,0,245,546,25
32454,0.25,1432,3,GAINESVILLE,142300,261400,2680,2000,100,1432,0,0,494,25
32468,0.24,1170,3,GAINESVILLE,142300,238800,1212,1994,100,1170,0,100,520,31
32478,0.24,1243,3,GAINESVILLE,142300,260700,4160,1997,100,1243,0,0,490,28
32481,0.25,1820,3,GAINESVILLE,142300,137600,437,1995,100,3640,0,0,0,30
32489,0.25,1227,3,GAINESVILLE,142300,263400,1071,1994,100,1227,0,0,0,31
32491,0.25,1118,3,GAINESVILLE,142300,261100,312,2000,100,1118,0,80,240,25
32495,0.25,1050,3,GAINESVILLE,142300,224600,448,2000,100,1050,0,0,300,25
32497,0.25,1387,3,GAINESVILLE,142300,253100,4740,2000,100,1387,0,0,0,25
32508,0.25,1148,3,GAINESVILLE,142300,268000,664,2005,100,1148,0,0,0,20
32515,0.25,1603,3,GAINESVILLE,142300,325200,3030,2012,100,1267,0,336,483,13
32520,0.24,1176,3,GAINESVILLE,142300,240100,440,1999,100,1176,0,0,336,26
32535,0.26,1155,3,GAINESVILLE,142300,223900,2669,2000,100,1155,0,0,0,25
32549,0.25,1558,3,GAINESVILLE,142300,259300,3436,1994,100,1558,0,0,192,31
32555,0.25,1241,3,GAINESVILLE,142300,217200,3173,1994,100,1241,0,60,0,31
32562,0.29,1078,3,GAINESVILLE,142400,232800,7167,2000,100,1078,0,0,0,25
32570,0.25,1184,3,GAINESVILLE,142400,262700,2933,2005,100,1184,0,12,520,20
32575,0.25,1075,3,GAINESVILLE,142400,264400,4160,2006,100,1075,0,48,299,19
32576,0.25,1247,3,GAINESVILLE,142400,236000,1480,1996,100,1247,0,16,380,29
32580,0.25,1008,3,GAINESVILLE,142400,208100,2452,1995,100,1008,0,0,336,30
32592,0.25,1630,3,GAINESVILLE,142400,304300,13838,2005,100,1630,0,64,0,20
32595,0.27,1164,3,GAINESVILLE,142400,242600,4436,1994,100,2328,0,48,750,31
32598,0.25,1250,3,GAINESVILLE,142400,235800,736,1995,100,1250,0,117,288,30
32602,0.25,1442,3,GAINESVILLE,142400,276400,3040,2005,100,1202,0,368,0,20
32619,0.25,1370,3,GAINESVILLE,142400,292800,808,2005,100,1370,0,80,0,20
32621,0.25,1118,3,GAINESVILLE,142400,257600,507,2011,100,1118,0,76,0,14
32638,0.25,1708,3,GAINESVILLE,142400,269000,7996,1994,100,3416,0,0,0,31
32646,0.25,1500,3,GAINESVILLE,142400,267100,32313,1995,100,1500,0,10,336,30
32647,0.25,1884,3,GAINESVILLE,142400,306900,2119,2003,100,3592,0,176,0,22
32649,0.25,1641,3,GAINESVILLE,142400,258500,5153,1995,100,1181,0,485,0,30
32651,0.25,1561,3,GAINESVILLE,142400,185300,3134,1994,100,2362,0,810,0,31
32661,0.25,1403,3,GAINESVILLE,142400,191100,3361,1994,100,2806,0,126,0,31
32667,0.25,936,3,GAINESVILLE,142400,165900,424,1994,100,936,0,0,280,31
32678,0.25,1366,3,GAINESVILLE,142400,256300,3036,2005,100,1366,0,126,0,20
32687,0.28,1008,3,GAINESVILLE,142500,241800,1044,2010,100,1008,0,76,288,15
32689,0.28,1066,3,GAINESVILLE,142500,225200,2884,2005,100,2132,0,102,0,20
32692,0.25,1481,3,GAINESVILLE,142500,225000,2996,1994,100,1337,0,264,0,31
32700,0.25,1257,3,GAINESVILLE,142500,269700,3095,2003,100,1257,0,76,0,22
32712,0.26,1052,3,GAINESVILLE,142500,213700,393,1995,100,2104,0,0,672,30
32732,0.25,1128,3,GAINESVILLE,142500,237900,4100,2008,100,1128,0,96,312,17
32742,0.25,1265,3,GAINESVILLE,142500,271100,4104,2000,100,1265,0,75,0,25
32746,0.26,1050,3,GAINESVILLE,142500,236300,1372,2000,100,1050,0,66,280,25
32750,0.26,1496,3,GAINESVILLE,142500,263700,2986,1999,100,1156,0,474,0,26
32794,0.25,1489,3,GAINESVILLE,142500,269500,7782,1994,100,1489,0,99,0,31
32814,0.4,1384,3,GAINESVILLE,142000,257100,2943,1994,100,1384,0,16,400,31
32956,0.2,1483,4,GAINESVILLE,189701,262300,2703,1994,100,1482.5,0,218.5,400,31
32962,0.2,1540,4,GAINESVILLE,189701,351400,3298,2008,100,1540,0,248,400,17
32985,0.2,1756,4,GAINESVILLE,189702,329200,914,2007,100,1756,0,64,420,18
32988,0.29,1794,4,GAINESVILLE,189702,385900,19700,2010,100,823,971,180,528,15
32991,0.21,1447,4,GAINESVILLE,189702,292800,3175,2003,100,1447,0,194,420,22
32995,0.2,1431,4,GAINESVILLE,189702,316500,2827,2012,100,706,725,41,476,13
32998,0.2,1466,4,GAINESVILLE,189702,295000,2892,2000,100,1466,0,139,420,25
33007,0.21,1834,4,GAINESVILLE,189702,358100,2823,2004,100,885,949,346,420,21
33020,0.29,1737,3,GAINESVILLE,189703,371500,7118,2009,100,1737,0,316,400,16
33026,0.21,1880,4,GAINESVILLE,189703,434600,22395,2010,100,1879.5,0,232.5,420,15
33027,0.4,1883,4,GAINESVILLE,189703,422900,12338,2008,100,1882.5,0,244.5,420,17
33039,0.2,1575,3,GAINESVILLE,189704,357500,19442,2013,100,1575,0,257,400,12
33051,0.38,1805,4,GAINESVILLE,189704,348700,360,2000,100,848,957,444,465,25
33053,0.19,1425,4,GAINESVILLE,189704,376900,3276,2013,100,1425,0,207,440,12
33054,0.29,1758,4,GAINESVILLE,189704,370200,960,2006,100,1758,0,186,440,19
33058,0.24,1863,4,GAINESVILLE,189704,345800,2784,1995,100,889,974,342,504,30
33060,0.19,1480,4,GAINESVILLE,189704,312000,3465,2000,100,2960,0,708,800,25
33074,0.11,1685,3,GAINESVILLE,245900,279200,467,2009,100,1685,0,72,0,16
33075,0.11,1256,3,GAINESVILLE,245900,293800,995,2010,100,1256,0,72,380,15
33078,0.12,1484,3,GAINESVILLE,245900,331200,1114,2013,100,1484,0,50,420,12
33079,0.12,1484,3,GAINESVILLE,245900,332000,1114,2013,100,2968,0,100,840,12
33086,0.13,1593,3,GAINESVILLE,245900,339900,970,2012,100,1593,0,114,420,13
33087,0.15,1482,3,GAINESVILLE,245900,331200,1201,2013,100,1482,0,92,311,12
33089,0.25,1549,3,GAINESVILLE,4602,325200,3806,2000,100,1549,0,18,416,25
33124,0.2,1284,3,GAINESVILLE,4500,277900,2808,1994,100,1284,0,115,446,31
33140,0.21,1243,3,GAINESVILLE,4601,216500,3842,1994,100,1243,0,15,480,31
33143,0.23,1219,3,GAINESVILLE,4601,289100,541,2010,100,1219,0,15,249,15
33181,0.22,1551,3,GAINESVILLE,128200,335000,2825,2000,100,1551,0,156,441,25
33212,0.23,1954,3,GAINESVILLE,127500,391500,3399,2003,100,1954,0,248,432,22
33219,0.2,1666,3,GAINESVILLE,127500,303600,1016,2007,100,1666,0,208,462,18
33221,0.14,1634,3,GAINESVILLE,127500,278500,3309,2005,100,1634,0,39,430,20
33225,0.21,1920,3,GAINESVILLE,128200,350300,3630,2003,100,1920,0,51,441,22
33229,0.15,1533,3,GAINESVILLE,128200,278600,1021,2005,100,1533,0,41,441,20
33233,0.13,1541,3,GAINESVILLE,128200,306100,3360,2005,100,1541,0,184,441,20
33234,0.13,1708,3,GAINESVILLE,128200,354400,3080,1998,100,3415,0,371,882,27
33241,0.12,1512,3,GAINESVILLE,128200,325000,3293,2003,100,1512,0,185,462,22
33249,0.2,1825,3,GAINESVILLE,127600,345100,1000,1998,100,1825,0,35,506,27
33267,0.29,1885,3,GAINESVILLE,127600,375200,3633,1998,100,1884.5,0,319.5,400,27
33271,0.18,1653,3,GAINESVILLE,127600,306100,3240,1998,100,1653,0,163,506,27
33284,0.17,2055,3,GAINESVILLE,127600,390300,3300,2004,100,1377,678,166,484,21
33300,0.18,2186,3,GAINESVILLE,127700,391600,2760,1999,100,1970,0,256,462,26
33313,0.18,1970,3,GAINESVILLE,127700,370200,3240,1999,100,1970,0,256,462,26
33320,0.17,1886,3,GAINESVILLE,127700,377900,3392,1999,100,1886,0,264,462,26
33346,0.21,1890,3,GAINESVILLE,128000,371900,3259,2010,100,1889.5,0,282.5,506,15
33352,0.22,1885,3,GAINESVILLE,128000,391200,2783,2007,100,1885,0,327,400,18
33355,0.19,1585,3,GAINESVILLE,128000,373800,3420,2010,100,1585,0,181,441,15
33371,0.19,1836,3,GAINESVILLE,128100,361000,3183,2002,100,1836,0,220,483,23
33375,0.18,1807,3,GAINESVILLE,128100,353800,2741,2003,100,1807,0,347,420,22
33380,0.2,1876,3,GAINESVILLE,128100,349400,3183,2003,100,1876,0,222,483,22
33385,0.18,1961,3,GAINESVILLE,128100,357200,22268,2002,100,1961,0,177,420,23
33404,0.16,1338,3,GAINESVILLE,127400,311100,3955,2004,100,1338,0,40,506,21
33406,0.16,1329,3,GAINESVILLE,127400,257300,2632,1995,100,1329,0,141,264,30
33408,0.16,1170,3,GAINESVILLE,127400,251600,2784,1996,100,1170,0,16,452,29
33413,0.14,1224,3,GAINESVILLE,127400,241500,1448,2000,100,1224,0,52,294,25
33421,0.13,1344,3,GAINESVILLE,127401,270900,412,2000,100,992,352,0,330,25
33422,0.12,1366,3,GAINESVILLE,127401,250900,974,1995,100,1014,352,48,330,30
33423,0.12,1366,3,GAINESVILLE,127401,240800,3017,1995,100,1014,352,48,330,30
33424,0.11,1344,3,GAINESVILLE,127401,252800,3001,1994,100,1014,330,48,330,31
33426,0.11,1718,3,GAINESVILLE,127400,253100,2804,1994,100,1600,1836,0,652,31
33431,0.16,1473,3,GAINESVILLE,127400,279900,5026,1997,100,1473,0,12,501,28
33438,0.16,1326,3,GAINESVILLE,127400,245000,387,1994,100,1326,0,12,312,31
33577,0.14,1416,3,GAINESVILLE,128900,255600,2703,1994,100,1416,0,184,280,31
33587,0.18,1410,3,GAINESVILLE,128900,293300,2896,1995,100,1410,0,129,501,30
33599,0.14,1389,3,GAINESVILLE,129000,280500,269,2005,100,1389,0,156,273,20
33615,0.15,1886,3,GAINESVILLE,129000,314000,3323,2004,100,3092,0,728,882,21
33631,0.18,1405,3,GAINESVILLE,129200,324200,7181,2005,100,1405,0,184,441,20
33638,0.25,1838,3,GAINESVILLE,129200,321100,2736,2007,100,1838,0,198,441,18
33641,0.14,1356,3,GAINESVILLE,129200,311300,2846,2005,100,1356,0,184,504,20
33645,0.16,1364,3,GAINESVILLE,129300,324000,346,2003,100,1364,0,194,504,22
33647,0.16,1461,3,GAINESVILLE,129300,288800,2767,2007,100,1461,0,200,441,18
33652,0.19,1609,3,GAINESVILLE,129300,312000,4704,1994,100,1609,0,56,483,31
33667,0.23,1820,4,GAINESVILLE,128700,351300,4835,2002,100,1820,0,48,480,23
33675,0.22,2418,4,GAINESVILLE,128700,351600,3454,1994,100,2418,0,69,450,31
33684,0.27,2356,4,GAINESVILLE,128700,402900,9363,1995,100,1460,896,192,486,30
33701,0.23,2397,4,GAINESVILLE,128800,462500,3436,2000,100,1521,876,372,483,25
33703,0.22,2758,4,GAINESVILLE,128800,402800,3264,1994,100,1516,858,532,462,31
33705,0.22,1993,4,GAINESVILLE,128800,357800,2816,1997,100,1993,0,314,441,28
33707,0.23,2178,4,GAINESVILLE,128800,394400,2797,2005,100,2178,0,136,462,20
33747,0.21,2269,4,GAINESVILLE,253100,411100,2779,1998,100,2066.5,0,266.5,484,27
33748,0.21,1591,3,GAINESVILLE,253100,378900,3112,2000,100,1591,0,199,462,25
33755,0.21,1772,3,GAINESVILLE,253100,340000,2795,1996,100,3544,0,200,800,29
33762,0.21,1722,3,GAINESVILLE,253100,332200,22203,2000,100,1721.5,0,172.5,441,25
33768,0.27,1698,4,GAINESVILLE,253100,320000,4596,1999,100,1698,0,248,462,26
33771,0.34,1550,3,GAINESVILLE,253100,349500,11964,2000,100,1549.5,0,405.5,504,25
33772,0.23,1984,3,GAINESVILLE,253100,364300,2247,2000,100,1984,0,53,441,25
33773,0.2,1555,3,GAINESVILLE,253100,326200,2824,2001,100,1555,0,206,420,24
33777,0.2,1492,3,GAINESVILLE,253100,362700,333,2005,100,1492,0,36,420,20
33780,0.2,1689,3,GAINESVILLE,253100,351600,572,1994,100,1689,0,234,492,31
33783,0.21,1370,4,GAINESVILLE,253100,392300,10840,2005,100,1257.5,0,141.5,441,20
33785,0.2,1361,3,GAINESVILLE,253100,245000,2739,1994,100,1361,0,18,483,31
33795,0.2,1347,3,GAINESVILLE,253101,300100,5653,2006,100,1347,0,20,460,19
33799,0.21,1322,3,GAINESVILLE,253101,233300,2982,1996,100,1322,0,20,483,29
33805,0.23,1636,3,GAINESVILLE,253101,317600,2749,2000,100,1636,0,131,441,25
33806,0.23,1633,3,GAINESVILLE,253101,384100,9988,2009,100,1632.5,0,55.5,483,16
33829,0.2,2367,3,GAINESVILLE,253101,387800,3264,1999,100,4734,0,310,966,26
33832,0.24,1267,3,GAINESVILLE,253102,304900,922,2008,100,1267,0,100,460,17
33834,0.24,1347,3,GAINESVILLE,253102,294900,5563,2005,100,1347,0,20,460,20
33835,0.22,1334,3,GAINESVILLE,253102,269300,327,1996,100,1334,0,182,480,29
33854,0.22,1569,3,GAINESVILLE,74401,310700,2827,2002,100,1569,0,25,528,23
33863,0.2,1512,3,GAINESVILLE,74401,299400,2534,2004,100,1512,0,120,441,21
33872,0.24,2038,3,GAINESVILLE,74401,396900,3300,2009,100,2038,0,204,462,16
33875,0.23,1476,3,GAINESVILLE,74401,339600,5349,2010,100,1475.5,0,175.5,462,15
33880,0.21,1525,3,GAINESVILLE,74401,308900,2947,2002,100,1525,0,25,483,23
33881,0.21,1615,3,GAINESVILLE,74401,339900,3591,2003,100,1615,0,259,462,22
33883,0.21,1482,3,GAINESVILLE,74401,314500,370,2000,100,2964,0,336,1008,25
33907,0.2,1644,3,GAINESVILLE,74402,284400,2941,1998,100,1644,0,0,462,27
33918,0.2,1590,3,GAINESVILLE,74402,350400,2509,2010,100,1590,0,25,552,15
33920,0.19,1593,3,GAINESVILLE,74402,354400,2081,2013,100,1593,0,123,483,12
33927,0.26,1500,3,GAINESVILLE,74402,188300,3934,1995,100,1500,0,36,441,30
33931,0.26,1538,3,GAINESVILLE,74402,301800,1042,2002,100,1538,0,182,483,23
33934,0.25,2040,3,GAINESVILLE,74402,374500,4397,2007,100,2040,0,43,462,18
33940,0.26,1774,3,GAINESVILLE,74402,314700,296,1995,100,1774,0,199,483,30
33944,0.2,1549,3,GAINESVILLE,74402,343000,2185,2010,100,1549,0,42,441,15
33948,0.2,1322,3,GAINESVILLE,74402,297700,1258,2008,100,1322,0,20,483,17
33957,0.65,2024,4,GAINESVILLE,133800,404500,4322,1994,100,2023.5,0,296.5,504,31
33980,0.42,2340,4,GAINESVILLE,133800,562400,36804,2013,100,2339.5,0,344.5,441,12
33984,0.43,2533,4,GAINESVILLE,133800,483000,6652,2007,100,1989,0,593,410,18
33990,0.33,2757,4,GAINESVILLE,133800,579400,21932,2005,100,2756.5,0,241.5,538,20
33991,0.39,1999,4,GAINESVILLE,133800,495100,21770,2010,100,1999,0,366,559,15
33993,0.34,2784,4,GAINESVILLE,133800,599000,24630,2004,100,2783.5,0,328.5,600,21
34009,0.27,2100,3,GAINESVILLE,203600,442900,3780,2010,100,2100,0,163,462,15
34040,0.28,1975,3,GAINESVILLE,203600,399700,2775,2007,100,1975,0,153,492,18
34046,0.26,1928,3,GAINESVILLE,203600,414500,5696,2009,100,1928,0,171,442,16
34048,0.24,2027,3,GAINESVILLE,203600,412200,4240,2005,100,2027,0,238,441,20
34050,0.23,2373,3,GAINESVILLE,203600,411600,4680,2000,100,2373,0,66,529,25
34070,0.42,1718,3,SUWANNEE,47300,365000,7093,1994,100,2654,782,256,932,31
34071,0.67,1561,3,SUWANNEE,47300,342200,3400,1994,100,1561,0,372,713,31
34075,0.43,1734,3,SUWANNEE,47300,365300,21997,2010,100,1734,0,312,440,15
34082,0.54,2060,3,SUWANNEE,47300,297100,7346,1994,100,1285,375,565,294,31
34094,0.35,1507,3,SUWANNEE,47300,268300,1180,1994,100,1307,0,215,330,31
34095,0.35,1442,3,SUWANNEE,47300,331800,3649,2005,100,1442,0,24,609,20
34099,0.42,2079,3,SUWANNEE,47300,260000,3064,1994,100,1719,0,380,0,31
34103,0.5,1338,3,SUWANNEE,47300,326600,6950,1994,100,2676,0,84,1056,31
34125,0.43,1758,3,SUWANNEE,47100,316900,8378,1994,100,1538,0,234,462,31
34140,0.33,1434,3,SUWANNEE,47100,279500,3105,1994,100,994,440,0,441,31
34141,0.37,1344,3,SUWANNEE,47100,292100,5974,1994,100,1344,0,0,273,31
34145,0.4,1862,3,SUWANNEE,47100,409600,25457,2012,100,1862,0,112,414,13
34151,0.35,1411,3,SUWANNEE,47100,146400,6342,1994,100,2822,0,90,528,31
34152,0.37,1422,3,SUWANNEE,47100,340400,8755,2003,100,1422,0,0,420,22
34161,0.4,2450,3,SUWANNEE,47100,427200,3779,2003,100,4180,0,888,840,22
34166,0.41,1544,3,SUWANNEE,47100,240700,3220,1994,100,1340,0,236,252,31
34167,0.41,1350,3,SUWANNEE,47100,309000,3280,2005,100,1350,0,254,520,20
34172,0.45,1499,3,SUWANNEE,47100,288100,8636,1994,100,1499,0,20,506,31
34178,0.36,1536,3,SUWANNEE,47100,289700,3522,1995,100,1000,536,40,480,30
34185,0.35,1418,3,SUWANNEE,47100,293700,2761,1994,100,1418,0,12,416,31
34191,0.35,1746,3,SUWANNEE,47100,337100,10510,2000,100,1746,0,55,506,25
34198,0.43,1694,4,SUWANNEE,47200,472800,14729,2010,100,1694,0,14,484,15
34202,0.48,1816,3,SUWANNEE,47200,338000,7592,1996,100,1816,0,0,484,29
34204,0.67,1705,3,SUWANNEE,47200,387000,3890,2002,100,1705,0,25,309,23
34216,0.4,1861,3,SUWANNEE,47200,355200,4299,1995,100,1861,0,50,504,30
34218,0.65,1860,3,SUWANNEE,47200,430400,15471,1995,100,1860,0,140,440,30
