OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Archer_1,Buck_Bay,CarolEstates,Duck_Pond,EastGNV,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,HaileLike,Hawthorne_1,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_E,HighSprings_F,High_Springs_Main,Ironwood,Lugano,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,QuailCreekish,Real_Tioga,Springtree_A,Springtree_B,SummerCreek,TC_Forest,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_C,Westchesterish,WildsPlantation,swNewberry_A,swNewberry_B,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
1047,45679,0.230000000000000,1104,3.000000000000000,ST. JOHN'S,147100,1975,100,1104.000000000000000,1964,2023,0,0.000000000000000,92.000000000000000,0.000000000000000,30,58,0,0,1.000000000000000,562,124473.000000000000000,0.278324062887397,-82.401746000000003,29.671918000000002,06352-016-000,HighSprings_A,True,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.981668755211789,159798.472782314842334,160360.472782314842334,13260.472782314842334,35325.472782314842334,13260.472782314842334,35325.472782314842334,1.090145974047008
1048,45711,0.230000000000000,748,3.000000000000000,ST. JOHN'S,131600,1975,100,748.000000000000000,1962,2023,0,0.000000000000000,0.000000000000000,0.000000000000000,30,60,0,0,1.000000000000000,1188,110672.000000000000000,0.278324062887397,-82.401754999999994,29.668236000000000,06352-048-000,HighSprings_A,True,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.753010211339694,127135.688863673160085,128323.688863673160085,-3276.311136326839915,16463.688863673160085,3276.311136326839915,16463.688863673160085,0.975104018720921
1049,45739,0.280000000000000,1228,3.000000000000000,ST. JOHN'S,243000,2005,100,1228.000000000000000,1970,2023,0,0.000000000000000,0.000000000000000,0.000000000000000,17,52,0,0,1.000000000000000,2879,203671.000000000000000,0.338829293949874,-82.402565999999993,29.671354000000001,06353-020-000,HighSprings_A,True,0.830000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.207674303670748,200320.588296007888857,203199.588296007888857,-39800.411703992111143,-3350.411703992111143,39800.411703992111143,3350.411703992111143,0.836212297514436
1050,45753,0.230000000000000,1060,3.000000000000000,ST. JOHN'S,246200,2012,100,1060.000000000000000,1963,2023,0,0.000000000000000,0.000000000000000,0.000000000000000,10,59,0,0,1.000000000000000,554,208716.000000000000000,0.278324062887397,-82.402913999999996,29.667390000000001,06353-112-000,HighSprings_A,True,0.900000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.188488339050014,196513.879041181236971,197067.879041181236971,-49132.120958818763029,-12202.120958818763029,49132.120958818763029,12202.120958818763029,0.800438176446715
1051,45780,0.280000000000000,1724,3.000000000000000,ST. JOHN'S,292100,2000,100,1724.000000000000000,1970,2023,0,0.000000000000000,24.000000000000000,560.000000000000000,22,52,0,0,2.000000000000000,2813,245471.999999999970896,0.338829293949874,-82.404544000000001,29.673815999999999,06353-150-014,HighSprings_A,True,0.780000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.495734355615848,267195.092909369734116,270008.092909369734116,-22091.907090630265884,21723.092909369763220,22091.907090630265884,21723.092909369763220,0.924368685071447
1173,42532,0.230000000000000,1236,3.000000000000000,ST. JOHN'S,195000,1978,100,1236.000000000000000,1978,2023,0,0.000000000000000,12.000000000000000,312.000000000000000,30,44,0,0,2.000000000000000,1147,164603.000000000000000,0.278324062887397,-82.400166999999996,29.675255000000000,06173-032-000,HighSprings_A,True,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.179321644524702,194720.727534347039182,195867.727534347039182,867.727534347039182,30117.727534347039182,867.727534347039182,30117.727534347039182,1.004449884791523
1174,42567,0.380000000000000,1944,3.000000000000000,ST. JOHN'S,331900,2010,100,1944.000000000000000,1959,2023,0,0.000000000000000,20.000000000000000,0.000000000000000,12,63,0,0,2.000000000000000,7879,274236.000000000000000,0.459839756074829,-82.394975000000002,29.675429999999999,06175-003-000,HighSprings_A,False,0.880000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.561495665243523,285356.816887093184050,293235.816887093184050,-38664.183112906815950,11120.816887093184050,38664.183112906815950,11120.816887093184050,0.883506528734839
1175,42584,0.320000000000000,1464,3.000000000000000,ST. JOHN'S,194500,1967,100,1188.000000000000000,1962,2023,0,0.000000000000000,340.000000000000000,0.000000000000000,30,60,0,0,2.000000000000000,202,165123.000000000000000,0.387233478799856,-82.393980999999997,29.674391000000000,06177-011-000,HighSprings_A,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.177912297433883,194446.491735578892985,194648.491735578892985,148.491735578892985,29323.491735578892985,148.491735578892985,29323.491735578892985,1.000763453653362
1176,42925,0.300000000000000,1643,3.000000000000000,ST. JOHN'S,299000,2000,100,1643.000000000000000,1974,2023,0,0.000000000000000,32.000000000000000,546.000000000000000,22,48,0,0,2.000000000000000,1387,252763.000000000000000,0.363031386374865,-82.415253000000007,29.675861999999999,06224-039-000,HighSprings_A,True,0.780000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.475207497773166,261766.325605421036016,263153.325605421036016,-35846.674394578963984,9003.325605421036016,35846.674394578963984,9003.325605421036016,0.880111456874318
1400,45565,1.970000000000000,2704,4.000000000000000,ST. JOHN'S,686800,2018,100,2704.000000000000000,1983,2024,0,0.000000000000000,12.000000000000000,0.000000000000000,5,40,0,0,3.000000000000000,20874,562906.000000000000000,2.383906103861615,-82.410816999999994,29.672464999999999,06349-016-000,HighSprings_A,False,0.950000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.113373681762774,495525.295430397090968,516399.295430397090968,-170400.704569602909032,-67380.704569602909032,170400.704569602909032,67380.704569602909032,0.751891810469419
1494,42849,0.350000000000000,1724,3.000000000000000,ST. JOHN'S,317500,2007,100,1724.000000000000000,1977,2024,0,0.000000000000000,166.000000000000000,440.000000000000000,16,46,0,0,2.000000000000000,6260,263615.000000000000000,0.423536617437343,-82.413596999999996,29.674852000000001,06221-010-035,HighSprings_A,True,0.840000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.587260478840092,292804.514358090294991,299064.514358090294991,-18435.485641909705009,29189.514358090294991,18435.485641909705009,29189.514358090294991,0.941935478293198
1495,42923,0.300000000000000,1568,3.000000000000000,ST. JOHN'S,351100,2015,100,1568.000000000000000,1973,2024,0,0.000000000000000,20.000000000000000,560.000000000000000,8,50,0,0,2.000000000000000,4733,293702.000000000000000,0.363031386374865,-82.415261000000001,29.676409000000000,06224-037-000,HighSprings_A,True,0.920000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.607987283763935,298936.747677281149663,303669.747677281149663,-47430.252322718850337,5234.747677281149663,47430.252322718850337,5234.747677281149663,0.864909563307551
1753,42779,0.300000000000000,2322,3.000000000000000,ST. JOHN'S,393400,1995,100,1830.000000000000000,1975,2023,0,0.000000000000000,666.000000000000000,550.000000000000000,27,47,0,0,2.000000000000000,1383,333007.000000000000000,0.363031386374865,-82.410049000000001,29.676756000000001,06221-001-009,HighSprings_A,True,0.730000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.611432171383045,299968.326995495182928,301351.326995495182928,-92048.673004504817072,-33038.673004504817072,92048.673004504817072,33038.673004504817072,0.766017608021086
1910,45614,2.470000000000000,3590,4.000000000000000,ST. JOHN'S,841500,2018,100,3590.000000000000000,1968,2024,0,0.000000000000000,565.000000000000000,729.000000000000000,5,55,0,0,3.500000000000000,26344,688931.000000000000000,2.988958414486390,-82.407758999999999,29.661669000000000,06350-039-000,HighSprings_A,True,0.950000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.467896069775623,706371.138147868914530,732715.138147868914530,-108784.861852131085470,17440.138147868914530,108784.861852131085470,17440.138147868914530,0.870725060187604
2062,42881,0.370000000000000,2153,3.000000000000000,ST. JOHN'S,425000,2005,100,2153.000000000000000,1991,2023,0,0.000000000000000,500.000000000000000,429.000000000000000,17,31,0,0,2.000000000000000,6900,354349.999999999941792,0.447738709862334,-82.407573999999997,29.674441999999999,06221-020-031,HighSprings_A,True,0.830000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.705888477794119,329683.531479012686759,336583.531479012686759,-88416.468520987313241,-24666.468520987255033,88416.468520987313241,24666.468520987255033,0.791961250538853
2080,42224,1.020000000000000,2908,4.000000000000000,ST. JOHN'S,615000,1994,100,2908.000000000000000,1992,2024,0,0.000000000000000,572.000000000000000,830.000000000000000,29,31,0,0,3.000000000000000,17599,505151.000000000000000,1.234306713674542,-82.408574999999999,29.678706999999999,06152-010-013,HighSprings_A,True,0.710000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.977842740485734,432718.526132410916034,450317.526132410916034,-164682.473867589083966,-72432.473867589083966,164682.473867589083966,72432.473867589083966,0.732223619727497
2081,42533,0.230000000000000,1040,3.000000000000000,ST. JOHN'S,244900,2003,100,1040.000000000000000,1978,2024,0,0.000000000000000,144.000000000000000,312.000000000000000,20,45,0,0,2.000000000000000,3119,205046.000000000000000,0.278324062887397,-82.400434000000004,29.675255000000000,06173-033-000,HighSprings_A,True,0.800000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.220169072750551,202839.250069775502197,205958.250069775502197,-38941.749930224497803,-2206.749930224497803,38941.749930224497803,2206.749930224497803,0.840989179541754
2190,42571,0.380000000000000,1008,3.000000000000000,ST. JOHN'S,153800,1964,100,1008.000000000000000,1959,2023,0,0.000000000000000,0.000000000000000,228.000000000000000,30,63,0,0,1.000000000000000,288,130441.999999999985448,0.459839756074829,-82.394358999999994,29.675348000000000,06176-002-000,HighSprings_A,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.016529893970551,165467.469235900352942,165755.469235900352942,11955.469235900352942,35025.469235900367494,11955.469235900352942,35025.469235900367494,1.077733870194411
2246,42889,0.310000000000000,1581,3.000000000000000,ST. JOHN'S,254800,1975,100,1581.000000000000000,1974,2022,0,0.000000000000000,30.000000000000000,483.000000000000000,30,47,0,0,2.000000000000000,2419,214161.000000000000000,0.375132432587361,-82.415164000000004,29.675160999999999,06224-003-000,HighSprings_A,True,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.349815437666070,230917.420289597590454,233336.420289597590454,-21463.579710402409546,16756.420289597590454,21463.579710402409546,16756.420289597590454,0.915763030963884
2264,42830,0.530000000000000,1954,3.000000000000000,ST. JOHN'S,331700,2004,100,1954.000000000000000,1977,2024,0,0.000000000000000,72.000000000000000,594.000000000000000,19,46,0,0,2.000000000000000,8920,273025.000000000000000,0.641355449262262,-82.412583999999995,29.674959000000001,06221-010-016,HighSprings_A,True,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.657954238994575,314253.177882417337969,323173.177882417337969,-8526.822117582662031,41228.177882417337969,8526.822117582662031,41228.177882417337969,0.974293572150791
2282,42792,0.330000000000000,2154,3.000000000000000,ST. JOHN'S,421900,2005,100,2154.000000000000000,1976,2022,0,0.000000000000000,69.000000000000000,504.000000000000000,16,45,0,0,2.000000000000000,4224,354391.000000000000000,0.399334525012352,-82.411028000000002,29.676463999999999,06221-001-022,HighSprings_A,True,0.840000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.705165855831313,329445.380975145846605,333669.380975145846605,-88230.619024854153395,-24945.619024854153395,88230.619024854153395,24945.619024854153395,0.790873147606413
2397,42580,0.320000000000000,1008,3.000000000000000,ST. JOHN'S,133300,1965,100,1008.000000000000000,1960,2023,0,0.000000000000000,60.000000000000000,0.000000000000000,30,62,0,0,1.000000000000000,230,113074.999999999985448,0.387233478799856,-82.393979000000002,29.674949999999999,06177-007-000,HighSprings_A,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.922718659667741,150650.619942490593530,150880.619942490593530,17580.619942490593530,37575.619942490608082,17580.619942490593530,37575.619942490608082,1.131887621474048
2643,42872,0.390000000000000,2225,3.000000000000000,ST. JOHN'S,362400,1986,100,2225.000000000000000,1986,2023,0,0.000000000000000,429.000000000000000,586.000000000000000,30,36,0,0,2.500000000000000,1252,306788.000000000000000,0.471940802287325,-82.409374000000000,29.675000000000001,06221-020-022,HighSprings_A,True,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.590505389001818,293756.181904932891484,295008.181904932891484,-67391.818095067108516,-13031.818095067108516,67391.818095067108516,13031.818095067108516,0.814040237044517
2644,42951,0.140000000000000,1518,3.000000000000000,ST. JOHN'S,348800,2015,100,1518.000000000000000,2011,2023,0,0.000000000000000,50.000000000000000,440.000000000000000,7,11,0,0,2.000000000000000,2464,294016.000000000000000,0.169414646974937,-82.416646999999998,29.674963999999999,06228-020-004,HighSprings_A,True,0.930000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.536575265046075,278333.486383640556596,280797.486383640556596,-68002.513616359443404,-15682.513616359443404,68002.513616359443404,15682.513616359443404,0.805038665090713
2646,45716,0.230000000000000,1274,3.000000000000000,ST. JOHN'S,223200,2000,100,1274.000000000000000,1972,2023,0,0.000000000000000,0.000000000000000,0.000000000000000,22,50,0,0,2.000000000000000,1760,187960.000000000000000,0.278324062887397,-82.401757000000003,29.667411000000001,06352-053-000,HighSprings_A,True,0.780000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.195649897441029,197926.276106034871191,199686.276106034871191,-23513.723893965128809,9966.276106034871191,23513.723893965128809,9966.276106034871191,0.894651774668615
2655,45745,0.270000000000000,1108,3.000000000000000,ST. JOHN'S,211500,2000,100,1012.000000000000000,1966,2023,0,0.000000000000000,152.000000000000000,0.000000000000000,22,56,0,0,2.000000000000000,177,179598.000000000000000,0.326728247737379,-82.403484000000006,29.669833000000001,06353-055-000,HighSprings_A,True,0.780000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.146716079605167,188474.138393268513028,188651.138393268513028,-22848.861606731486972,8876.138393268513028,22848.861606731486972,8876.138393268513028,0.891967557414981
2657,42894,0.300000000000000,1581,3.000000000000000,ST. JOHN'S,187800,1975,100,1581.000000000000000,1973,2023,0,0.000000000000000,30.000000000000000,520.000000000000000,30,49,0,0,2.000000000000000,2024,157606.000000000000000,0.363031386374865,-82.414272999999994,29.676124000000002,06224-008-000,HighSprings_A,True,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.348372488196295,230584.458401790441712,232608.458401790441712,44808.458401790441712,72978.458401790441712,44808.458401790441712,72978.458401790441712,1.238596690105380
