OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Duck_Pond,EastMidtownEastA,Gainesvilleish_Region,Haile,HighSprings_A,HighSprings_B,HighSprings_C,HighSprings_D,HighSprings_E,HighSprings_F,High_Springs_Main,LACROSSE_1,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,MidtownEast_E,MidtownEast_F,Newmans_Lake,Real_Tioga,Springtree_A,Springtree_B,Springtree_C,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_B,WaldoRural_C,West_Outer_Gainesville,West_of_Waldo_rd,swNewberry_A,swNewberry_B,swNewberry_C,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
3517,45962,0.220000000000000,1718,1.000000000000000,GAINESVILLE,354000,4022,2012,100,1718.000000000000000,1718.000000000000000,322.000000000000000,882.000000000000000,12,296878.000000000000000,0.284864716026157,-82.400474000000003,29.666349000000000,06359-010-008,HighSprings_A,True,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.713000932966384,332036.749476267490536,336058.749476267490536,-17941.250523732509464,35158.749476267490536,17941.250523732509464,35158.749476267490536,0.949318501345388
3518,45982,0.340000000000000,2654,1.000000000000000,GAINESVILLE,399400,7714,1994,100,2654.000000000000000,0.000000000000000,10.000000000000000,528.000000000000000,30,331776.000000000000000,0.440245470222243,-82.400150999999994,29.664819999999999,06361-011-000,HighSprings_A,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.708949757201925,330694.331265922053717,338408.331265922053717,-60991.668734077946283,-1081.668734077946283,60991.668734077946283,1081.668734077946283,0.847291765813525
3519,46053,0.100000000000000,2340,1.000000000000000,GAINESVILLE,298100,1164,2004,100,1673.000000000000000,667.000000000000000,133.000000000000000,484.000000000000000,20,252220.999999999970896,0.129483961830072,-82.399805999999998,29.661183000000001,06364-003-025,HighSprings_A,True,False,False,0.800000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.705682211146712,329615.535775133292191,330779.535775133292191,32679.535775133292191,77394.535775133321295,32679.535775133292191,77394.535775133321295,1.109626084451973
3520,46054,0.080000000000000,2340,1.000000000000000,GAINESVILLE,355500,1164,2008,100,1673.000000000000000,667.000000000000000,133.000000000000000,484.000000000000000,16,301011.000000000000000,0.103587169464057,-82.399862999999996,29.661104999999999,06364-003-026,HighSprings_A,True,False,False,0.840000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.744635253074982,342708.411747482605278,343872.411747482605278,-11627.588252517394722,41697.411747482605278,11627.588252517394722,41697.411747482605278,0.967292297461273
3521,46078,0.270000000000000,2216,1.150000000000000,GAINESVILLE,372100,6560,1994,100,1008.000000000000000,1008.000000000000000,628.000000000000000,504.000000000000000,30,309725.000000000000000,0.349606696941193,-82.398139999999998,29.662663999999999,06366-002-010,HighSprings_A,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.741532060890870,341646.570084203907754,348206.570084203907754,-23893.429915796092246,31921.570084203907754,23893.429915796092246,31921.570084203907754,0.935787611083590
3522,46087,0.440000000000000,1557,1.000000000000000,GAINESVILLE,289200,518,1995,100,1557.000000000000000,0.000000000000000,240.000000000000000,480.000000000000000,29,245301.999999999970896,0.569729432052315,-82.398550000000000,29.659946999999999,06366-002-019,HighSprings_A,True,False,False,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.445241864734982,254038.691905190440593,254556.691905190440593,-34643.308094809559407,8736.691905190469697,34643.308094809559407,8736.691905190469697,0.880209861359580
3523,46088,0.450000000000000,1458,1.000000000000000,GAINESVILLE,269300,869,1994,100,1458.000000000000000,0.000000000000000,136.000000000000000,616.000000000000000,30,228036.000000000000000,0.582677828235322,-82.398949000000002,29.659946999999999,06366-002-020,HighSprings_A,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.392314747121254,240942.777644711692119,241811.777644711692119,-27488.222355288307881,12906.777644711692119,27488.222355288307881,12906.777644711692119,0.897927135702606
3524,46098,0.510000000000000,1911,1.000000000000000,GAINESVILLE,387700,3173,1996,100,1911.000000000000000,0.000000000000000,100.000000000000000,484.000000000000000,28,326372.000000000000000,0.660368205333365,-82.399173000000005,29.662701999999999,06366-003-010,HighSprings_A,True,False,False,0.720000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.590637428604346,293794.971915284229908,296967.971915284229908,-90732.028084715770092,-32577.028084715770092,90732.028084715770092,32577.028084715770092,0.765973618558897
3525,46099,0.800000000000000,2039,1.000000000000000,GAINESVILLE,327000,9692,1994,100,2039.000000000000000,0.000000000000000,120.000000000000000,552.000000000000000,30,268258.000000000000000,1.035871694640573,-82.399158999999997,29.663060000000002,06366-003-011,HighSprings_A,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.636744330824129,307658.084734589850996,317350.084734589850996,-9649.915265410149004,39400.084734589850996,9649.915265410149004,39400.084734589850996,0.970489555763272
3526,46105,0.290000000000000,2143,1.000000000000000,GAINESVILLE,331800,6824,1994,100,2143.000000000000000,0.000000000000000,0.000000000000000,462.000000000000000,30,275206.000000000000000,0.375503489307208,-82.398484999999994,29.661752000000000,06366-003-017,HighSprings_A,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.549167027261802,281860.353598186222371,288684.353598186222371,-43115.646401813777629,6654.353598186222371,43115.646401813777629,6654.353598186222371,0.870055315244684
3527,46140,0.320000000000000,2500,1.000000000000000,GAINESVILLE,464500,14802,2005,100,1451.000000000000000,667.000000000000000,412.000000000000000,420.000000000000000,19,380023.000000000000000,0.414348677856229,-82.397576000000001,29.665648999999998,06366-300-009,HighSprings_A,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.858219445729322,383931.505946598190349,398733.505946598190349,-65766.494053401809651,3908.505946598190349,65766.494053401809651,3908.505946598190349,0.858414436914097
3528,46145,0.320000000000000,1688,1.150000000000000,GAINESVILLE,465700,19231,2020,100,1688.000000000000000,0.000000000000000,56.000000000000000,552.000000000000000,4,376614.000000000000000,0.414348677856229,-82.397571999999997,29.667028999999999,06366-300-014,HighSprings_A,True,False,False,0.960000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.946268963292816,419269.404851445811801,438500.404851445811801,-27199.595148554188199,42655.404851445811801,27199.595148554188199,42655.404851445811801,0.941594169747575
3529,46167,0.800000000000000,3540,1.000000000000000,GAINESVILLE,178700,25617,1994,100,6750.000000000000000,0.000000000000000,3966.000000000000000,0.000000000000000,30,126278.000000000000000,1.035871694640573,-82.399223000000006,29.667743000000002,06366-400-007,HighSprings_A,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.864379013304671,386303.656211712514050,411920.656211712514050,233220.656211712514050,260025.656211712514050,233220.656211712514050,260025.656211712514050,2.305096005661514
3530,46184,1.430000000000000,2613,1.000000000000000,GAINESVILLE,646400,34102,2012,100,2263.000000000000000,0.000000000000000,408.000000000000000,693.000000000000000,12,515338.000000000000000,1.851620654170024,-82.393797000000006,29.671178999999999,06370-012-000,HighSprings_A,True,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.111962680813869,494826.601812937879004,528928.601812937879004,-117471.398187062120996,-20511.398187062120996,117471.398187062120996,20511.398187062120996,0.818268257755164
3531,46197,5.270000000000000,1699,1.000000000000000,GAINESVILLE,349500,8245,1995,100,1335.000000000000000,0.000000000000000,445.000000000000000,0.000000000000000,29,288830.000000000000000,6.823804788444772,-82.395593000000005,29.673145999999999,06372-000-000,HighSprings_A,False,False,False,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.520661902839834,273939.320506649499293,282184.320506649499293,-67315.679493350500707,-14890.679493350500707,67315.679493350500707,14890.679493350500707,0.807394336213589
3532,46214,0.460000000000000,2258,1.400000000000000,GAINESVILLE,544800,22214,2000,100,2258.000000000000000,0.000000000000000,378.000000000000000,598.000000000000000,24,440866.000000000000000,0.595626224418329,-82.391212999999993,29.663732000000000,06375-100-006,HighSprings_A,True,False,False,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.079056451880799,478808.713863359764218,501022.713863359764218,-43777.286136640235782,37942.713863359764218,43777.286136640235782,37942.713863359764218,0.919645216342437
3533,46234,0.960000000000000,3043,1.400000000000000,GAINESVILLE,693000,24499,2000,100,3043.400000000000091,0.000000000000000,543.799999999999955,621.000000000000000,24,564551.000000000000000,1.243046033568687,-82.392140999999995,29.661874999999998,06375-200-004,HighSprings_A,True,False,False,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.320407309765352,609507.973446975112893,634006.973446975112893,-58993.026553024887107,44956.973446975112893,58993.026553024887107,44956.973446975112893,0.914872977556963
3534,46244,0.520000000000000,2393,1.400000000000000,GAINESVILLE,504300,3908,2000,100,2393.000000000000000,0.000000000000000,358.000000000000000,576.000000000000000,24,424746.999999999941792,0.673316601516372,-82.391159999999999,29.660592000000001,06375-200-014,HighSprings_A,True,False,False,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.122638071327692,500137.365827597095631,504045.365827597095631,-254.634172402904369,75390.365827597153839,254.634172402904369,75390.365827597153839,0.999495074018634
3535,46257,0.640000000000000,3051,1.400000000000000,GAINESVILLE,654600,21983,1994,100,3051.000000000000000,0.000000000000000,447.000000000000000,760.000000000000000,30,534427.000000000000000,0.828697355712458,-82.390760000000000,29.661957999999998,06375-200-027,HighSprings_A,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.196107304442606,538265.549845120403916,560248.549845120403916,-94351.450154879596084,3838.549845120403916,94351.450154879596084,3838.549845120403916,0.855863962488727
3536,46259,0.650000000000000,3640,1.400000000000000,GAINESVILLE,713400,26246,1994,100,3640.000000000000000,0.000000000000000,666.000000000000000,667.000000000000000,30,580144.000000000000000,0.841645751895465,-82.390755999999996,29.662680999999999,06375-200-029,HighSprings_A,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.303255402070739,599142.893500075326301,625388.893500075326301,-88011.106499924673699,18998.893500075326301,88011.106499924673699,18998.893500075326301,0.876631473927776
3537,46262,0.500000000000000,2243,1.150000000000000,GAINESVILLE,480900,8694,1995,100,2243.000000000000000,0.000000000000000,48.000000000000000,0.000000000000000,29,400071.000000000000000,0.647419809150358,-82.389399999999995,29.662551000000001,06375-300-001,HighSprings_A,True,False,False,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.673150327923327,319065.065458573808428,327759.065458573808428,-153140.934541426191572,-81005.934541426191572,153140.934541426191572,81005.934541426191572,0.681553473609012
3538,46264,0.100000000000000,1602,1.150000000000000,GAINESVILLE,469300,1929,2000,100,1601.500000000000000,0.000000000000000,120.000000000000000,424.000000000000000,24,396976.000000000000000,0.129483961830072,-82.389878999999993,29.662676999999999,06375-300-003,HighSprings_A,True,False,False,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.548434671830369,281654.007205996254925,283583.007205996254925,-185716.992794003745075,-115321.992794003745075,185716.992794003745075,115321.992794003745075,0.604268074165771
3539,46265,0.100000000000000,2106,1.150000000000000,GAINESVILLE,455700,1886,2000,100,2106.000000000000000,0.000000000000000,32.000000000000000,440.000000000000000,24,385459.000000000000000,0.129483961830072,-82.390047999999993,29.662680000000002,06375-300-004,HighSprings_A,True,False,False,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.704497063606711,329225.124127162212972,331111.124127162212972,-124588.875872837787028,-56233.875872837787028,124588.875872837787028,56233.875872837787028,0.726598911843674
3540,46267,0.090000000000000,1968,1.150000000000000,GAINESVILLE,497200,1936,2006,100,1968.000000000000000,0.000000000000000,24.000000000000000,396.000000000000000,18,420683.999999999941792,0.116535565647064,-82.390167000000005,29.662457000000000,06375-300-006,HighSprings_A,True,False,False,0.820000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.740061314908846,341144.464089675806463,343080.464089675806463,-154119.535910324193537,-79539.535910324135330,154119.535910324193537,79539.535910324135330,0.690025068563306
3541,46270,0.110000000000000,1724,1.150000000000000,GAINESVILLE,414800,1187,2006,100,3448.000000000000000,0.000000000000000,36.000000000000000,888.000000000000000,18,351393.000000000000000,0.142432358013079,-82.390219000000002,29.661980000000000,06375-300-009,HighSprings_A,True,False,False,0.820000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.695627668233044,326318.007575002848171,327505.007575002848171,-87294.992424997151829,-25074.992424997151829,87294.992424997151829,25074.992424997151829,0.789549198589689
3542,46271,0.100000000000000,2254,1.150000000000000,GAINESVILLE,451900,3441,2006,100,4148.000000000000000,360.000000000000000,64.000000000000000,880.000000000000000,18,380674.000000000000000,0.129483961830072,-82.390054000000006,29.661959000000000,06375-300-010,HighSprings_A,True,False,False,0.820000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.852284066782889,381659.476317797496449,385100.476317797496449,-66799.523682202503551,985.476317797496449,66799.523682202503551,985.476317797496449,0.852180739804819
3543,46272,0.100000000000000,1974,1.150000000000000,GAINESVILLE,466000,1552,2006,100,1974.000000000000000,0.000000000000000,76.000000000000000,440.000000000000000,18,394547.999999999941792,0.129483961830072,-82.389885000000007,29.661959000000000,06375-300-011,HighSprings_A,True,False,False,0.820000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.760013398668866,348019.363228143658489,349571.363228143658489,-116428.636771856341511,-46528.636771856283303,116428.636771856341511,46528.636771856283303,0.750153139974557
3544,46275,1.100000000000000,1883,1.000000000000000,GAINESVILLE,320000,1669,1994,100,1883.000000000000000,0.000000000000000,280.000000000000000,0.000000000000000,30,270331.000000000000000,1.424323580130788,-82.397195999999994,29.660312999999999,06376-000-000,HighSprings_A,False,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.436494257300339,251826.152477094670758,253495.152477094670758,-66504.847522905329242,-18504.847522905329242,66504.847522905329242,18504.847522905329242,0.792172351490921
3545,46284,0.060000000000000,1836,1.150000000000000,GAINESVILLE,335700,560,2007,100,1116.000000000000000,720.000000000000000,88.000000000000000,420.000000000000000,17,284785.000000000000000,0.077690377098043,-82.396292000000003,29.661147000000000,06377-010-006,HighSprings_A,True,False,False,0.830000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.689596592893423,324355.881898039835505,324915.881898039835505,-10784.118101960164495,39570.881898039835505,10784.118101960164495,39570.881898039835505,0.967875728025141
3546,46286,0.060000000000000,1168,1.150000000000000,GAINESVILLE,357500,557,2003,100,1168.000000000000000,0.000000000000000,85.000000000000000,440.000000000000000,21,303318.000000000000000,0.077690377098043,-82.396292000000003,29.661311999999999,06377-010-008,HighSprings_A,True,False,False,0.790000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.361453015767966,233620.437584284838522,234177.437584284838522,-123322.562415715161478,-69697.562415715161478,123322.562415715161478,69697.562415715161478,0.655041783452545
3547,46287,0.060000000000000,2080,1.000000000000000,GAINESVILLE,362500,576,2005,100,1040.000000000000000,1040.000000000000000,96.000000000000000,484.000000000000000,19,307549.000000000000000,0.077690377098043,-82.396291000000005,29.661394999999999,06377-010-009,HighSprings_A,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.606242307951238,298415.565140765625983,298991.565140765625983,-63508.434859234374017,-9133.434859234374017,63508.434859234374017,9133.434859234374017,0.824804317629698
