OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,has_canal,has_lake,number_of_baths,MISC_Val,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Archer_1,Buck_Bay,CarolEstates,Duck_Pond,EastGNV,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,HaileLike,Hawthorne_1,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_E,HighSprings_F,High_Springs_Main,Ironwood,Lugano,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,Real_Tioga,Springtree_A,Springtree_B,SummerCreek,TC_Forest,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_C,WildsPlantation,swNewberry_A,swNewberry_B,built_before_1984,built_pre_1970_with_effective_le_1994,era_1900s,era_1910s,era_1920s,era_1930s,era_1940s,era_1950s,era_1960s,era_1970s,era_1980s,era_1990s,era_2000s,era_2010s,era_2020s,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
1510,30964,0.060000000000000,1514,1.000000000000000,GAINESVILLE,283800,2003,100,1351.500000000000000,2003,2024,0,0.000000000000000,190.500000000000000,456.000000000000000,20,0,0,2.000000000000000,208,241021.999999999970896,0.072606277274973,-82.394998000000001,29.726766999999999,06006-066-130,HighSprings_B,True,False,False,0.800000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.351570231861128,231322.988578626944218,231530.988578626944218,-52269.011421373055782,-9699.011421373026678,52269.011421373055782,9699.011421373026678,0.815824484068453
1511,31037,0.060000000000000,1207,1.000000000000000,GAINESVILLE,227700,2006,100,1206.500000000000000,2006,2024,0,0.000000000000000,133.500000000000000,434.000000000000000,17,0,0,2.000000000000000,224,193321.000000000000000,0.072606277274973,-82.395424000000006,29.728043000000000,06006-067-240,HighSprings_B,True,False,False,0.830000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.249874103043670,208954.980417626065901,209178.980417626065901,-18521.019582373934099,15633.980417626065901,18521.019582373934099,15633.980417626065901,0.918660432224972
1512,31052,0.060000000000000,1380,1.000000000000000,GAINESVILLE,282300,2008,100,1379.500000000000000,2004,2024,0,0.000000000000000,204.500000000000000,412.000000000000000,15,0,0,2.000000000000000,262,239693.000000000000000,0.072606277274973,-82.393659000000000,29.728038999999999,06006-068-176,HighSprings_B,True,False,False,0.850000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.343906958533760,229557.072281928558368,229819.072281928558368,-52480.927718071441632,-10135.927718071441632,52480.927718071441632,10135.927718071441632,0.814095190513385
1513,31057,0.060000000000000,1545,1.000000000000000,GAINESVILLE,269500,2004,100,1544.500000000000000,2004,2024,0,0.000000000000000,39.500000000000000,412.000000000000000,19,0,0,2.000000000000000,262,228813.000000000000000,0.072606277274973,-82.393190000000004,29.727401000000000,06006-068-181,HighSprings_B,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.362566238151430,233880.653897077369038,234142.653897077369038,-35357.346102922630962,5067.653897077369038,35357.346102922630962,5067.653897077369038,0.868803910564295
1514,31072,0.060000000000000,1380,1.000000000000000,GAINESVILLE,272300,2004,100,1379.500000000000000,2004,2024,0,0.000000000000000,204.500000000000000,412.000000000000000,19,0,0,2.000000000000000,200,231255.000000000000000,0.072606277274973,-82.394355000000004,29.727399999999999,06006-068-196,HighSprings_B,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.307908234871160,221440.284209502424346,221640.284209502424346,-50659.715790497575654,-9814.715790497575654,50659.715790497575654,9814.715790497575654,0.813956240211173
1515,31371,0.130000000000000,1897,1.000000000000000,GAINESVILLE,382200,2014,100,1897.000000000000000,2014,2024,0,0.000000000000000,196.000000000000000,418.000000000000000,9,0,0,2.000000000000000,1172,323698.000000000000000,0.157313600762442,-82.399114999999995,29.729759000000001,06009-010-077,HighSprings_B,True,False,False,0.910000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.634515668827845,306973.182344744796865,308145.182344744796865,-74054.817655255203135,-16724.817655255203135,74054.817655255203135,16724.817655255203135,0.806240665475523
1516,31543,0.330000000000000,2203,1.150000000000000,GAINESVILLE,490100,2011,100,2203.000000000000000,2011,2024,0,0.000000000000000,249.000000000000000,420.000000000000000,12,0,0,2.000000000000000,1656,414929.000000000000000,0.399334525012352,-82.391872000000006,29.726792000000000,06009-030-013,HighSprings_B,True,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.871167367269162,388934.943116784212179,390590.943116784212179,-99509.056883215787821,-25994.056883215787821,99509.056883215787821,25994.056883215787821,0.796961728457017
1759,30991,0.060000000000000,1488,1.000000000000000,GAINESVILLE,292500,2010,100,1487.500000000000000,2003,2023,0,0.000000000000000,27.000000000000000,476.500000000000000,12,0,0,2.000000000000000,200,248425.000000000000000,0.072606277274973,-82.394874000000002,29.727125000000001,06006-066-157,HighSprings_B,True,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.403745853456991,243712.822331021219725,243912.822331021219725,-48587.177668978780275,-4712.177668978780275,48587.177668978780275,4712.177668978780275,0.833889990875286
1760,31079,0.060000000000000,1207,1.000000000000000,GAINESVILLE,233600,2010,100,1206.500000000000000,2005,2023,0,0.000000000000000,133.500000000000000,434.000000000000000,12,0,0,2.000000000000000,200,198360.000000000000000,0.072606277274973,-82.395118999999994,29.727509999999999,06006-068-203,HighSprings_B,True,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.293560761928337,218285.858850943885045,218485.858850943885045,-15114.141149056114955,19925.858850943885045,15114.141149056114955,19925.858850943885045,0.935299053300274
1761,31297,0.240000000000000,2676,1.000000000000000,GAINESVILLE,433100,2008,100,1713.000000000000000,2008,2023,0,963.000000000000000,204.500000000000000,441.000000000000000,14,0,0,3.500000000000000,1737,366398.000000000000000,0.290425109099892,-82.391306999999998,29.729213000000001,06009-010-003,HighSprings_B,True,False,False,0.860000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.890874448359739,396675.739306674804538,398412.739306674804538,-34687.260693325195462,30277.739306674804538,34687.260693325195462,30277.739306674804538,0.919909349588259
1789,106602,0.150000000000000,1876,1.000000000000000,GAINESVILLE,347000,2019,100,1876.000000000000000,2019,2022,0,0.000000000000000,294.000000000000000,460.000000000000000,2,0,0,2.000000000000000,566,294383.999999999941792,0.181515693187433,-82.397411000000005,29.730585999999999,06009-040-023,HighSprings_B,True,False,False,0.980000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.698643213995286,327303.519641442631837,327869.519641442631837,-19130.480358557368163,32919.519641442690045,19130.480358557368163,32919.519641442690045,0.944868932684273
1905,31375,0.130000000000000,1729,1.000000000000000,GAINESVILLE,331200,2013,100,1729.000000000000000,2013,2022,0,0.000000000000000,172.000000000000000,418.000000000000000,8,0,0,2.000000000000000,1234,280286.000000000000000,0.157313600762442,-82.399117000000004,29.729209000000001,06009-010-081,HighSprings_B,True,False,False,0.920000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.590195790867334,293665.249615981883835,294899.249615981883835,-36300.750384018116165,13379.249615981883835,36300.750384018116165,13379.249615981883835,0.890396285072409
1917,30815,0.500000000000000,2796,1.150000000000000,GAINESVILLE,625600,2016,100,2796.000000000000000,2016,2023,0,0.000000000000000,217.000000000000000,496.000000000000000,6,0,0,3.000000000000000,5844,525916.000000000000000,0.605052310624775,-82.399240000000006,29.726514000000002,06006-040-029,HighSprings_B,True,False,False,0.940000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,13.126156317107901,501900.071001226140652,507744.071001226140652,-117855.928998773859348,-24015.928998773859348,117855.928998773859348,24015.928998773859348,0.811611366689939
1927,30940,0.060000000000000,1380,1.000000000000000,GAINESVILLE,254500,2001,100,1379.500000000000000,2001,2024,0,0.000000000000000,204.500000000000000,412.000000000000000,22,0,0,2.000000000000000,224,216101.000000000000000,0.072606277274973,-82.393184000000005,29.726300999999999,06006-065-107,HighSprings_B,True,False,False,0.780000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.279722666467450,215286.002319706196431,215510.002319706196431,-38989.997680293803569,-814.997680293803569,38989.997680293803569,814.997680293803569,0.846797651550908
1928,31487,0.110000000000000,1659,1.000000000000000,GAINESVILLE,351500,2010,100,1659.000000000000000,2010,2024,0,0.000000000000000,175.000000000000000,454.000000000000000,13,0,0,2.000000000000000,788,297987.000000000000000,0.133111508337451,-82.395814999999999,29.728415999999999,06009-010-193,HighSprings_B,True,False,False,0.870000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.513335481837043,271939.659837908577174,272727.659837908577174,-78772.340162091422826,-26047.340162091422826,78772.340162091422826,26047.340162091422826,0.775896614048104
