OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Archer_1,Buck_Bay,CarolEstates,Duck_Pond,EastGNV,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,HaileLike,Hawthorne_1,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_E,HighSprings_F,High_Springs_Main,Ironwood,Lugano,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,QuailCreekish,Real_Tioga,Springtree_A,Springtree_B,SummerCreek,TC_Forest,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_C,Westchesterish,WildsPlantation,swNewberry_A,swNewberry_B,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
2334,92231,0.190000000000000,960,3.000000000000000,GAINESVILLE,135000,1994,100,960.000000000000000,1961,2024,0,0.000000000000000,192.000000000000000,360.000000000000000,29,62,0,0,1.000000000000000,453,114296.999999999985448,0.229919878037415,-82.305593999999999,29.639758000000000,16106-042-000,EastGNV,True,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.725061177386500,123631.565707897127140,124084.565707897127140,-10915.434292102872860,9334.565707897141692,10915.434292102872860,9334.565707897141692,0.919144931169608
2345,92488,0.180000000000000,1275,3.000000000000000,GAINESVILLE,203000,2008,100,1275.000000000000000,1999,2024,0,0.000000000000000,84.000000000000000,0.000000000000000,15,24,0,0,2.000000000000000,720,171830.000000000000000,0.217818831824919,-82.301762999999994,29.637900999999999,16107-600-044,EastGNV,True,0.850000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.992995092874398,161618.692998399259523,162338.692998399259523,-40661.307001600740477,-10211.307001600740477,40661.307001600740477,10211.307001600740477,0.799697995066006
2531,92301,0.340000000000000,1580,3.000000000000000,GAINESVILLE,178200,1982,100,1580.000000000000000,1962,2022,0,0.000000000000000,84.000000000000000,0.000000000000000,30,59,0,0,2.000000000000000,176,151294.000000000000000,0.411435571224847,-82.302648000000005,29.639339000000000,16106-124-000,EastGNV,True,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.976067109847763,158905.840845963975880,159081.840845963975880,-19118.159154036024120,7611.840845963975880,19118.159154036024120,7611.840845963975880,0.892715156262424
2532,92369,0.150000000000000,960,3.000000000000000,GAINESVILLE,134000,1980,100,960.000000000000000,1963,2022,0,0.000000000000000,0.000000000000000,0.000000000000000,30,58,0,0,1.000000000000000,306,113594.000000000000000,0.181515693187433,-82.300498000000005,29.639576999999999,16107-061-000,EastGNV,True,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.576500820942181,106563.978509767068317,106869.978509767068317,-27130.021490232931683,-7030.021490232931683,27130.021490232931683,7030.021490232931683,0.797537153057963
2533,92420,0.240000000000000,1158,3.000000000000000,GAINESVILLE,196500,2007,100,1158.000000000000000,1998,2022,0,0.000000000000000,33.000000000000000,294.000000000000000,14,23,0,0,2.000000000000000,1859,165166.000000000000000,0.290425109099892,-82.305565999999999,29.637602999999999,16107-200-001,EastGNV,True,0.860000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.068273626483077,174254.756717082171235,176113.756717082171235,-20386.243282917828765,9088.756717082171235,20386.243282917828765,9088.756717082171235,0.896253214845202
2736,92312,0.150000000000000,1122,3.000000000000000,GAINESVILLE,203300,1990,100,1122.000000000000000,1964,2023,0,0.000000000000000,0.000000000000000,0.000000000000000,30,58,0,0,1.000000000000000,583,172222.000000000000000,0.181515693187433,-82.299139999999994,29.639572999999999,16107-004-000,EastGNV,True,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.662661148260291,116152.719110497768270,116735.719110497768270,-86564.280889502231730,-56069.280889502231730,86564.280889502231730,56069.280889502231730,0.574204225826354
2744,92602,0.150000000000000,1224,3.000000000000000,GAINESVILLE,209100,2000,100,1008.000000000000000,1968,2024,0,0.000000000000000,264.000000000000000,0.000000000000000,23,55,0,0,2.000000000000000,535,177200.000000000000000,0.181515693187433,-82.301329999999993,29.643993999999999,16116-076-000,EastGNV,True,0.770000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.863364815803765,141969.115408434096025,142504.115408434096025,-66595.884591565903975,-35230.884591565903975,66595.884591565903975,35230.884591565903975,0.681511790571182
2823,92476,0.190000000000000,1092,3.000000000000000,GAINESVILLE,145000,2002,100,1092.000000000000000,1999,2024,0,0.000000000000000,0.000000000000000,312.000000000000000,21,24,0,0,2.000000000000000,457,122793.000000000000000,0.229919878037415,-82.299141000000006,29.638728000000000,16107-600-032,EastGNV,True,0.790000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.925095158300103,151009.066690149891656,151466.066690149891656,6466.066690149891656,28216.066690149891656,6466.066690149891656,28216.066690149891656,1.044593563380344
3047,92322,0.150000000000000,1180,3.000000000000000,GAINESVILLE,199700,1980,100,1180.000000000000000,1963,2023,0,0.000000000000000,24.000000000000000,0.000000000000000,30,59,0,0,1.000000000000000,3443,166302.000000000000000,0.181515693187433,-82.299132999999998,29.641442999999999,16107-014-000,EastGNV,True,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.700138980882139,120588.473314277056488,124031.473314277056488,-75668.526685722943512,-45713.526685722943512,75668.526685722943512,45713.526685722943512,0.621089000071492
3048,92363,0.150000000000000,1169,3.000000000000000,GAINESVILLE,213200,1999,100,1169.000000000000000,1965,2023,0,0.000000000000000,24.000000000000000,0.000000000000000,23,57,0,0,1.000000000000000,6049,175171.000000000000000,0.181515693187433,-82.300493000000003,29.640787000000000,16107-055-000,EastGNV,True,0.770000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.787064363155405,131539.749587548692944,137588.749587548692944,-75611.250412451307056,-43631.250412451307056,75611.250412451307056,43631.250412451307056,0.645350607821523
3650,92583,0.150000000000000,910,3.000000000000000,GAINESVILLE,204300,1998,100,910.000000000000000,1969,2023,0,0.000000000000000,240.000000000000000,0.000000000000000,24,53,0,0,1.500000000000000,167,173488.000000000000000,0.181515693187433,-82.300837000000001,29.641283000000001,16116-057-000,EastGNV,True,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.664739207329692,116394.342288548490615,116561.342288548490615,-87738.657711451509385,-57093.657711451509385,87738.657711451509385,57093.657711451509385,0.570540099307628
4065,92638,0.190000000000000,1265,3.000000000000000,GAINESVILLE,152600,1985,100,1265.000000000000000,1971,2023,0,0.000000000000000,85.000000000000000,0.000000000000000,30,51,0,0,2.000000000000000,231,129479.000000000000000,0.229919878037415,-82.298243999999997,29.640644000000002,16116-100-019,EastGNV,True,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.805498137318176,133987.010453231137944,134218.010453231137944,-18381.989546768862056,4508.010453231137944,18381.989546768862056,4508.010453231137944,0.879541352904529
4313,92462,0.200000000000000,1302,3.000000000000000,GAINESVILLE,182300,2010,100,1302.000000000000000,2001,2023,0,0.000000000000000,148.000000000000000,0.000000000000000,12,21,0,0,2.000000000000000,240,154715.000000000000000,0.242020924249910,-82.298782000000003,29.639071999999999,16107-600-018,EastGNV,True,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.048414790879306,170828.394536647334462,171068.394536647334462,-11231.605463352665538,16113.394536647334462,11231.605463352665538,16113.394536647334462,0.938389437941017
4582,92546,0.150000000000000,1224,3.000000000000000,GAINESVILLE,90400,1968,100,1008.000000000000000,1968,2022,0,0.000000000000000,264.000000000000000,0.000000000000000,30,53,0,0,2.000000000000000,2501,74339.000000000000000,0.181515693187433,-82.299633000000000,29.643273000000001,16116-020-000,EastGNV,True,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.771264471988305,129477.768295236062841,131978.768295236048289,41578.768295236048289,55138.768295236062841,41578.768295236048289,55138.768295236062841,1.459942127159691
5160,92597,0.160000000000000,1323,3.000000000000000,GAINESVILLE,201900,1994,100,1323.000000000000000,1966,2024,0,0.000000000000000,100.000000000000000,0.000000000000000,29,57,0,0,1.000000000000000,271,171343.999999999970896,0.193616739399928,-82.300826999999998,29.643972000000002,16116-071-000,EastGNV,True,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.786521532461961,131468.365150649187854,131739.365150649187854,-70160.634849350812146,-39875.634849350783043,70160.634849350812146,39875.634849350783043,0.652498093861561
5207,92482,0.210000000000000,1482,3.000000000000000,GAINESVILLE,208200,2004,100,1482.000000000000000,2004,2023,0,0.000000000000000,132.000000000000000,0.000000000000000,18,18,0,0,2.000000000000000,235,176735.000000000000000,0.254121970462406,-82.300674999999998,29.638377999999999,16107-600-038,EastGNV,True,0.820000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.055387791348233,172023.743753757938975,172258.743753757938975,-35941.256246242061025,-4711.256246242061025,35941.256246242061025,4711.256246242061025,0.827371487770211
5799,92296,0.360000000000000,1032,3.000000000000000,GAINESVILLE,226700,1990,100,1032.000000000000000,1963,2023,0,0.000000000000000,56.000000000000000,0.000000000000000,30,59,0,0,1.000000000000000,711,191984.000000000000000,0.435637663649838,-82.302595999999994,29.638296000000000,16106-117-000,EastGNV,True,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.700384978384312,120618.141426494345069,121329.141426494345069,-105370.858573505654931,-71365.858573505654931,105370.858573505654931,71365.858573505654931,0.535196918511223
6546,92292,0.140000000000000,1055,3.000000000000000,GAINESVILLE,177600,2010,100,868.000000000000000,1965,2022,0,0.000000000000000,238.000000000000000,0.000000000000000,11,56,0,0,2.000000000000000,1441,149519.000000000000000,0.169414646974937,-82.303500000000000,29.637888000000000,16106-110-000,EastGNV,True,0.890000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.915250210123716,149529.684424120467156,150970.684424120467156,-26629.315575879532844,10.684424120467156,26629.315575879532844,10.684424120467156,0.850060160045723
6547,92300,0.200000000000000,1188,3.000000000000000,GAINESVILLE,123600,1983,100,1188.000000000000000,1961,2022,0,0.000000000000000,0.000000000000000,0.000000000000000,30,60,0,0,1.000000000000000,224,104836.000000000000000,0.242020924249910,-82.302622000000000,29.639080000000000,16106-122-000,EastGNV,True,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.717847003916617,122742.875583155386266,122966.875583155386266,-633.124416844613734,17906.875583155386266,633.124416844613734,17906.875583155386266,0.994877634167924
6548,92607,0.160000000000000,1330,3.000000000000000,GAINESVILLE,203800,2003,100,1330.000000000000000,1968,2022,0,0.000000000000000,14.000000000000000,0.000000000000000,18,53,0,0,1.000000000000000,1072,172158.000000000000000,0.193616739399928,-82.301333999999997,29.643135000000001,16116-081-000,EastGNV,True,0.820000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.922920993333049,150681.104718548798701,151753.104718548798701,-52046.895281451201299,-21476.895281451201299,52046.895281451201299,21476.895281451201299,0.744617785665107
6549,92630,0.210000000000000,1123,3.000000000000000,GAINESVILLE,204000,2005,100,1105.000000000000000,1971,2022,0,0.000000000000000,18.000000000000000,0.000000000000000,16,50,0,0,1.500000000000000,765,172635.000000000000000,0.254121970462406,-82.298237000000000,29.642399999999999,16116-100-011,EastGNV,True,0.840000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.897666747074037,146923.415509572776500,147688.415509572776500,-56311.584490427223500,-25711.584490427223500,56311.584490427223500,25711.584490427223500,0.723962821125357
6890,92227,0.150000000000000,960,3.000000000000000,GAINESVILLE,163600,2000,100,960.000000000000000,1962,2023,0,0.000000000000000,90.000000000000000,0.000000000000000,22,60,0,0,1.000000000000000,218,138842.000000000000000,0.181515693187433,-82.304815000000005,29.639755000000001,16106-038-000,EastGNV,True,0.780000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.694563703917677,119918.029867435936467,120136.029867435936467,-43463.970132564063533,-18923.970132564063533,43463.970132564063533,18923.970132564063533,0.734327810925648
