OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,ARCHER_1,Duck_Pond,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,Haile,HAWTHORNE_1,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_E,HighSprings_F,High_Springs_Main,LACROSSE_1,Lugano,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,Real_Tioga,SouthNewmansLake,Springtree_A,Springtree_B,Thornebrooke,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,West_Outer_Gainesville,West_of_Waldo_rd,WildsPlantation,swNewberry_A,swNewberry_B,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
84,2498,1.000000000000000,1080,1.000000000000000,HIGH SPRINGS,135100,3656,1994,100,1080.000000000000000,0.000000000000000,112.000000000000000,0.000000000000000,30,111179.000000000000000,1.294839618300716,-82.585801000000004,29.815161000000000,00295-002-000,High_Springs_Main,False,False,False,0.700000000000000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.906104739849450,148168.399423952098005,151824.399423952098005,16724.399423952098005,36989.399423952098005,16724.399423952098005,36989.399423952098005,1.123792741850127
88,2534,0.460000000000000,1452,1.000000000000000,HIGH SPRINGS,163100,785,2000,100,1200.000000000000000,0.000000000000000,342.000000000000000,0.000000000000000,24,137850.000000000000000,0.595626224418329,-82.583298999999997,29.815149000000002,00297-020-017,High_Springs_Main,True,False,False,0.760000000000000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.165827984557414,192110.880045424186392,192895.880045424186392,29795.880045424186392,54260.880045424186392,29795.880045424186392,54260.880045424186392,1.182684733570964
92,2602,0.170000000000000,900,1.000000000000000,HIGH SPRINGS,194900,173,1995,100,900.000000000000000,0.000000000000000,116.000000000000000,252.000000000000000,29,165492.000000000000000,0.220122735111122,-82.581497999999996,29.817236000000001,00312-008-000,High_Springs_Main,True,False,True,0.710000000000000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.825510287672209,136695.388497840031050,136868.388497840031050,-58031.611502159968950,-28796.611502159968950,58031.611502159968950,28796.611502159968950,0.702249299629759
93,2619,0.170000000000000,1154,1.000000000000000,HIGH SPRINGS,211700,259,2000,100,1154.000000000000000,0.000000000000000,60.000000000000000,0.000000000000000,24,179686.000000000000000,0.220122735111122,-82.582076999999998,29.816573000000002,00314-002-000,High_Springs_Main,True,False,False,0.760000000000000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.931578198537233,151991.244855896773515,152250.244855896773515,-59449.755144103226485,-27694.755144103226485,59449.755144103226485,27694.755144103226485,0.719179238809149
98,2899,0.520000000000000,1297,1.000000000000000,HIGH SPRINGS,168800,2597,1994,100,1297.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30,140883.000000000000000,0.673316601516372,-82.591228000000001,29.824166000000002,00464-000-000,High_Springs_Main,True,False,False,0.700000000000000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.973596536964052,158513.736944581207354,161110.736944581207354,-7689.263055418792646,17630.736944581207354,7689.263055418792646,17630.736944581207354,0.954447493747519
106,2950,0.340000000000000,1316,1.000000000000000,HIGH SPRINGS,243900,1504,1994,100,1316.000000000000000,0.000000000000000,198.000000000000000,252.000000000000000,30,205811.000000000000000,0.440245470222243,-82.591904000000000,29.832222000000002,00498-005-000,High_Springs_Main,True,False,False,0.700000000000000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.097503397900100,179423.353891158942133,180927.353891158942133,-62972.646108841057867,-26387.646108841057867,62972.646108841057867,26387.646108841057867,0.741809569049442
113,3033,0.340000000000000,1240,1.000000000000000,HIGH SPRINGS,96400,5870,1994,100,1240.000000000000000,0.000000000000000,96.000000000000000,0.000000000000000,30,76070.000000000000000,0.440245470222243,-82.592945999999998,29.835550000000001,00537-001-000,High_Springs_Main,True,False,False,0.700000000000000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.939992386115236,153275.523202706302982,159145.523202706302982,62745.523202706302982,77205.523202706302982,62745.523202706302982,77205.523202706302982,1.650887170152555
115,3037,1.190000000000000,1477,1.000000000000000,HIGH SPRINGS,181500,4704,1994,100,1477.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30,149571.000000000000000,1.540859145777852,-82.592202000000000,29.834358999999999,00540-001-000,High_Springs_Main,True,False,False,0.700000000000000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.122826495477431,184024.926123275130522,188728.926123275130522,7228.926123275130522,34453.926123275130522,7228.926123275130522,34453.926123275130522,1.039828794067632
116,3044,1.150000000000000,1930,1.000000000000000,HIGH SPRINGS,165000,508,1994,100,1930.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30,139742.000000000000000,1.489065561045823,-82.593407999999997,29.827038999999999,00544-000-000,High_Springs_Main,True,False,False,0.700000000000000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.278095041349307,214935.882424008072121,215443.882424008072121,50443.882424008072121,75193.882424008072121,50443.882424008072121,75193.882424008072121,1.305720499539443
117,3055,0.360000000000000,1248,1.000000000000000,HIGH SPRINGS,291300,7909,2002,100,1248.000000000000000,0.000000000000000,168.000000000000000,712.000000000000000,22,239695.999999999970896,0.466142262588258,-82.593196000000006,29.825682000000000,00558-000-000,High_Springs_Main,True,False,False,0.780000000000000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.220657530544893,202938.352684222365497,210847.352684222365497,-80452.647315777634503,-36757.647315777605399,80452.647315777634503,36757.647315777605399,0.723815148246558
118,3059,0.340000000000000,1008,1.000000000000000,HIGH SPRINGS,128800,5645,1994,100,1008.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30,103835.000000000000000,0.440245470222243,-82.595540000000000,29.825527000000001,00569-000-000,High_Springs_Main,True,False,False,0.700000000000000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.787333710846122,131575.184287250565831,137220.184287250565831,8420.184287250565831,27740.184287250565831,8420.184287250565831,27740.184287250565831,1.065374101609088
119,3071,0.340000000000000,2120,1.000000000000000,HIGH SPRINGS,299700,7244,1995,100,1772.000000000000000,0.000000000000000,378.000000000000000,0.000000000000000,29,247501.000000000000000,0.440245470222243,-82.595293999999996,29.826836000000000,00577-000-000,High_Springs_Main,True,False,False,0.710000000000000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.283097136160047,216013.705525448516710,223257.705525448516710,-76442.294474551483290,-31487.294474551483290,76442.294474551483290,31487.294474551483290,0.744937289040536
120,3074,0.150000000000000,1080,1.000000000000000,HIGH SPRINGS,72900,1738,1994,100,864.000000000000000,0.000000000000000,216.000000000000000,0.000000000000000,30,60227.000000000000000,0.194225942745107,-82.594115000000002,29.827749000000001,00579-002-000,High_Springs_Main,True,False,False,0.700000000000000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.792052946845036,132197.586108908755705,133935.586108908755705,61035.586108908755705,71970.586108908755705,61035.586108908755705,71970.586108908755705,1.837250838256636
