OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Duck_Pond,Gainesvilleish_Region,Haile,HighSprings_A,HighSprings_B,HighSprings_C,HighSprings_D,HighSprings_E,HighSprings_F,High_Springs_Main,LACROSSE_1,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,MidtownEast_E,MidtownEast_F,Real_Tioga,Springtree_A,Springtree_B,Springtree_C,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_B,WaldoRural_C,West_Outer_Gainesville,West_of_Waldo_rd,swNewberry_A,swNewberry_B,swNewberry_C,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
3832,48708,0.260000000000000,1342,1.150000000000000,GAINESVILLE,410400,2680,1995,100,1342.000000000000000,0.000000000000000,260.000000000000000,0.000000000000000,29,346160.000000000000000,0.336658300758186,-82.361192000000003,29.654194000000000,06448-026-000,MidtownEast_A,True,False,False,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.472034857551238,260937.151263507519616,263617.151263507548720,-146782.848736492451280,-85222.848736492480384,146782.848736492451280,85222.848736492480384,0.642341986509521
3833,48721,0.280000000000000,1326,1.000000000000000,GAINESVILLE,380000,2600,2003,100,1326.000000000000000,0.000000000000000,272.000000000000000,0.000000000000000,21,320400.000000000000000,0.362555093124200,-82.362852000000004,29.655745000000000,06449-010-002,MidtownEast_A,True,False,False,0.790000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.464176313155953,258894.601322374626761,261494.601322374626761,-118505.398677625373239,-61505.398677625373239,118505.398677625373239,61505.398677625373239,0.688143687690460
3834,48739,0.110000000000000,2040,1.000000000000000,GAINESVILLE,416300,680,2002,100,1050.000000000000000,990.000000000000000,60.000000000000000,552.000000000000000,22,353175.000000000000000,0.142432358013079,-82.363910000000004,29.653796000000000,06449-035-000,MidtownEast_A,True,False,False,0.780000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.754818591486929,346216.157448870071676,346896.157448870071676,-69403.842551129928324,-6958.842551129928324,69403.842551129928324,6958.842551129928324,0.833284067857002
3835,48742,0.110000000000000,2580,1.000000000000000,GAINESVILLE,461600,3383,2006,100,3188.000000000000000,1972.000000000000000,348.000000000000000,0.000000000000000,18,388977.000000000000000,0.142432358013079,-82.363907999999995,29.654195999999999,06449-038-000,MidtownEast_A,True,False,False,0.820000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.841011058419918,377381.185759338783100,380764.185759338783100,-80835.814240661216900,-11595.814240661216900,80835.814240661216900,11595.814240661216900,0.824879085267198
3836,48743,0.240000000000000,1250,1.000000000000000,GAINESVILLE,286900,5700,2000,100,1250.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,24,238164.999999999970896,0.310761508392172,-82.363907999999995,29.654402999999999,06449-039-000,MidtownEast_A,True,False,False,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.364315685072533,234290.173799162264913,239990.173799162264913,-46909.826200837735087,-3874.826200837705983,46909.826200837735087,3874.826200837705983,0.836494157543263
3837,48745,0.180000000000000,1340,1.000000000000000,GAINESVILLE,296400,507,1999,100,1340.000000000000000,0.000000000000000,40.000000000000000,0.000000000000000,25,251433.000000000000000,0.233071131294129,-82.363905000000003,29.654851000000001,06449-042-000,MidtownEast_A,True,False,False,0.750000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.362594150319698,233887.182104351231828,234394.182104351231828,-62005.817895648768172,-17545.817895648768172,62005.817895648768172,17545.817895648768172,0.790803583348014
3838,48746,0.110000000000000,1298,1.150000000000000,GAINESVILLE,288400,5359,2005,100,685.000000000000000,613.000000000000000,0.000000000000000,0.000000000000000,19,239780.999999999970896,0.142432358013079,-82.363906000000000,29.655020000000000,06449-044-000,MidtownEast_A,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.501115373896049,268636.749901369272266,273995.749901369272266,-14404.250098630727734,28855.749901369301369,14404.250098630727734,28855.749901369301369,0.950054611308493
3839,48747,0.110000000000000,1491,1.000000000000000,GAINESVILLE,283200,5987,1994,100,670.000000000000000,821.000000000000000,20.000000000000000,0.000000000000000,30,234733.000000000000000,0.142432358013079,-82.363905000000003,29.655159000000001,06449-045-000,MidtownEast_A,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.303599195157418,220488.142112941539381,226475.142112941539381,-56724.857887058460619,-14244.857887058460619,56724.857887058460619,14244.857887058460619,0.799700360568296
3840,48750,0.121500000000000,680,1.000000000000000,GAINESVILLE,208900,6889,2010,100,680.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,14,170676.000000000000000,0.157323013623537,-82.363321999999997,29.655688999999999,06449-049-000,MidtownEast_A,True,False,True,0.860000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.051992755520022,171440.707255331100896,178329.707255331100896,-30570.292744668899104,764.707255331100896,30570.292744668899104,764.707255331100896,0.853660637890527
3841,48756,0.240000000000000,1645,1.000000000000000,GAINESVILLE,350400,4800,2005,100,1105.000000000000000,540.000000000000000,15.000000000000000,0.000000000000000,19,293040.000000000000000,0.310761508392172,-82.363094000000004,29.655256999999999,06450-007-000,MidtownEast_A,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.595252231279048,295153.910943515307736,299953.910943515307736,-50446.089056484692264,2113.910943515307736,50446.089056484692264,2113.910943515307736,0.856032850866197
3842,48757,0.170000000000000,1460,1.000000000000000,GAINESVILLE,396000,8351,2009,100,1460.000000000000000,0.000000000000000,12.000000000000000,0.000000000000000,15,328249.000000000000000,0.220122735111122,-82.361733999999998,29.655265000000000,06451-001-000,MidtownEast_A,True,False,False,0.850000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.549186097935568,281865.728916292428039,290216.728916292428039,-105783.271083707571961,-46383.271083707571961,105783.271083707571961,46383.271083707571961,0.732870527566395
3843,48766,0.170000000000000,1538,1.000000000000000,GAINESVILLE,303900,2392,2000,100,1538.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,24,255923.000000000029104,0.220122735111122,-82.362268000000000,29.654627000000001,06452-001-000,MidtownEast_A,True,False,False,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.434793739560854,251398.281541707488941,253790.281541707488941,-50109.718458292511059,-4524.718458292540163,50109.718458292511059,4524.718458292540163,0.835111160058267
3844,48775,0.240000000000000,1530,1.000000000000000,GAINESVILLE,390000,793,2005,100,1348.000000000000000,0.000000000000000,257.000000000000000,546.000000000000000,19,330707.000000000000000,0.310761508392172,-82.363097999999994,29.654570000000000,06453-007-000,MidtownEast_A,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.694495666338877,325948.823970020806883,326741.823970020806883,-63258.176029979193117,-4758.176029979193117,63258.176029979193117,4758.176029979193117,0.837799548641079
3845,48784,0.180000000000000,2288,1.000000000000000,GAINESVILLE,412300,7324,1995,100,1294.000000000000000,0.000000000000000,1090.000000000000000,0.000000000000000,29,343131.000000000000000,0.233071131294129,-82.362443999999996,29.653601999999999,06455-006-000,MidtownEast_A,True,False,False,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.646569339562459,310695.726096531900112,318019.726096531900112,-94280.273903468099888,-32435.273903468099888,94280.273903468099888,32435.273903468099888,0.771330890362677
3846,48787,0.180000000000000,1334,1.000000000000000,GAINESVILLE,358600,2885,2001,100,1094.000000000000000,0.000000000000000,240.000000000000000,0.000000000000000,23,301925.000000000000000,0.233071131294129,-82.362442000000001,29.653893000000000,06455-010-000,MidtownEast_A,True,False,False,0.770000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.401464942885513,243157.568660872610053,246042.568660872610053,-112557.431339127389947,-58767.431339127389947,112557.431339127389947,58767.431339127389947,0.686119823371089
3847,48796,0.160000000000000,1178,1.000000000000000,GAINESVILLE,279000,3262,2000,100,2356.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,24,233887.999999999970896,0.207174338928115,-82.363059000000007,29.652906999999999,06457-001-000,MidtownEast_A,True,False,False,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.266638797384230,212487.575496228266275,215749.575496228266275,-63250.424503771733725,-21400.424503771704622,63250.424503771733725,21400.424503771704622,0.773295969520531
3848,48798,0.160000000000000,829,1.000000000000000,GAINESVILLE,263900,5642,2000,100,829.000000000000000,0.000000000000000,24.000000000000000,0.000000000000000,24,218673.000000000000000,0.207174338928115,-82.363482000000005,29.652903999999999,06457-003-000,MidtownEast_A,True,False,True,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.071457643604150,174810.471078434027731,180452.471078434027731,-83447.528921565972269,-43862.528921565972269,83447.528921565972269,43862.528921565972269,0.683791099198310
3849,48800,0.170000000000000,1102,1.000000000000000,GAINESVILLE,351600,11465,2012,100,1102.000000000000000,0.000000000000000,50.000000000000000,0.000000000000000,12,287395.000000000000000,0.220122735111122,-82.363270999999997,29.653195000000000,06457-006-000,MidtownEast_A,True,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.425836446269741,249156.488588360924041,260621.488588360924041,-90978.511411639075959,-38238.511411639075959,90978.511411639075959,38238.511411639075959,0.741244279261550
3850,48802,0.230000000000000,1022,0.900000000000000,GAINESVILLE,174800,145,1994,100,2044.000000000000000,0.000000000000000,42.000000000000000,0.000000000000000,30,148435.000000000000000,0.297813112209165,-82.363118000000000,29.652232000000001,06458-001-000,MidtownEast_A,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.037607970203201,168992.222173343936447,169137.222173343936447,-5662.777826656063553,20557.222173343936447,5662.777826656063553,20557.222173343936447,0.967604245842929
3851,48817,0.410000000000000,1744,1.000000000000000,GAINESVILLE,559400,16147,2012,100,1616.000000000000000,0.000000000000000,128.000000000000000,0.000000000000000,12,459343.000000000000000,0.530884243503293,-82.361783000000003,29.650133000000000,06460-002-000,MidtownEast_A,True,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.783836351932619,356409.757422469789162,372556.757422469789162,-186843.242577530210838,-102933.242577530210838,186843.242577530210838,102933.242577530210838,0.665993488420575
3852,48821,0.260000000000000,2025,1.000000000000000,GAINESVILLE,592300,12044,2005,100,2025.000000000000000,0.000000000000000,270.000000000000000,0.000000000000000,19,491410.999999999941792,0.336658300758186,-82.361637999999999,29.649735000000000,06460-008-000,MidtownEast_A,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.746465142885915,343336.104507401061710,355380.104507401061710,-236919.895492598938290,-148074.895492598880082,236919.895492598938290,148074.895492598880082,0.600000176443358
3853,48822,0.230000000000000,1817,1.000000000000000,GAINESVILLE,634900,2500,2005,100,1700.000000000000000,0.000000000000000,117.000000000000000,0.000000000000000,19,537165.000000000000000,0.297813112209165,-82.362785000000002,29.650206000000001,06460-009-000,MidtownEast_A,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.665050543869686,316491.145499360631220,318991.145499360631220,-315908.854500639368780,-220673.854500639368780,315908.854500639368780,220673.854500639368780,0.502427383051442
3854,48836,0.210000000000000,1719,1.000000000000000,GAINESVILLE,523100,336,2005,100,1425.000000000000000,0.000000000000000,429.000000000000000,0.000000000000000,19,444299.000000000000000,0.271916319843150,-82.362955999999997,29.649175000000000,06460-028-000,MidtownEast_A,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.631747684674840,306124.660330124606844,306460.660330124606844,-216639.339669875393156,-138174.339669875393156,216639.339669875393156,138174.339669875393156,0.585854827624020
3855,48838,0.210000000000000,1515,1.000000000000000,GAINESVILLE,370500,1953,1994,100,1515.000000000000000,0.000000000000000,25.000000000000000,0.000000000000000,30,312972.000000000000000,0.271916319843150,-82.363037000000006,29.648713000000001,06460-029-001,MidtownEast_A,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.367014644740673,234923.367626820196165,236876.367626820196165,-133623.632373179803835,-78048.632373179803835,133623.632373179803835,78048.632373179803835,0.639342422744454
3856,48839,0.490000000000000,2833,1.000000000000000,GAINESVILLE,727900,9434,1995,100,1828.000000000000000,840.000000000000000,270.000000000000000,0.000000000000000,29,609281.000000000000000,0.634471412967351,-82.363355999999996,29.648610999999999,06460-030-000,MidtownEast_A,True,False,False,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.849779491865977,380704.777622872672509,390138.777622872672509,-337761.222377127327491,-228576.222377127327491,337761.222377127327491,228576.222377127327491,0.535978537742647
3857,48841,0.310000000000000,2279,1.000000000000000,GAINESVILLE,588500,1223,2013,100,2279.000000000000000,0.000000000000000,422.000000000000000,667.000000000000000,11,499001.999999999941792,0.401400281673222,-82.363099000000005,29.648226999999999,06460-032-000,MidtownEast_A,True,False,False,0.890000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.075937717868230,477317.762989997572731,478540.762989997572731,-109959.237010002427269,-21684.237010002369061,109959.237010002427269,21684.237010002369061,0.813153378062868
3858,48849,0.340000000000000,1926,1.000000000000000,GAINESVILLE,634900,5273,2010,100,1926.000000000000000,0.000000000000000,24.000000000000000,0.000000000000000,14,534392.000000000000000,0.440245470222243,-82.362583999999998,29.648256000000000,06460-049-000,MidtownEast_A,True,False,False,0.860000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.792522534234367,359519.082080176391173,364792.082080176391173,-270107.917919823608827,-174872.917919823608827,270107.917919823608827,174872.917919823608827,0.574566202677865
3859,48867,0.410000000000000,1731,1.000000000000000,GAINESVILLE,562900,2500,1994,100,895.000000000000000,418.000000000000000,248.000000000000000,0.000000000000000,30,475965.000000000000000,0.530884243503293,-82.362347999999997,29.647842000000001,06460-075-000,MidtownEast_A,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.516720370034886,272861.704812236828730,275361.704812236828730,-287538.295187763171270,-203103.295187763171270,287538.295187763171270,203103.295187763171270,0.489184055448991
3860,48868,0.230000000000000,1310,1.000000000000000,GAINESVILLE,391600,1203,1994,100,1134.000000000000000,0.000000000000000,231.000000000000000,0.000000000000000,30,331657.000000000000000,0.297813112209165,-82.362669999999994,29.647834000000000,06460-077-000,MidtownEast_A,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.298910145239841,219456.682381332619116,220659.682381332619116,-170940.317618667380884,-112200.317618667380884,170940.317618667380884,112200.317618667380884,0.563482334988081
3861,48874,0.210000000000000,1615,1.000000000000000,GAINESVILLE,455200,4185,2005,100,1303.000000000000000,0.000000000000000,379.000000000000000,0.000000000000000,19,382735.000000000000000,0.271916319843150,-82.362921999999998,29.647278000000000,06460-085-000,MidtownEast_A,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.592777439882145,294424.369687507278286,298609.369687507278286,-156590.630312492721714,-88310.630312492721714,156590.630312492721714,88310.630312492721714,0.655995979102608
3862,48887,0.400000000000000,2655,1.000000000000000,GAINESVILLE,655400,12273,1994,100,2655.000000000000000,0.000000000000000,314.000000000000000,0.000000000000000,30,544817.000000000000000,0.517935847320286,-82.363439999999997,29.645776999999999,06460-105-000,MidtownEast_A,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.778039043896005,354349.517962999409065,366622.517962999409065,-288777.482037000590935,-190467.482037000590935,288777.482037000590935,190467.482037000590935,0.559387424417149
3863,48889,0.390000000000000,4187,1.150000000000000,GAINESVILLE,906300,8974,2000,100,3153.000000000000000,578.000000000000000,471.000000000000000,414.000000000000000,24,761381.000000000000000,0.504987451137279,-82.363890999999995,29.645444000000001,06460-109-000,MidtownEast_A,True,False,False,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.405226946310984,663462.057879691827111,672436.057879691827111,-233863.942120308172889,-97918.942120308172889,233863.942120308172889,97918.942120308172889,0.741957473110109
