OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,East_Outer_Gainesville,Haile,HighSprings_A,HighSprings_B,HighSprings_C,HighSprings_D,HighSprings_E,HighSprings_F,High_Springs_Main,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,MidtownEast_E,MidtownEast_F,Springtree_A,Springtree_B,Springtree_C,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_B,WaldoRural_C,swNewberry_A,swNewberry_B,swNewberry_C,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
977,18115,0.230000000000000,1698,1.000000000000000,SUWANNEE,329900,4399,1997,100,1698.000000000000000,0.000000000000000,98.000000000000000,500.000000000000000,27,276016.000000000000000,0.297813112209165,-82.457960000000000,29.686601000000000,04210-001-059,HighSprings_B,True,False,False,0.730000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.407781778021432,244698.416451260622125,249097.416451260622125,-80802.583548739377875,-31317.583548739377875,80802.583548739377875,31317.583548739377875,0.755069464841651
978,18125,0.300000000000000,1758,1.000000000000000,SUWANNEE,342200,2985,2000,100,1758.000000000000000,0.000000000000000,66.000000000000000,482.000000000000000,24,287885.000000000000000,0.388451885490215,-82.457928999999993,29.687849000000000,04210-001-069,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.490026687626761,265674.376032672473229,268659.376032672473229,-73540.623967327526771,-22210.623967327526771,73540.623967327526771,22210.623967327526771,0.785094611433876
979,18126,0.230000000000000,1362,1.000000000000000,SUWANNEE,251800,2904,1994,100,1362.000000000000000,0.000000000000000,42.000000000000000,576.000000000000000,30,211126.000000000000000,0.297813112209165,-82.458236999999997,29.687892000000002,04210-001-070,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.218636348771680,202528.591624978871550,205432.591624978871550,-46367.408375021128450,-8597.408375021128450,46367.408375021128450,8597.408375021128450,0.815856201846620
980,18140,0.210000000000000,1835,1.000000000000000,SUWANNEE,333100,16663,1994,100,1835.000000000000000,0.000000000000000,119.000000000000000,463.000000000000000,30,266472.000000000000000,0.271916319843150,-82.459511000000006,29.686793000000002,04210-001-084,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.402549729795066,243421.485929433110869,260084.485929433110869,-73015.514070566889131,-23050.514070566889131,73015.514070566889131,23050.514070566889131,0.780800017800760
981,18149,0.210000000000000,1582,1.000000000000000,SUWANNEE,297000,5552,1994,100,1378.000000000000000,0.000000000000000,274.000000000000000,465.000000000000000,30,246898.000000000000000,0.271916319843150,-82.458129000000000,29.685531000000001,04210-001-093,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.316945578240002,223450.586306398705347,229002.586306398705347,-67997.413693601294653,-23447.413693601294653,67997.413693601294653,23447.413693601294653,0.771052479146124
982,18157,0.200000000000000,2501,1.000000000000000,SUWANNEE,390300,16926,1996,100,2501.000000000000000,0.000000000000000,20.000000000000000,0.000000000000000,28,314829.000000000000000,0.258967923660143,-82.459017000000003,29.685936999999999,04210-002-001,HighSprings_B,True,False,False,0.720000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.486868784685205,264836.725444842537399,281762.725444842537399,-108537.274555157462601,-49992.274555157462601,108537.274555157462601,49992.274555157462601,0.721913208928626
983,18160,0.200000000000000,1541,1.000000000000000,SUWANNEE,280200,896,1994,100,2794.000000000000000,0.000000000000000,458.000000000000000,1116.000000000000000,30,237274.000000000029104,0.258967923660143,-82.459013999999996,29.686682000000001,04210-002-004,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.318770437097825,223858.724372025782941,224754.724372025782941,-55445.275627974217059,-13415.275627974246163,55445.275627974217059,13415.275627974246163,0.802122499543275
984,18187,0.200000000000000,1332,1.000000000000000,SUWANNEE,222200,1736,1994,100,1332.000000000000000,0.000000000000000,78.000000000000000,504.000000000000000,30,187134.000000000000000,0.258967923660143,-82.457318999999998,29.683468999999999,04211-010-007,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.197045722133309,198202.739391728187911,199938.739391728187911,-22261.260608271812089,11068.739391728187911,22261.260608271812089,11068.739391728187911,0.899814308693646
985,18197,0.210000000000000,1562,1.000000000000000,SUWANNEE,304100,10728,1994,100,1562.000000000000000,0.000000000000000,218.000000000000000,483.000000000000000,30,247756.999999999970896,0.271916319843150,-82.456935999999999,29.682328999999999,04211-010-017,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.307835581298871,221424.196366232616128,232152.196366232616128,-71947.803633767383872,-26332.803633767354768,71947.803633767383872,26332.803633767354768,0.763407419816615
986,18210,0.350000000000000,1533,1.000000000000000,SUWANNEE,296600,5016,1994,100,1533.000000000000000,0.000000000000000,357.000000000000000,388.000000000000000,30,247093.999999999970896,0.453193866405251,-82.456524999999999,29.683337000000002,04211-010-030,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.332973094965066,227060.798400343366666,232076.798400343366666,-64523.201599656633334,-20033.201599656604230,64523.201599656633334,20033.201599656604230,0.782457175995763
987,18213,0.330000000000000,1681,1.000000000000000,SUWANNEE,321100,12890,1994,100,1681.000000000000000,0.000000000000000,143.000000000000000,483.000000000000000,30,260044.999999999970896,0.427297074039236,-82.456935000000001,29.683941999999998,04211-010-033,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.382965953796257,238700.749869908147957,251590.749869908147957,-69509.250130091852043,-21344.250130091822939,69509.250130091852043,21344.250130091822939,0.783527716816905
988,18215,0.360000000000000,1428,1.000000000000000,SUWANNEE,305800,5740,1994,100,1428.000000000000000,0.000000000000000,186.000000000000000,448.000000000000000,30,254189.999999999970896,0.466142262588258,-82.457184999999996,29.684345000000000,04211-010-035,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.288084940496985,217093.831110949628055,222833.831110949628055,-82966.168889050371945,-37096.168889050342841,82966.168889050371945,37096.168889050342841,0.728691403240516
989,18224,0.380000000000000,1770,1.000000000000000,SUWANNEE,372800,5496,1997,100,1770.000000000000000,0.000000000000000,276.000000000000000,504.000000000000000,27,311383.999999999941792,0.492039054954272,-82.459503999999995,29.684919000000001,04211-010-044,HighSprings_B,True,False,False,0.730000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.478985063611820,262757.035191964183468,268253.035191964183468,-104546.964808035816532,-48626.964808035758324,104546.964808035816532,48626.964808035758324,0.719562862639389
990,18237,0.270000000000000,1764,1.000000000000000,SUWANNEE,309000,4607,1994,100,1764.000000000000000,0.000000000000000,132.000000000000000,436.000000000000000,30,258043.000000000000000,0.349606696941193,-82.459377000000003,29.683105000000001,04211-010-057,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.395803966566508,241784.948274303722428,246391.948274303722428,-62608.051725696277572,-16258.051725696277572,62608.051725696277572,16258.051725696277572,0.797384945871533
991,18253,1.000000000000000,1755,1.000000000000000,SUWANNEE,384000,12808,2000,100,1755.000000000000000,0.000000000000000,83.000000000000000,441.000000000000000,24,313592.000000000000000,1.294839618300716,-82.458555000000004,29.682352000000002,04211-010-073,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.576455005113145,289657.655141779512633,302465.655141779512633,-81534.344858220487367,-23934.344858220487367,81534.344858220487367,23934.344858220487367,0.787670976931718
992,18255,1.000000000000000,1878,1.000000000000000,SUWANNEE,294800,6643,1994,100,1878.000000000000000,0.000000000000000,155.000000000000000,405.000000000000000,30,243937.000000000000000,1.294839618300716,-82.459092999999996,29.682361000000000,04211-010-075,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.529805948098838,276455.721560398698784,283098.721560398698784,-11701.278439601301216,32518.721560398698784,11701.278439601301216,32518.721560398698784,0.960307739350063
993,18278,0.200000000000000,1603,1.000000000000000,SUWANNEE,321400,6569,1994,100,1603.000000000000000,0.000000000000000,368.000000000000000,441.000000000000000,30,266621.000000000000000,0.258967923660143,-82.458572000000004,29.683841999999999,04211-010-098,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.323065205533954,224822.213255468261195,231391.213255468261195,-90008.786744531738805,-41798.786744531738805,90008.786744531738805,41798.786744531738805,0.719947769929895
994,18282,0.200000000000000,1906,1.000000000000000,SUWANNEE,368700,4500,2002,100,1906.000000000000000,0.000000000000000,192.000000000000000,483.000000000000000,22,308895.000000000000000,0.258967923660143,-82.458033999999998,29.684101999999999,04211-010-102,HighSprings_B,True,False,False,0.780000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.549268965844020,281889.087507537333295,286389.087507537333295,-82310.912492462666705,-27005.912492462666705,82310.912492462666705,27005.912492462666705,0.776753695436771
995,18288,0.330000000000000,2383,1.000000000000000,SUWANNEE,370500,6136,1996,100,1797.500000000000000,0.000000000000000,628.500000000000000,528.000000000000000,28,308789.000000000000000,0.427297074039236,-82.459480999999997,29.684517000000000,04211-010-108,HighSprings_B,True,False,False,0.720000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.646854778718374,310784.423480586323421,316920.423480586323421,-53579.576519413676579,1995.423480586323421,53579.576519413676579,1995.423480586323421,0.855385758382149
996,18293,0.200000000000000,2063,1.000000000000000,SUWANNEE,400400,4788,2005,100,2063.000000000000000,0.000000000000000,208.000000000000000,514.000000000000000,19,335552.000000000000000,0.258967923660143,-82.458089000000001,29.684529000000001,04211-010-113,HighSprings_B,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.643070471916191,309610.542436732444912,314398.542436732444912,-86001.457563267555088,-25941.457563267555088,86001.457563267555088,25941.457563267555088,0.785211144946884
997,18295,0.250000000000000,1675,1.150000000000000,SUWANNEE,324200,3617,2000,100,1674.500000000000000,0.000000000000000,266.500000000000000,462.000000000000000,24,271953.000000000000000,0.323709904575179,-82.460542000000004,29.688759000000001,04211-301-001,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.594251721463715,294858.754236795124598,298475.754236795124598,-25724.245763204875402,22905.754236795124598,25724.245763204875402,22905.754236795124598,0.920653159274507
998,18301,0.230000000000000,1558,1.150000000000000,SUWANNEE,326300,1904,2002,100,1558.000000000000000,0.000000000000000,112.000000000000000,462.000000000000000,22,275451.000000000000000,0.297813112209165,-82.460308999999995,29.688269999999999,04211-301-007,HighSprings_B,True,False,False,0.780000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.564917847367424,286335.032746507087722,288239.032746507087722,-38060.967253492912278,10884.032746507087722,38060.967253492912278,10884.032746507087722,0.883355907896130
999,18314,0.190000000000000,1943,1.150000000000000,SUWANNEE,319600,3000,2000,100,1612.500000000000000,330.000000000000000,131.000000000000000,484.000000000000000,24,268660.000000000000000,0.246019527477136,-82.461353000000003,29.686467000000000,04211-301-020,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.662032141190906,315537.288065089203883,318537.288065089203883,-1062.711934910796117,46877.288065089203883,1062.711934910796117,46877.288065089203883,0.996674868789390
1000,18328,0.190000000000000,1748,1.150000000000000,SUWANNEE,217800,2821,1997,100,5244.000000000000000,0.000000000000000,570.000000000000000,1323.000000000000000,27,182308.999999999970896,0.246019527477136,-82.462163000000004,29.686069000000000,04211-301-034,HighSprings_B,True,False,False,0.730000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.583059804628926,291577.117737231135834,294398.117737231135834,76598.117737231135834,109268.117737231164938,76598.117737231135834,109268.117737231164938,1.351690164082788
1001,18330,0.190000000000000,2097,1.150000000000000,SUWANNEE,369200,5331,1995,100,1821.000000000000000,276.000000000000000,235.000000000000000,529.000000000000000,29,308489.000000000000000,0.246019527477136,-82.461626999999993,29.686060999999999,04211-301-036,HighSprings_B,True,False,False,0.710000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.639814783988690,308604.186211307358462,313935.186211307358462,-55264.813788692641538,115.186211307358462,55264.813788692641538,115.186211307358462,0.850311988654679
1002,18331,0.190000000000000,1452,1.150000000000000,SUWANNEE,329200,3620,2015,100,1451.500000000000000,0.000000000000000,28.000000000000000,511.500000000000000,9,276200.000000000000000,0.246019527477136,-82.461359999999999,29.686057000000002,04211-301-037,HighSprings_B,True,False,False,0.910000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.670964074692765,318368.270391228550579,321988.270391228550579,-7211.729608771449421,42168.270391228550579,7211.729608771449421,42168.270391228550579,0.978093166437511
1003,18338,0.190000000000000,1436,1.000000000000000,SUWANNEE,354500,5170,2012,100,1436.000000000000000,0.000000000000000,53.000000000000000,440.000000000000000,12,296155.000000000000000,0.246019527477136,-82.461899000000003,29.685793000000000,04211-321-042,HighSprings_B,True,False,False,0.880000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.491734752499958,266128.552873415232170,271298.552873415232170,-83201.447126584767830,-30026.447126584767830,83201.447126584767830,30026.447126584767830,0.765299161843202
1004,18344,0.370000000000000,2658,1.150000000000000,SUWANNEE,482000,4326,1997,100,2658.000000000000000,0.000000000000000,154.000000000000000,528.000000000000000,27,405374.000000000000000,0.479090658771265,-82.463651999999996,29.685796000000000,04211-321-048,HighSprings_B,True,False,False,0.730000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.863931802644609,386130.935722734546289,390456.935722734546289,-91543.064277265453711,-19243.064277265453711,91543.064277265453711,19243.064277265453711,0.810076630130155
1005,18349,0.190000000000000,1610,1.150000000000000,SUWANNEE,299700,909,2008,100,1610.000000000000000,0.000000000000000,314.000000000000000,400.000000000000000,16,253835.999999999970896,0.246019527477136,-82.462438000000006,29.685390999999999,04211-321-053,HighSprings_B,True,False,False,0.840000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.660675158971719,315109.399959629226942,316018.399959629226942,16318.399959629226942,61273.399959629256045,16318.399959629226942,61273.399959629256045,1.054449115647745
1006,18353,0.190000000000000,1846,1.150000000000000,SUWANNEE,373500,5448,2010,100,1846.000000000000000,0.000000000000000,8.000000000000000,0.000000000000000,14,312027.000000000000000,0.246019527477136,-82.461367999999993,29.685376000000002,04211-321-057,HighSprings_B,True,False,False,0.860000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.622972065349151,303449.979998139315285,308897.979998139315285,-64602.020001860684715,-8577.020001860684715,64602.020001860684715,8577.020001860684715,0.827036091025808
1007,18354,0.200000000000000,1274,1.150000000000000,SUWANNEE,305200,3593,2010,100,1274.000000000000000,0.000000000000000,62.000000000000000,506.000000000000000,14,255827.000000000000000,0.258967923660143,-82.461094000000003,29.685369999999999,04211-321-058,HighSprings_B,True,False,False,0.860000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.535754879790641,278105.239333376695868,281698.239333376695868,-23501.760666623304132,22278.239333376695868,23501.760666623304132,22278.239333376695868,0.922995541721418
1008,18359,0.210000000000000,1646,1.150000000000000,SUWANNEE,338600,3231,1997,100,1645.500000000000000,0.000000000000000,32.000000000000000,506.000000000000000,27,284579.000000000000000,0.271916319843150,-82.460603000000006,29.685540000000000,04211-321-084,HighSprings_B,True,False,False,0.730000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.509577631714151,270919.669040350709110,274150.669040350709110,-64449.330959649290890,-13659.330959649290890,64449.330959649290890,13659.330959649290890,0.809659388778354
1009,18371,0.250000000000000,1967,1.000000000000000,SUWANNEE,372500,3649,2002,100,1967.000000000000000,0.000000000000000,30.000000000000000,484.000000000000000,22,312976.000000000000000,0.323709904575179,-82.463719999999995,29.684854000000001,04211-322-069,HighSprings_B,True,False,False,0.780000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.569772656566069,287728.514504474471323,291377.514504474471323,-81122.485495525528677,-25247.485495525528677,81122.485495525528677,25247.485495525528677,0.782221515448254
1010,18372,0.190000000000000,1937,1.150000000000000,SUWANNEE,350800,3329,1998,100,3874.000000000000000,0.000000000000000,412.000000000000000,1056.000000000000000,26,294851.000000000000000,0.246019527477136,-82.463712000000001,29.684590000000000,04211-322-070,HighSprings_B,True,False,False,0.740000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.655272153242713,313411.453205008176155,316740.453205008176155,-34059.546794991823845,18560.453205008176155,34059.546794991823845,18560.453205008176155,0.902908931599225
