"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC438958","SLD","12467 SW 4th PL","Newberry","32669","Amariah Park","2,012","04340-010-040","$460,000","4","3","0","2020","Community","Single Family Residence","","$0.00","187","187","141","Conventional","04/26/2021","$221.17","$228.63","1.03","G W Robinson Realty Inc","Christopher D Kobrin","259505688","259500047","Gainesville-Alachua","Gainesville-Alachua"
"1","GC411487","SLD","708 E University AVE","Gainesville","32601","Doig Robertson","3,857","11929-000-000","$460,000","3","2","0","1882","None","Single Family Residence","","$7,995.00","1,121","1,121","1,159","Conventional","05/26/2021","$123.13","$119.26","0.97","Coldwell Banker M.M. Parrish Realtors","Bill Warinner","259500485","259500037","Gainesville-Alachua","Pinellas Suncoast"
"1","GC446272","SLD","10464 SW 101 AVE","Gainesville","32608","Hammock Ridge Unit III","2,770","07350045064","$460,000","5","4","0","2006","None","Single Family Residence","","$6,496.00","37","37","0","Conventional","08/20/2021","$166.06","$166.06","1.00","Bosshardt Realty Services LLC","Aimee Oelrich","259500791","259500035","Gainesville-Alachua","Ocala - Marion"
"1","GC445544","SLD","1132 SW 105th TER","Gainesville","32607","Granite Parke","2,357","06665-010-006","$460,000","4","2","1","2000","None","Single Family Residence","","$5,167.00","50","50","5","Conventional","08/05/2021","$212.09","$195.16","0.92","Coldwell Banker M.M. Parrish Realtors","Lynne & Bill Saunders","259505115","259500037","Gainesville-Alachua","Pinellas Suncoast"
"1","GC443555","SLD","6506 NW 136th ST","Gainesville","32653","Millhopper Road Ests","2,448","04119-010-074","$460,000","3","2","0","1990","None","Single Family Residence","","$3,365.00","83","83","4","Cash","07/08/2021","$183.82","$187.91","1.02","Bosshardt Realty Services LLC","Cindy Harrington","259503672","259500004","Gainesville-Alachua","Ocala - Marion"
"1","GC441967","SLD","2607 SW 119th TER","Gainesville","32608","Oakmont","2,424","04427-111-145","$460,000","5","3","0","2016","Community","Single Family Residence","","$6,069.00","133","133","106","VA","07/09/2021","$193.85","$189.77","0.98","TY Realty of North Florida","Tina Yakel","259503574","259505695","Ocala - Marion","Ocala - Marion"
"1","GC446165","SLD","3849 SW 91st DR","Gainesville","32608","HP/Colson Corner","2,417","06860-345-010","$460,286","4","3","0","2004","Private","Single Family Residence","","$4,781.00","24","24","2","Cash","08/02/2021","$186.14","$190.44","1.02","BHGRE Thomas Group","Anne C Blay","259506128","259504926","Gainesville-Alachua","Ocala - Marion"
"1","GC442157","SLD","11062 SW 38th BLVD","Gainesville","32608","Oakmont","2,278","04427-111-485","$460,554","4","3","0","2021","Community","Single Family Residence","","$0.00","117","117","0","Conventional","06/30/2021","$196.66","$202.17","1.03","ICI Select Realty Inc.","Ali H Kargar","253004979","70002595","Gainesville-Alachua","Tampa"
"1","GC441570","SLD","9454 SW 29TH LN","Gainesville","32608","HP/Victoria Circle 35 1-25","2,327","06860-355-008","$460,600","4","3","0","2003","Private","Single Family Residence","","$4,592.00","61","61","2","Conventional","04/14/2021","$189.94","$197.94","1.04","Rabell Realty Group LLC","Susan Baird","259500893","25950341","Gainesville-Alachua","Ocala - Marion"
"1","GC438780","SLD","12073 SW 29th PL","Gainesville","32608","Oakmont","2,016","04427-111-379","$461,059","4","3","0","2021","Community","Single Family Residence","","$0.00","329","329","197","Cash","09/08/2021","$225.98","$228.7","1.01","Tommy Williams Realty LLC","Ashley Morrell","259503546","259506003","Gainesville-Alachua","Gainesville-Alachua"
"1","GC435911","SLD","16103 NW 243 rd WAY","High Springs","32643","Tillman Acres","3,148","01486-010-050","$462,500","6","4","0","2002","Private","Single Family Residence","","$4,844.00","154","154","185","Cash","02/01/2021","$152.45","$146.92","0.96","Boukari Realty, Inc.","Antoinette I Hunt","259506420","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC443848","SLD","1395 NW 132nd BLVD","Newberry","32669","Fairway Pointe At West End","2,179","04314-004-038","$462,578","4","3","0","2021","Community","Single Family Residence","","$1,000.00","197","197","151","Conventional","11/08/2021","$212.29","$212.29","1.00","COLDWELL BANKER MM PARRISH","Michelle Tell","259505571","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC443497","SLD","211 SW 129TH TER","Newberry","32669","Town Of Tioga","2,246","04333-050-114","$463,000","3","2","1","2004","Community","Single Family Residence","","$6,543.00","52","52","7","Conventional","06/04/2021","$207.03","$206.14","1.00","Florida Homes Realty & Mortgage","Michelle Florence","259500895","259500046","Gainesville-Alachua","Gainesville-Alachua"
"1","GC432584","SLD","2871 SW 118th DR","Gainesville","32608","Oakmont","2,274","04427-111-359","$463,484","4","3","0","2020","Community","Single Family Residence","","$0.00","363","363","334","Cash","03/03/2021","$200.19","$203.82","1.02","Tommy Williams Realty LLC","Ashley Morrell","259503546","259504761","Gainesville-Alachua","Gainesville-Alachua"
"1","GC439129","SLD","11953 SW 29th PL","Gainesville","32608","Oakmont","2,134","04427-111-371","$463,513","4","3","0","2021","Community","Single Family Residence","","$0.00","273","273","93","Conventional","07/28/2021","$214.14","$217.2","1.01","Tommy Williams Realty LLC","Ashley Morrell","259503546","259500060","Gainesville-Alachua","Gainesville-Alachua"
"1","GC446204","SLD","4007 SW 77th ST","Gainesville","32608","Kenwood","2,620","06849-002-007","$463,850","5","3","0","1974","Private","Single Family Residence","","$4,979.00","87","87","53","Conventional","10/06/2021","$190.46","$177.04","0.93","RE/MAX PROFESSIONALS","Graciela McGlynn","275501157","259504926","Ocala - Marion","Ocala - Marion"
"1","GC442429","SLD","2300 SW 56th AVE","Gainesville","32608","South Idylwild (D L Clinch)","3,150","07177-002-001","$464,900","5","4","1","1975","Private","Single Family Residence","","$3,130.00","140","140","7","Conventional","07/30/2021","$146.00","$147.59","1.01","Watson Realty Corp - NW 23rd Ave.","Kathleen MacDowell","259500554","259500060","Gainesville-Alachua","Ocala - Marion"
"1","GC448314","SLD","141 SW 136th","Newberry","32669","Jockey Club","2,140","04333-005-015","$465,000","3","2","0","1994","Private","Single Family Residence","","$5,370.00","42","42","13","Cash","11/12/2021","$214.91","$217.29","1.01","RE/MAX PROFESSIONALS","Dada McGlynn, X","275501157","259505695","Ocala - Marion","Gainesville-Alachua"
"1","GC448245","SLD","13224 SW 2nd LN","Newberry","32669","Town Of Tioga","2,276","04333-020-049","$465,000","3","2","1","2000","Community","Single Family Residence","","$4,792.00","12","12","12","Cash","11/15/2021","$217.49","$204.31","0.94","TY REALTY OF NORTH FLORIDA","Tina Yakel","259503574","259500056","Ocala - Marion","Gainesville-Alachua"
"1","GC448226","SLD","10018 SW 42nd RD","Gainesville","32608","HP/Matheson Woods 23","2,000","06860-230-006","$465,000","3","2","0","1993","Private","Single Family Residence","","$3,987.00","30","30","2","Cash","10/29/2021","$229.95","$232.5","1.01","BOSSHARDT REALTY SERVICES LLC","Michele Loeffler","259500408","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC447996","SLD","7617 SE 246th TER","Hawthorne","32640","Unknown Subdivision","3,261","19945-001-000","$465,000","3","2","1","1964","None","Single Family Residence","","$1,027.00","45","45","45","Conventional","12/21/2021","$157.16","$142.59","0.91","EXP Realty LLC","Marina Underhill","259506755","55055","Gainesville-Alachua","Sarasota - Manatee"
"1","GC443461","SLD","2210 NW 28th ST","Gainesville","32605","Meadows (The)","2,816","06428-003-008","$465,000","4","3","0","1977","Private","Single Family Residence","","$4,236.00","130","130","97","Conventional","05/17/2021","$165.13","$165.13","1.00","Pepine Realty","Betsy Pepine","259503892","259500035","Ocala - Marion","Ocala - Marion"
"1","GC440795","SLD","1061 NW 134TH DR","Newberry","32669","Arbor Greens","2,554","04338-022-193","$465,000","4","3","0","2018","Community","Single Family Residence","","$4,623.00","144","144","50","Conventional","06/08/2021","$187.55","$182.07","0.97","Rabell Realty Group LLC","Mike Rust","259506066","264000987","Ocala - Marion","Ocala - Marion"
"1","GC437759","SLD","15002 NW 145th TER","Alachua","32615","Not In Subdivision","2,967","03605-002-000","$465,000","3","2","0","1946","None","Single Family Residence","","$3,139.00","373","250","215","Cash","05/11/2021","$157.74","$156.72","0.99","Saxon Realty, Inc","Cole Saxon, Jr","259504019","259506249","Gainesville-Alachua","Gainesville-Alachua"
"1","GC435801","SLD","4330 SW 83RD WAY","Gainesville","32608","HP/Preserve, The 7, 9-I-Iii","3,382","06860-090-026","$465,000","5","2","1","1989","None","Single Family Residence","","$7,092.00","201","201","124","Cash","01/15/2021","$147.75","$137.49","0.93","Keller Williams Gainesville Realty Partners","Craig Wilburn-Team Dynamo","259503108","25950341","Ocala - Marion","Ocala - Marion"
"1","GC445555","SLD","25807 NW 122 AVE","High Springs","32643","Not In Subdivision","2,142","01663-003-000","$465,000","3","2","1","2006","None","Single Family Residence","","$4,070.00","32","32","10","Cash","07/13/2021","$205.37","$217.09","1.06","Horizon Realty Of Alachua Inc","Leslie Morgan","259500935","259500025","Gainesville-Alachua","Gainesville-Alachua"
"1","GC443106","SLD","1615 NW 57 ST","Gainesville","32605","Park Avenue","2,808","06354-020-039","$465,500","3","3","0","1988","Private","Single Family Residence","","$6,000.00","77","77","21","Conventional","06/17/2021","$161.68","$165.78","1.03","Bosshardt Realty Services LLC","Melinda L Hart","259505792","259506003","Ocala - Marion","Ocala - Marion"
"1","GC445150","SLD","11908 NW 122ND TER","Alachua","32615","Shaw Farms","2,638","03968-100-029","$465,500","4","3","0","1985","Private","Single Family Residence","","$8,398.00","51","51","22","Conventional","07/07/2021","$168.69","$176.46","1.05","RE/MAX Professionals","Nestor Perez-Multinational Team","259504978","259500035","Gainesville-Alachua","Ocala - Marion"
"1","GC429270","SLD","7444 SW 66th LN","Gainesville","32608","Brytan","3,400","07027-002-068","$466,000","6","4","1","2019","Community","Single Family Residence","","$664.00","478","478","348","Conventional","02/05/2021","$140.00","$137.06","0.98","Skobel Realty LLC","Loree Skobel","259504735","259504945","Gainesville-Alachua","Gainesville-Alachua"
"1","GC445741","SLD","1427 NW 136th TER","Newberry","32669","Arbor Greens","2,854","04338-023-257","$466,410","5","3","0","2021","Community","Single Family Residence","","$0.00","189","189","45","Conventional","12/30/2021","$162.18","$163.42","1.01","D R HORTON REALTY LLC","Teddianne Sherman","555511772","259504874","Tampa","Tampa"
"1","GC441844","SLD","3321 SW 120th TER","Gainesville","32608","Oakmont","2,399","04427-111-568","$467,435","3","2","1","2021","Community","Single Family Residence","","$0.00","119","119","31","Cash","06/22/2021","$196.17","$194.85","0.99","ICI Select Realty Inc.","Ali H Kargar","253004979","259500004","Gainesville-Alachua","Tampa"
"1","GC444477","SLD","3321 SW 120TH TER","Gainesville","32608","Oakmont","2,367","04427-111-568","$467,435","3","2","1","2021","Community","Single Family Residence","","$0.00","40","40","0","Cash","06/22/2021","$196.95","$197.48","1.00","ICI Select Realty Inc.","Ali H Kargar","253004979","259500004","Gainesville-Alachua","Tampa"
"1","GC440818","SLD","7457 SW 66th LN","Gainesville","32608","Brytan","3,400","07027-002-087","$469,000","6","4","1","2020","Community","Single Family Residence","","$1,105.00","63","63","3","Conventional","03/18/2021","$137.94","$137.94","1.00","Skobel Realty LLC","Loree Skobel","259504735","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC448003","SLD","3201 NW 18th AVE","Gainesville","32605","Masonwood","3,832","06431-010-000","$470,000","5","3","1","1963","Private","Single Family Residence","","$6,100.00","64","64","64","Conventional","12/31/2021","$130.22","$122.65","0.94","COLDWELL BANKER MM PARRISH","Jacqui Knowles","259503594","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC442862","SLD","10003 SW 98th AVE","Gainesville","32608","Hammock Ridge Unit III","2,800","07350-043-092","$470,000","3","3","0","2005","Private","Single Family Residence","","$4,748.00","60","60","18","VA","05/24/2021","$169.64","$167.86","0.99","Charles Rutenberg Realty, Fort Lauderdale","Abraham Bezerra - Abraham Agape Group","278043896","259500046","Gainesville-Alachua","Lakeland"
"1","GC442347","SLD","7454 SW 65th PL","Gainesville","32608","Brytan","3,184","07027-002-034","$470,000","5","4","1","2016","Community","Single Family Residence","","$7,824.00","69","69","6","Conventional","05/19/2021","$153.58","$147.61","0.96","Watson Realty Corp - NW 23rd Ave.","James M Ulmer","259506096","259504964","Ocala - Marion","Ocala - Marion"
"1","GC441795","SLD","8714 SW 46th LN","Gainesville","32608","HP/Preserve, The 7, 9-I-Iii","2,517","06860-090-043","$470,000","4","2","1","1989","Private","Single Family Residence","","$5,388.00","39","39","4","Cash","03/31/2021","$190.70","$186.73","0.98","Rabell Realty Group LLC","Kristen Rabell - Team K&R","259504030","259504926","Ocala - Marion","Ocala - Marion"
"1","GC439273","SLD","5904 SW 89th DR","Gainesville","32608","HP/Southgate","2,922","07054-010-025","$470,000","4","2","1","1997","Private, Community","Single Family Residence","","$5,978.00","87","87","37","Conventional","01/28/2021","$162.53","$160.85","0.99","Pepine Realty","Betsy Pepine","259503892","25950341","Ocala - Marion","Ocala - Marion"
"1","GC441117","SLD","12534 SW 5TH AVE","Newberry","32669","Amariah Park","2,226","04340-010-036","$470,000","4","3","0","2019","Community","Single Family Residence","","$7,500.00","188","176","126","Conventional","07/22/2021","$220.04","$211.14","0.96","Pepine Realty","Betsy Pepine","259503892","259505695","Ocala - Marion","Ocala - Marion"
"1","GC434340","SLD","6856 SW 77th ST","Gainesville","32608","Grand Preserve At Kanapaha","3,400","07060-100-615","$471,315","6","4","1","2020","Community","Single Family Residence","","$1.00","252","252","7","Conventional","01/08/2021","$138.62","$138.62","1.00","Skobel Realty LLC","Loree Skobel","259504735","259504945","Gainesville-Alachua","Gainesville-Alachua"
"1","GC445030","SLD","11881 SW 30th AVE","Gainesville","32608","Oakmont","2,240","04427-111-512","$471,640","4","3","0","2021","Community","Single Family Residence","","$0.00","121","121","0","Conventional","09/30/2021","$198.11","$210.55","1.06","ICI Select Realty Inc.","Ali H Kargar","253004979","253001996","Gainesville-Alachua","Tampa"
"1","GC443091","SLD","13672 NW 14th PL","Newberry","32669","Arbor Greens","3,209","04338-023-235","$472,240","4","3","0","2021","Community","Single Family Residence","","$0.00","273","273","24","VA","12/30/2021","$146.52","$147.16","1.00","D R HORTON REALTY LLC","Teddianne Sherman","555511772","259504044","Tampa","Tampa"
"1","GC444075","SLD","605 NE 192nd AVE","Gainesville","32609","Not In Subdivision","2,284","07633-016-000","$472,500","4","2","1","2006","None","Single Family Residence","","$3,268.00","32","32","4","Cash","06/04/2021","$206.87","$206.87","1.00","United Country Smith & Associates - Newberry","Tammy L Trowell","259505753","259500046","Gainesville-Alachua","Gainesville-Alachua"
"1","GC443099","SLD","2761 NW 137TH TER","Gainesville","32606","Turnberry Lake","2,247","04222-300-175","$473,000","4","3","0","2015","Community","Single Family Residence","","$6,772.00","41","41","12","Conventional","05/12/2021","$220.29","$210.5","0.96","Rabell Realty Group LLC","Jose Camblor-Rossy - Team K&R","259506748","259506544","Gainesville-Alachua","Ocala - Marion"
"1","GC444611","SLD","110 NW 4th AVE","Gainesville","32601","Original Gainesville (010)","2,875","14788-000-000","$474,900","5","3","0","1925","None","Single Family Residence","","$2,232.00","122","122","99","Conventional","09/30/2021","$165.18","$165.18","1.00","Sage Real Estate","Michelle Hazen","259504971","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC500126","SLD","8022 SW 45TH LN","GAINESVILLE","32608","HAILE PLANTATION UNIT 7","2,595","06859-070-003","$475,000","3","3","0","1987","Community","Single Family Residence","Fee Simple","$5,989.00","2","2","51","Cash","11/08/2021","$173.22","$183.04","1.06","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","Lisa Fetrow","259505107","55055","Gainesville-Alachua","Gainesville-Alachua"
"1","GC448311","SLD","2716 SW 120 DR","Gainesville","32608","Oakmont","2,274","04427-111-227","$475,000","4","3","0","2018","Community","Single Family Residence","","$8,514.00","2","2","2","Conventional","11/05/2021","$213.28","$208.88","0.98","RE/MAX PROFESSIONALS","Lynn Hughes","259505750","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC448060","SLD","4250 NW 55TH WAY","Gainesville","32606","Huntington","2,447","06059-030-031","$475,000","4","2","0","1992","Private","Single Family Residence","","$5,859.00","52","52","2","Conventional","11/12/2021","$177.77","$194.12","1.09","MOMENTUM REALTY - GAINESVILLE","Donavan Arnold","259504887","259500060","Gainesville-Alachua","Gainesville-Alachua"
"1","GC447459","SLD","8602 SW 92nd LN","Gainesville","32608","Meadows Of Kanapaha","2,197","07349-100-062","$475,000","3","2","0","2004","None","Single Family Residence","","$4,049.00","44","44","9","Conventional","10/08/2021","$216.16","$216.2","1.00","Gator Homes Realty, LLC","Katie Heysel","259505865","259505695","Gainesville-Alachua","Gainesville-Alachua"
"1","GC447293","SLD","1925 NW 113th DR","Gainesville","32606","Fletchers Oak Glen","2,258","04321-501-031","$475,000","4","3","0","2002","Private","Single Family Residence","","$4,606.00","35","35","5","Conventional","09/22/2021","$199.29","$210.36","1.06","Broxson Real Estate Group","Jamie Williams LLC","259506813","259506269","Gainesville-Alachua","Ocala - Marion"
"1","GC444866","SLD","3817 SW 92nd TER","Gainesville","32608","HP/Madison Square","2,397","06860-341-023","$475,000","3","2","0","1998","Private","Single Family Residence","","$6,620.00","29","29","3","Cash","06/23/2021","$183.52","$198.16","1.08","Keller Williams Gainesville Realty Partners","Whitney Perkins-The Whitney Perkins Team","259504068","259505695","Ocala - Marion","Ocala - Marion"
"1","GC442397","SLD","2623 SW 4 PL","Gainesville","32607","Golfview (400)","1,917","06460-075-000","$475,000","4","2","1","1955","None","Single Family Residence","","$3,416.00","91","91","8","Cash","06/11/2021","$258.22","$247.78","0.96","BHGRE Thomas Group","Kim S Chalmers","259505909","259504926","Gainesville-Alachua","Ocala - Marion"
"1","GC438378","SLD","3538 NW 18 PL","Gainesville","32605","Willow Croft","2,752","06415-010-013","$475,000","4","3","0","2003","None","Single Family Residence","","$7,326.00","146","146","124","Conventional","03/10/2021","$177.69","$172.6","0.97","Pepine Realty","Freddy Pearson","259503996","259504964","Gainesville-Alachua","Ocala - Marion"
"1","GC445132","SLD","2434 SW 98th DR","Gainesville","32608","HP/Katelyn Lane","2,591","06860352006","$475,000","4","3","0","2002","Community","Single Family Residence","","$5,229.00","41","41","2","Conventional","07/14/2021","$183.33","$183.33","1.00","BHGRE Thomas Group","Nancy Thornqvist","259506601","261010944","Gainesville-Alachua","Ocala - Marion"
"1","GC443518","SLD","9404 SW 1ST PL","Gainesville","32607","Fort Clarke Forest","2,411","06661-013-000","$475,000","4","2","1","1980","None","Single Family Residence","","$4,312.00","60","60","15","Conventional","06/01/2021","$186.52","$197.01","1.06","Keller Williams Gainesville Realty Partners","Craig Wilburn-Team Dynamo","259503108","259505695","Ocala - Marion","Ocala - Marion"
"1","GC443170","SLD","11910 NW 14TH RD","Gainesville","32606","South Pointe","3,244","04321-204-114","$475,000","4","2","1","2006","Community","Single Family Residence","","$4,747.00","100","95","61","VA","07/06/2021","$146.42","$146.42","1.00","BHHS Florida Realty","Teiss Parr Trio Chelsea","259503915","259500046","Gainesville-Alachua","Ocala - Marion"
"1","GC441627","SLD","3201 NW 58th BLVD","Gainesville","32606","Richmond","2,964","06152-010-047","$475,000","4","3","1","1992","None","Single Family Residence","","$8,127.00","253","253","269","Conventional","12/13/2021","$168.35","$160.26","0.95","COLDWELL BANKER MM PARRISH","Norma Adams","259500425","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC441355","SLD","1411 NW 132nd BLVD","Newberry","32669","Fairway Pointe At West End","2,393","04314-004-037","$475,388","4","3","0","2020","Community","Single Family Residence","","$1,000.00","287","287","228","Conventional","11/19/2021","$200.09","$198.66","0.99","COLDWELL BANKER MM PARRISH","Shea Shrimpton","259505142","259500004","Gainesville-Alachua","Gainesville-Alachua"
"1","GC448140","SLD","13249 SW 3RD LN","Newberry","32669","Town Of Tioga","2,206","04333-060-160","$475,500","4","3","0","2004","Community","Single Family Residence","","$5,451.00","37","37","37","FHA","12/15/2021","$220.76","$215.55","0.98","BOSSHARDT REALTY SERVICES LLC","Ramesh Buch","259507036","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC444730","SLD","9464 SW 29TH LN","Gainesville","32608","HP/Victoria Circle 35 1-25","2,386","06860-355-009","$478,750","4","3","0","2003","Private","Single Family Residence","","$6,400.00","35","35","2","Conventional","06/25/2021","$191.95","$200.65","1.05","Rabell Realty Group LLC","Susan Baird","259500893","259500004","Gainesville-Alachua","Ocala - Marion"
"1","GC447542","SLD","4002 SW 69TH AVE","Gainesville","32608","Savanna Pointe","2,141","07247-010-014","$479,000","4","3","0","2017","None","Single Family Residence","","$4,389.00","2","2","0","Cash","08/31/2021","$223.73","$223.73","1.00","Matchmaker Realty Of Alachua County, Inc","Gia Arvin","259503472","259500035","Gainesville-Alachua","Gainesville-Alachua"
"1","GC438982","SLD","3818 SW 98 TER","Gainesville","32608","HP/Hampstead Pk33,25-40,65-9","3,238","06860-332-902","$479,000","4","3","1","2001","Community","Single Family Residence","","$6,270.00","103","103","41","Conventional","01/25/2021","$151.02","$147.93","0.98","Bosshardt Realty Services LLC","Cathy G Lentz","259506160","259500037","Ocala - Marion","Ocala - Marion"
"1","GC440081","SLD","11636 SW 6th LN","Gainesville","32607","Hampton Ridge","2,723","04330-100-010","$479,900","4","3","0","1997","None","Single Family Residence","","$6,451.00","53","53","2","Conventional","01/29/2021","$176.24","$176.24","1.00","Bosshardt Realty Services LLC","Perry G. McDonald","259503206","70002595","Gainesville-Alachua","Ocala - Marion"
"1","GC500416","SLD","4512 NW 12TH PL","GAINESVILLE","32605","LANDMARK WOODS","2,426","06375-100-006","$480,000","4","3","0","1987","Private","Single Family Residence","","$4,600.00","3","3","3","Conventional","12/01/2021","$197.86","$197.86","1.00","DAWN REALTY","David Nicholson","259500457","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC442189","SLD","6581 SW Lugano CT","Gainesville","32608","Lugano","2,345","07071-100-037","$480,000","3","2","1","2019","None","Single Family Residence","","$6,017.00","56","56","38","Conventional","05/25/2021","$204.69","$204.69","1.00","Pepine Realty","Betsy Pepine","259503892","259504964","Ocala - Marion","Ocala - Marion"
"1","GC442153","SLD","2778 SW 92nd DR","Gainesville","32608","HP/Storeys Round","2,724","06860-364-008","$480,000","4","3","0","2005","None","Single Family Residence","","$5,000.00","39","39","8","Conventional","04/13/2021","$174.34","$176.21","1.01","Coldwell Banker M.M. Parrish Realtors","Lynne & Bill Saunders","259505115","25950341","Gainesville-Alachua","Pinellas Suncoast"
"1","GC441919","SLD","1820 SE 64TH WAY","Gainesville","32641","Magnolia Estates","2,226","17944-028-000","$480,000","3","2","0","1966","None","Single Family Residence","","$1,709.00","51","51","4","Conventional","04/16/2021","$202.16","$215.63","1.07","Florida Homes Realty & Mortgage","Ben Burkley","259505045","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC441347","SLD","13657 NW 10th PL","Newberry","32669","Arbor Greens","2,921","04338-020-157","$480,000","4","3","1","2017","Community","Single Family Residence","","$8,391.00","96","96","41","Cash","05/14/2021","$167.72","$164.33","0.98","RE/MAX Metro","Doug Baril","259503331","259500037","Pinellas Suncoast","Pinellas Suncoast"
"1","GC440923","SLD","11234 NW 18th RD","Gainesville","32606","Ridgemont(350)","3,001","04321-053-041","$480,000","4","3","1","2008","None","Single Family Residence","","$6,884.00","37","37","8","Conventional","02/26/2021","$163.25","$159.95","0.98","Pepine Realty","Betsy Pepine","259503892","259500004","Ocala - Marion","Ocala - Marion"
"1","GC440570","SLD","5719 NW 97TH ST","Gainesville","32653","Hammock (The)","3,029","06037-046-000","$480,000","4","4","0","1981","Private","Single Family Residence","","$5,421.00","53","53","3","Cash","02/26/2021","$163.09","$158.47","0.97","Keller Williams Gainesville Realty Partners","Lisa Fetrow","259505107","259506015","Gainesville-Alachua","Ocala - Marion"
