"#","ML Number","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Tax ID","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Ownership","Tax","CDOM","ADOM","Days to Contract","Sold Terms","Close Date","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","LSC List Side","List Office Primary Board ID"
"1","GC441600","SLD","550 NW 26TH AVE","Gainesville","32609","Belvedere Heights","682","08481-005-000","$93,000","2","1","0","1960","None","Single Family Residence","","$655.00","32","32","1","Cash","03/18/2021","$115.84","$136.36","1.18","Coldwell Banker Vanguard Realty","Kevin Kirby","270534017","259500046","Gainesville-Alachua","Orlando Regional"
"1","GC443842","SLD","709 SW 5 TER","Gainesville","32601","Porters","795","13368-001-000","$94,900","2","1","0","1958","None","Single Family Residence","","$964.00","48","48","24","Conventional","06/11/2021","$119.37","$119.37","1.00","University Realty","Eric Leightman","259503308","259504837","Gainesville-Alachua","Gainesville-Alachua"
"1","OM611307","SLD","12221 S US HIGHWAY 441","MICANOPY","32667","LEITNER TR E LEVY GRANT","1,139","16399-001-000","$95,000","2","1","0","1964","None","Single Family Residence","Fee Simple","$2,031.00","99","99","99","Cash","03/16/2021","$83.41","$83.41","1.00","HARRIETT DOWNS REAL ESTATE LLC","Marc Pompeo","271513422","271500732","Ocala - Marion","Ocala - Marion"
"1","GC440566","SLD","1143 NE 25th ST","Gainesville","32641","Cedar Grove","984","10823-020-000","$97,000","3","1","1","1970","None","Single Family Residence","","$1,537.00","77","77","66","Cash","03/22/2021","$101.63","$98.58","0.97","Charles Rutenberg Realty, Fort Lauderdale","Dror Gerges","276552821","259500054","","Lakeland"
"1","OM625255","SLD","4507 SE 1ST AVE","GAINESVILLE","32641","CREEK PARK EST-18 18A 19 19A 20 20A LKFLFM","1,156","10867-020-000","$97,500","3","1","0","1961","None","Single Family Residence","Fee Simple","$1,779.30","51","51","53","Cash","10/22/2021","$99.48","$84.34","0.85","GAILEY ENTERPRISES REAL ESTATE","Roger Garcia","278045689","261010944","Ocala - Marion","Orlando Regional"
"1","GC447881","SLD","507 NW 39TH Unit#241","Gainesville","32607","Hawthorne Reserve","900","06500-241-000","$98,000","2","2","0","1976","Community","Single Family Residence","","$1,432.00","8","8","0","Cash","09/03/2021","$116.67","$108.89","0.93","Matchmaker Realty Of Alachua County, Inc","Gia Arvin","259503472","259500035","Gainesville-Alachua","Gainesville-Alachua"
"1","GC438853","SLD","432 SE 15th ST","Gainesville","32641","Canty Heights","968","12744-012-000","$99,900","2","1","0","1956","None","Single Family Residence","","$863.00","118","118","53","VA","02/11/2021","$103.20","$103.2","1.00","Florida Homes Realty & Mortgage","Fernando Frank Valentin","259503747","259504921","Gainesville-Alachua","Gainesville-Alachua"
"1","GC447793","SLD","4629 SE 6 AVE","Gainesville","32641","Lake Forest Glen","1,104","10886-010-042","$100,000","3","2","0","2004","None","Single Family Residence","","$2,436.00","41","41","1","Cash","10/20/2021","$99.64","$90.58","0.91","SUSKIN REALTY INC","Marc Suskin","259500193","259500054","Gainesville-Alachua","Gainesville-Alachua"
"1","GC447675","SLD","14720 NW 121st TER","Alachua","32615","Alachua Hills","1,075","03195-003-004","$100,000","3","1","1","1986","None","Single Family Residence","","$21.00","36","36","12","Cash","10/07/2021","$116.28","$93.02","0.80","Classic Properties of North Florida","Carolyn Quinones","259500697","259500038","Gainesville-Alachua","Gainesville-Alachua"
"1","GC445234","SLD","18970 NW 246 ST","High Springs","32643","Pattons Addn","945","00989-000-000","$100,000","2","1","0","1935","None","Single Family Residence","","$1,162.00","21","21","3","Cash","06/28/2021","$100.53","$105.82","1.05","BHHS Florida Realty","Alix A Freck","259506675","259505361","Gainesville-Alachua","Ocala - Marion"
"1","GC436901","SLD","1239 SE 17TH TER","Gainesville","32641","Lincoln Estates","1,188","16106-122-000","$100,050","3","1","0","1961","None","Single Family Residence","","$790.00","185","185","226","Cash","03/29/2021","$92.51","$84.22","0.91","Exit Realty Producers","Debra Martin-Back","259503274","259500054","Ocala - Marion","Ocala - Marion"
"1","GC427906","SLD","1009 NW 6 AVE","Gainesville","32601","Brown Addn","1,055","13908-000-000","$101,000","2","1","0","1930","None","Single Family Residence","","$1,100.00","818","818","764","Cash","11/16/2021","$109.95","$95.73","0.87","WATSON REALTY CORP-GVILLE","Jesse Whitfield","259504186","259504926","Gainesville-Alachua","Gainesville-Alachua"
"1","GC444989","SLD","2931 NE 17th DR","Gainesville","32609","Carol Ests North","972","08197-003-099","$103,000","3","1","0","1965","None","Single Family Residence","","$772.00","11","11","2","Cash","06/09/2021","$97.74","$105.97","1.08","Sage Real Estate","Megan Atwater","259505974","259506015","Gainesville-Alachua","Gainesville-Alachua"
"1","GC438898","SLD","2929 NE 16th TER","Gainesville","32609","Carol Ests North","1,269","08197-003-070","$103,425","3","1","0","1965","None","Single Family Residence","","$1,924.00","189","189","190","Conventional","06/03/2021","$97.32","$81.5","0.84","Florida Homes Realty & Mortgage","Kimberly Woodham McNeill","259503718","259503210","Gainesville-Alachua","Gainesville-Alachua"
"1","GC447786","SLD","2207 E University AVE","Gainesville","32641","New Gainesville (S Of Univ Ave","1,056","11251-001-000","$105,000","2","1","0","2010","None","Single Family Residence","","$1,473.00","27","27","27","Conventional","12/07/2021","$99.43","$99.43","1.00","SUSKIN REALTY INC","Marc Suskin","259500193","","Gainesville-Alachua","Gainesville-Alachua"
"1","GC445894","SLD","8620 NW 37th CIR","Gainesville","32653","Turkey Creek Forest","1,248","05979-150-000","$105,000","2","2","0","1986","Community","Single Family Residence","","$2,019.00","125","125","69","Cash","06/28/2021","$84.13","$84.13","1.00","Boukari Realty, Inc.","Ben Boukari","259505161","259506249","Gainesville-Alachua","Gainesville-Alachua"
"1","GC443243","SLD","6025 Lexington AVE","Melrose","32666","Melrose","1,271","18751-000-000","$105,000","3","1","0","1917","None","Single Family Residence","","$1,009.00","65","65","42","Cash","06/10/2021","$105.98","$82.61","0.78","Century 21 Lakeside Realty","Carl F Buz","259506433","259500037","Gainesville-Alachua","Gainesville-Alachua"
"1","GC446167","SLD","6718 SW 13th ST","Gainesville","32618","Mackey Hudson (Mcintosh Grnt","912","07172-000-000","$105,000","1","1","0","1963","None","Single Family Residence","","$1,218.00","38","38","6","Cash","07/09/2021","$115.13","$115.13","1.00","BHGRE Thomas Group","Laura M Gunter","259506191","259500004","Gainesville-Alachua","Ocala - Marion"
"1","GC442309","SLD","12013 SW 5TH TER","Micanopy","32667","Not In Subdivision","1,196","16339-002-001","$108,000","3","2","0","1975","None","Single Family Residence","","$1,633.00","35","35","21","Cash","04/14/2021","$105.35","$90.3","0.86","Homestyle Realty","Robert Lusnia","259500247","259504921","Gainesville-Alachua","Gainesville-Alachua"
"1","GC434927","SLD","3227 NW 11TH ST","Gainesville","32609","Not In Subdivision","1,060","08281-000-000","$108,000","3","1","0","1940","None","Single Family Residence","","$2,261.00","247","247","169","Cash","01/27/2021","$103.77","$101.89","0.98","First Choice Realty of North Florida LLC","Dawn Johnson","259503557","259500054","Tampa","Tampa"
