prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,actual_age,abs_subdv_cd,sl_price,Total_MISC_Val
3824,0.23,1100,3,HIGH SPRINGS,124,171900,221500,2500
3826,0.17,1580,3,HIGH SPRINGS,84,171900,178500,1155
3836,0.92,1115,2,HIGH SPRINGS,105,171900,87400,72
3846,0.23,1328,3,HIGH SPRINGS,104,171900,256300,482
3850,0.23,1232,3,HIGH SPRINGS,47,171900,222900,783
3873,0.45,1679,3,HIGH SPRINGS,16,45800,319500,1005
3886,0.34,1344,3,HIGH SPRINGS,38,45800,206100,240
3929,0.34,984,3,HIGH SPRINGS,34,45800,151100,1296
3938,0.31,1600,3,HIGH SPRINGS,21,45800,275600,3168
3947,0.23,1524,3,HIGH SPRINGS,17,45800,290700,1616
3950,0.23,1524,3,HIGH SPRINGS,17,45800,300800,512
3956,0.46,1040,3,HIGH SPRINGS,62,45800,200100,1546
3969,0.3,896,3,HIGH SPRINGS,104,45800,153000,640
4032,0.34,1352,3,HIGH SPRINGS,57,0,198300,352
4050,0.74,1860,4,HIGH SPRINGS,19,236800,385000,19073
4054,1.64,1503,4,HIGH SPRINGS,20,236800,299000,7334
4058,1.02,1958,4,HIGH SPRINGS,18,236800,442000,38944
4104,0.23,1012,3,HIGH SPRINGS,54,152600,159300,232
4107,0.59,1200,3,HIGH SPRINGS,47,152600,181400,1352
4176,0.5,1398,3,HIGH SPRINGS,104,0,359800,3123
4179,0.47,1431,3,HIGH SPRINGS,21,180500,270300,567
4181,0.31,1504,3,HIGH SPRINGS,18,180500,235500,23656
4184,0.43,1347,3,HIGH SPRINGS,18,180500,274700,491
4192,0.25,1347,3,HIGH SPRINGS,19,180500,270700,1763
4199,0.37,1485,3,HIGH SPRINGS,24,180500,233400,736
4203,0.37,1485,3,HIGH SPRINGS,24,180500,272300,1406
4204,0.37,1422,3,HIGH SPRINGS,25,180500,281600,653
4209,0.25,1290,3,HIGH SPRINGS,24,180500,273900,1174
4211,0.28,1477,3,HIGH SPRINGS,23,180500,278400,2455
4244,0.2984,1825,3,HIGH SPRINGS,60,180500,250500,2820
4252,0.3,1201,3,HIGH SPRINGS,60,180500,198900,1309
4256,0.51,1384,3,HIGH SPRINGS,35,180500,225500,6838
4260,0.53,1471,3,HIGH SPRINGS,65,180500,184900,0
4268,0.38,925,3,HIGH SPRINGS,61,180500,205000,4051
4278,0.25,925,3,HIGH SPRINGS,61,180500,185000,4327
4285,0.25,1236,3,HIGH SPRINGS,19,180500,252800,4652
4302,0.25,1292,3,HIGH SPRINGS,25,180500,225000,1360
4309,0.36,1327,3,HIGH SPRINGS,26,180500,166600,731
4315,0.74,1504,3,HIGH SPRINGS,18,180500,302200,5464
4318,0.41,1478,3,HIGH SPRINGS,25,180500,312600,24021
4321,0.25,1192,3,HIGH SPRINGS,25,180500,253300,507
4339,0.25,1487,3,HIGH SPRINGS,22,180500,288500,2912
4345,0.25,1518,3,HIGH SPRINGS,21,180500,221300,948
4347,0.25,1413,3,HIGH SPRINGS,21,180500,275400,555
4351,0.28,1180,3,HIGH SPRINGS,21,180500,243100,1579
4356,0.29,1328,3,HIGH SPRINGS,18,180502,242900,7698
4363,0.25,1385,3,HIGH SPRINGS,17,180502,286900,1451
4368,0.25,1403,3,HIGH SPRINGS,15,180502,214800,311
4423,3.17,1214,3,SUWANNEE,28,0,241000,3642
4449,0.33,1434,3,HIGH SPRINGS,60,9005,229000,3104
4451,0.33,1008,3,HIGH SPRINGS,59,9005,175100,192
4467,0.33,1300,3,HIGH SPRINGS,54,9105,255100,4882
4469,0.33,1000,3,HIGH SPRINGS,49,9105,167300,358
4483,0.24,1212,3,HIGH SPRINGS,44,8905,223000,1279
4490,0.31,1710,3,HIGH SPRINGS,42,8905,280000,6575
4495,0.35,1260,3,HIGH SPRINGS,44,8905,195500,220
4499,0.35,1308,3,HIGH SPRINGS,42,8905,248000,15524
4506,12.85,2118,4,SUWANNEE,29,0,468100,19075
4570,5,1050,2,SUWANNEE,95,19200,101300,11040
4598,5.17,2310,4,SUWANNEE,7,0,724300,46703
4604,5.27,2341,3,SUWANNEE,19,160200,494400,16554
4613,2.12,2088,3,SUWANNEE,50,700,329600,18719
4621,0.43,1058,3,SUWANNEE,70,160100,258600,6522
4682,5.01,2937,4,HIGH SPRINGS,4,227600,695800,1630
4687,5.01,3089,4,HIGH SPRINGS,21,227600,643500,5356
4696,6.36,3098,4,HIGH SPRINGS,16,227600,841500,31514
4703,1.01,1981,3,HIGH SPRINGS,15,232400,441000,15770
4710,1.01,1963,3,HIGH SPRINGS,20,232400,397300,4226
4720,1.01,2277,3,HIGH SPRINGS,19,232400,513100,20383
4728,1.85,2103,3,HIGH SPRINGS,18,232400,474700,2620
4729,1.79,3186,4,HIGH SPRINGS,3,232400,750200,8891
4747,1.09,2094,3,HIGH SPRINGS,19,232400,432900,4406
4759,1.16,2151,3,HIGH SPRINGS,19,232400,471500,2256
4805,5.01,1500,3,HIGH SPRINGS,25,93700,272400,4468
4825,0.97,1365,3,SUWANNEE,64,0,215700,11272
4834,0.42,1112,3,SUWANNEE,66,0,201500,1076
4842,1.53,2016,3,HIGH SPRINGS,19,228700,373600,7652
4847,1.06,1744,3,HIGH SPRINGS,20,228700,371600,2576
4848,1.02,1873,3,HIGH SPRINGS,19,228700,443500,47412
4864,1.02,2096,3,HIGH SPRINGS,20,228700,437800,20021
4871,1.03,1828,3,HIGH SPRINGS,21,228700,367500,24162
4881,1.04,2058,3,HIGH SPRINGS,19,228700,445500,2852
4891,2.26,3148,3,HIGH SPRINGS,22,228700,580400,46703
4894,1.39,2161,3,HIGH SPRINGS,10,227601,423000,1556
4904,1.06,1636,3,HIGH SPRINGS,10,227601,434900,2623
4905,1.01,1984,3,HIGH SPRINGS,10,227601,426100,1846
4909,1.01,2104,4,HIGH SPRINGS,10,227601,539900,22806
4911,1,1984,4,HIGH SPRINGS,10,227601,479300,9333
4921,1.56,1525,4,HIGH SPRINGS,8,227601,396000,1648
4936,1.1,1850,4,HIGH SPRINGS,10,227601,417500,1892
4969,3.8,2220,3,HIGH SPRINGS,20,228701,536100,3097
4988,0.54,912,3,HIGH SPRINGS,30,180501,186500,510
4999,0.28,1152,3,HIGH SPRINGS,31,180501,198500,706
5006,0.28,1008,3,HIGH SPRINGS,32,180501,198100,520
5010,0.23,1344,3,HIGH SPRINGS,42,180500,204900,488
5013,0.23,1056,3,HIGH SPRINGS,43,180500,227000,540
5017,0.3,1144,3,HIGH SPRINGS,42,180500,204700,220
5027,0.23,1144,3,HIGH SPRINGS,48,180500,203000,2209
5029,0.23,1056,3,HIGH SPRINGS,50,180500,186300,291
5048,1.29,1335,3,HIGH SPRINGS,59,180500,235600,24302
5049,0.34,1075,3,HIGH SPRINGS,59,180500,191800,760
5050,0.34,1332,3,HIGH SPRINGS,60,180500,261900,0
5064,0.23,1200,3,HIGH SPRINGS,61,180500,251100,6243
5075,0.27,1000,3,HIGH SPRINGS,64,180500,201000,1574
5081,0.58,1767,3,HIGH SPRINGS,37,165100,282200,1160
5086,0.4,1323,3,HIGH SPRINGS,47,180500,169800,6718
5091,0.5,1690,3,HIGH SPRINGS,39,180500,273900,3635
5094,0.7,1520,3,HIGH SPRINGS,57,180500,262400,1531
5098,0.34,1574,3,HIGH SPRINGS,50,180500,270200,966
5100,0.34,1142,3,HIGH SPRINGS,49,180500,252100,1122
5104,0.7,1284,3,HIGH SPRINGS,60,180500,182000,12320
5110,0.23,1332,3,HIGH SPRINGS,60,180500,253300,100
5116,0.34,1729,3,HIGH SPRINGS,51,180500,269500,12701
5117,0.34,1289,3,HIGH SPRINGS,51,180500,220000,2226
5119,0.35,1360,3,HIGH SPRINGS,59,180500,230600,569
5135,0.23,1056,3,HIGH SPRINGS,40,180500,167000,583
5136,0.23,1352,3,HIGH SPRINGS,40,180500,206900,1836
5139,0.24,1056,3,HIGH SPRINGS,42,180500,207900,2365
5140,0.3,1140,3,HIGH SPRINGS,41,180500,247000,788
5144,0.3,1308,3,HIGH SPRINGS,42,180500,201400,8914
5148,0.23,1308,3,HIGH SPRINGS,40,180500,214400,2470
5165,5,1284,4,HIGH SPRINGS,19,227500,387100,2304
5171,2.5,3114,4,HIGH SPRINGS,21,227500,530200,2604
5197,0.68,1586,3,HIGH SPRINGS,34,0,241300,4421
5227,0.64,1296,3,HIGH SPRINGS,17,228200,168600,2276
5235,2.03,840,3,SUWANNEE,63,0,225200,4604
5243,1.01,1995,3,HIGH SPRINGS,22,228100,454000,12183
5245,1.14,1997,3,HIGH SPRINGS,19,228100,367400,7708
5251,0.77,2153,3,HIGH SPRINGS,22,228100,321000,1280
5253,1,1779,3,HIGH SPRINGS,20,228100,460000,39466
5254,1,1848,3,HIGH SPRINGS,22,228100,460400,18954
5259,1,1930,3,HIGH SPRINGS,20,228100,455100,46358
5262,1,1649,3,HIGH SPRINGS,21,228100,344400,1421
5266,1.21,1843,3,HIGH SPRINGS,21,228100,394200,3636
5276,1.34,2080,3,HIGH SPRINGS,19,228100,470300,24089
5282,1.01,1930,4,HIGH SPRINGS,21,228100,439600,31324
5287,1.25,1523,3,HIGH SPRINGS,20,228100,355300,1264
5303,1.24,2178,3,HIGH SPRINGS,20,236000,500100,33551
5317,1.41,2808,3,HIGH SPRINGS,19,236000,567300,13510
5329,1.3,2184,3,HIGH SPRINGS,20,236000,456000,4384
5330,1.1,2205,3,HIGH SPRINGS,20,236000,508200,20269
5331,1.03,2207,3,HIGH SPRINGS,21,236000,510000,43248
5333,1,1551,3,HIGH SPRINGS,20,236000,346400,3932
5336,1.03,1704,3,HIGH SPRINGS,19,236000,420200,20984
5368,0.4,1881,3,HIGH SPRINGS,16,245400,471800,27210
5395,0.35,2088,4,HIGH SPRINGS,3,245400,460400,435
5398,0.37,2108,3,HIGH SPRINGS,10,245400,446200,2812
5410,0.37,1932,3,HIGH SPRINGS,9,245400,385500,1350
5417,0.37,2020,3,HIGH SPRINGS,17,245400,422300,948
5422,0.35,1975,3,HIGH SPRINGS,7,245400,462700,5048
5433,0.51,2048,3,HIGH SPRINGS,15,245400,468000,4921
5444,0.37,2450,3,HIGH SPRINGS,7,245400,473600,19458
5455,0.29,2088,4,HIGH SPRINGS,3,245400,464300,435
5488,5.01,3363,4,HIGH SPRINGS,18,145600,710500,21518
5507,5.03,1788,4,HIGH SPRINGS,23,145600,405900,14752
5523,15,2004,4,HIGH SPRINGS,18,0,608400,34936
5541,5.01,1612,3,HIGH SPRINGS,19,183300,415200,588
5562,5.01,2855,4,HIGH SPRINGS,24,183300,594500,43646
5564,5.01,2729,4,HIGH SPRINGS,7,183300,681800,42206
5587,1.06,1528,3,SUWANNEE,31,0,304300,13876
5636,1,2204,3,HIGH SPRINGS,18,155300,429400,1352
5681,2,616,2,SUWANNEE,62,0,80800,7152
5709,5,1886,3,HIGH SPRINGS,23,146000,345100,446
5805,0.63,1758,4,SUWANNEE,3,191800,349200,1115
5849,4.14,1274,3,SUWANNEE,65,0,259700,14546
5860,4.82,1276,3,SUWANNEE,20,0,351400,2408
5865,7.46,2165,3,SUWANNEE,54,0,212100,6360
5866,9.08,1682,3,SUWANNEE,20,0,350000,216
5909,3,2592,3,SUWANNEE,33,170200,486600,9186
5928,2.5,1562,3,SUWANNEE,78,0,145600,22013
5935,6.64,1878,3,SUWANNEE,45,0,465300,11035
5952,5.1,1712,3,SUWANNEE,39,0,341900,10268
5968,1,1248,3,SUWANNEE,48,0,259500,200
5983,4.03,1862,3,SUWANNEE,46,0,383000,6820
6026,2.25,1957,3,HIGH SPRINGS,19,59000,367200,4524
6039,2.03,1350,3,HIGH SPRINGS,26,59000,248900,1530
6041,2.05,1873,3,HIGH SPRINGS,27,59000,445500,2813
6042,3.1,1460,3,HIGH SPRINGS,25,59000,392000,6871
6052,5,3348,4,SUWANNEE,15,151000,743600,34241
6056,6.03,2516,4,SUWANNEE,19,151000,498900,12699
6103,1.26,1272,3,SUWANNEE,42,30900,320000,5416
6117,6.26,1526,3,SUWANNEE,27,0,387500,35878
6119,6,1775,3,SUWANNEE,22,0,390300,320
6163,4.37,2943,4,SUWANNEE,30,0,568300,36586
6188,6.58,2142,4,SUWANNEE,18,0,596700,4592
6229,12.37,3208,3,SUWANNEE,17,0,588300,36916
6307,5,2512,4,SUWANNEE,13,0,779600,60306
6353,7.5,2166,4,SUWANNEE,29,0,577500,28740
6396,5,1425,3,SUWANNEE,47,0,325700,10096
6406,5,1560,3,SUWANNEE,11,0,405900,21204
6564,1,1112,3,SUWANNEE,63,0,168800,4008
6592,2.1,2842,4,SUWANNEE,16,113800,486200,5217
6666,5,1593,3,SUWANNEE,52,0,315000,5013
6681,3.4,1242,3,SUWANNEE,24,0,319800,16309
6700,10.03,1496,3,SUWANNEE,30,0,463900,14904
6740,20,4529,5,SUWANNEE,28,0,1542300,254508
6804,10,2171,4,NEWBERRY,18,207000,549600,14660
6875,1.77,2533,3,SUWANNEE,46,0,394500,17826
6907,2,2252,4,SUWANNEE,16,47700,501300,11748
6909,3.88,2462,4,SUWANNEE,17,47700,657900,6349
7004,4.68,1200,3,SUWANNEE,23,29800,329600,11788
7010,5.17,2051,3,SUWANNEE,44,29800,353400,21563
7032,4.89,1118,3,SUWANNEE,48,29800,329800,11498
7147,5.09,1584,3,NEWBERRY,9,0,530000,25890
7309,2.25,2354,3,NEWBERRY,22,138500,596100,32030
7339,1,1182,3,NEWBERRY,64,138501,163700,1485
7370,1.71,1228,3,SUWANNEE,95,0,200800,3461
7404,1.53,1188,3,NEWBERRY,30,138502,301000,2927
7412,1.53,1169,3,NEWBERRY,28,138502,294000,8491
7422,1.04,1819,3,NEWBERRY,23,138502,425000,5287
7423,1.07,1737,3,NEWBERRY,29,138502,346500,7264
7425,1,1804,3,NEWBERRY,28,138502,381600,38807
7446,1.1,1632,3,NEWBERRY,22,138503,262900,15459
7460,1.05,1512,3,NEWBERRY,24,138503,330300,563
7471,1.01,1366,3,NEWBERRY,25,138503,281800,3020
7475,1.05,2178,3,NEWBERRY,25,138503,404200,30333
7476,1,1763,3,NEWBERRY,20,138503,414000,30071
7487,1,1553,3,NEWBERRY,24,138503,297400,971
7524,10,2450,4,NEWBERRY,12,0,640600,43143
7662,0.2,1661,3,NEWBERRY,19,241900,291300,3460
7664,0.2,1207,3,NEWBERRY,19,241900,257300,408
7668,0.2,1369,3,NEWBERRY,19,241900,272000,1403
7671,0.18,1559,3,NEWBERRY,18,241900,293800,4368
7675,0.23,1716,3,NEWBERRY,18,241900,306300,594
7684,0.19,1897,3,NEWBERRY,18,241900,315300,3424
7686,0.19,1705,3,NEWBERRY,18,241900,295500,400
7691,0.19,1802,3,NEWBERRY,19,241900,340700,809
7692,0.19,1913,3,NEWBERRY,19,241900,320400,3128
7695,0.18,1318,3,NEWBERRY,19,241900,280200,375
7696,0.18,1479,3,NEWBERRY,19,241900,282200,437
7697,0.18,1513,3,NEWBERRY,19,241900,303800,334
7711,0.2,1562,3,NEWBERRY,19,241900,311100,833
7713,0.21,1707,3,NEWBERRY,19,241900,303100,3145
7716,0.24,1555,3,NEWBERRY,18,241901,300300,2660
7717,0.25,1692,3,NEWBERRY,18,241901,316100,359
7721,0.24,2315,3,NEWBERRY,18,241901,362600,4829
7722,0.25,1663,3,NEWBERRY,18,241901,335200,1577
7733,0.23,1607,3,NEWBERRY,18,241901,320500,939
7734,0.28,1685,3,NEWBERRY,18,241901,289600,3578
7739,0.32,1707,3,NEWBERRY,18,241901,360400,1200
7741,0.22,1852,3,NEWBERRY,18,241901,325200,1191
7745,0.17,1482,3,NEWBERRY,12,241901,230000,1312
7756,0.18,1631,3,NEWBERRY,17,241901,295200,736
7772,0.19,1628,3,NEWBERRY,18,241901,293000,403
7776,0.25,1677,3,NEWBERRY,10,241902,348200,1236
7780,0.21,1525,3,NEWBERRY,11,241902,312400,1241
7782,0.33,1677,3,NEWBERRY,9,241902,359600,345
7788,0.17,1546,3,NEWBERRY,11,241902,308000,1319
7794,0.2,1298,3,NEWBERRY,11,241902,283500,1263
7795,0.2,1232,3,NEWBERRY,11,241902,292500,1329
7797,0.2,1365,3,NEWBERRY,10,241902,291600,1267
7798,0.2,1446,3,NEWBERRY,15,241902,310500,1036
7804,0.2,1626,3,NEWBERRY,15,241902,312100,974
7807,0.19,1509,3,NEWBERRY,9,241902,326200,1228
7808,0.19,1383,3,NEWBERRY,13,241902,286500,519
7812,0.18,1298,3,NEWBERRY,11,241902,289000,1391
