,OID_,Join_Count,TARGET_FID,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,geo_id,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,hood_cd,sl_county_ratio_cd,FID_Market_Cluster_Union,FID_Market_Cluster,Market_Cluster_ID,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST. JOHN'S,SUWANNEE,WALDO,Alachua_Main,Archer,Buck_Bay,Carol_Estates,Duck_Pond,EastGNV,EastMidtownEastA,Florida_Park,Gainesvilleish_Region,Golfview,HSBUI_2,Haile_Like,Hawthorne,Hickory_Forest,HighSpringsA,HighSpringsAGNV,HighSpringsAGNVSouth,HighSpringsB,High_Springs,High_Springs_Main,Highland,Jonesville,Kanapaha,Lincoln_Estates,Lugano,Metcalf,MidtownEast_A,MidtownEast_B,MidtownEast_C,Montery,Newnans_Lake,QuailCreek,Rural_North,Rural_South,San_Felasco,Sorrento,Split_Rock,Springtree,SummerCreek,Sweetwater,TC_Forest,Tioga,Tioga_A,Tioga_B,Turkey_Creek,Valwood,Waldo,WaldoRural,Westchester,WildsPlantation,swNewberry_A,swNewberry_B,landiness,in_subdivision,percent_good,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,AbsV_Market_Residual,sale_ratio
348,349,1,349,89868,0.27,2249,1.0,GAINESVILLE,258400,1995,100,2249.0,1950,2025,0,-82.34750685,29.65669772,15382-000-000,0,40.0,0,29,74,0,0,3,5872,145406.02,2,7.0,14.0,EastMidtownEastA,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9238116627640779,True,0.71,12.96743944533196,428240.162844585,434112.162844585,175712.16284458502,175712.16284458502,1.6800006302035024
356,357,1,357,7744,0.17,1692,1.0,NEWBERRY,170000,2011,100,1692.0,2007,2025,0,-82.61377681,29.65937975,01894-102-083,0,460.0,441,13,17,0,0,2,243,224100.03,1,42.0,55.0,swNewberry_A,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5816591950736787,True,0.87,12.535052349824355,277909.9306820867,278152.9306820867,108152.93068208668,108152.93068208668,1.6361937098946275
383,384,1,384,25431,0.33,1200,0.5665645,ARCHER,60000,1995,100,1200.0,1980,2025,0,-82.52898958,29.53540559,05062-000-000,0,0.0,0,29,44,0,0,2,0,216216.01,1,1.0,5.0,Archer,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1291031433783174,False,0.71,11.72855253478667,124063.96207562787,124063.96207562787,64063.962075627875,64063.962075627875,2.0677327012604647
466,467,1,467,87944,0.36,1508,1.0,GAINESVILLE,200000,2002,100,1508.0,2002,2025,0,-82.33374501,29.65725264,13771-002-000,0,161.0,420,22,22,0,0,2,480,145405.07,1,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.231748883685437,True,0.78,12.747757015331002,343779.9375863528,344259.9375863528,144259.9375863528,144259.9375863528,1.7212996879317641
470,471,1,471,88228,0.14,1412,1.0,GAINESVILLE,110000,1995,100,1412.0,1927,2025,0,-82.33788463,29.65676917,14072-000-000,0,0.0,0,29,97,0,0,1,749,145405.07,1,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47901345476655893,True,0.71,12.413651991804553,246139.0728116207,246888.0728116207,136888.0728116207,136888.0728116207,2.244437025560188
509,510,1,510,25169,0.49,936,1.0,ARCHER,10000,1995,100,936.0,1967,2025,0,-82.52036112,29.52675655,04962-005-000,0,0.0,0,29,57,0,0,1,1843,216216.02,1,1.0,5.0,Archer,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.676547091682956,True,0.71,11.884052421412695,144936.70681935412,146779.70681935412,136779.70681935412,136779.70681935412,14.677970681935411
594,595,1,595,85460,0.02,540,0.5665645,GAINESVILLE,30000,1995,100,540.0,1952,2025,0,-82.31539381999998,29.64672964,12069-000-000,0,0.0,0,29,72,0,0,1,160,145404.05,1,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.06843049353807984,True,0.71,11.461075942721964,94947.17304650584,95107.17304650584,65107.173046505835,65107.173046505835,3.1702391015501945
596,597,1,597,85747,0.2,1321,1.0,GAINESVILLE,45000,1995,100,1321.0,1950,2025,0,-82.30967062,29.65810475,12342-022-000,0,0.0,0,29,74,0,0,1,250,145404.05,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6843049353807984,True,0.71,12.201581258442898,199103.73682163752,199353.73682163752,154353.73682163752,154353.73682163752,4.430083040480834
715,716,1,716,52732,0.43,1482,1.0,ST. JOHN'S,200000,1995,100,1482.0,1980,2025,0,-82.44953198999998,29.65812831,06657-005-029,0,100.0,472,29,44,0,0,2,5776,125306.02,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.4712556110687165,True,0.71,12.50610886527542,269981.54000071256,275757.54000071256,75757.54000071256,75757.54000071256,1.3787877000035629
757,758,1,758,81935,0.29,2054,1.0,GAINESVILLE,185000,1995,100,2054.0,1965,2025,0,-82.31061479999998,29.67120893,10607-001-000,0,170.0,0,29,59,0,0,2,220,324433.01,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9922421563021576,True,0.71,12.535099408343283,277923.0090195414,278143.0090195414,93143.00901954138,93143.00901954138,1.5034757244299535
759,760,1,760,81953,0.24,1762,1.0,GAINESVILLE,128000,1995,100,1426.0,1957,2025,0,-82.31284839999998,29.67093611,10607-019-000,0,360.0,0,29,67,0,0,2,1621,324433.01,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8211659224569581,True,0.71,12.437023347219299,251959.42640953875,253580.42640953875,125580.42640953875,125580.42640953875,1.9810970813245214
788,789,1,789,83554,0.25,1248,1.0,ST. JOHN'S,110000,1995,100,754.0,1955,2025,0,-82.2714552,29.65411523,10884-028-000,0,494.0,0,29,69,0,0,2,755,315401.01,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8553811692259979,True,0.71,11.996882228279123,162248.14934045423,163003.14934045423,53003.14934045423,53003.14934045423,1.4818468121859476
790,791,1,791,83608,0.16,1332,1.0,ST. JOHN'S,100000,2015,100,1332.0,2000,2025,0,-82.27168637,29.64620802,10886-010-002,0,21.0,228,9,24,0,0,2,640,315401.01,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5474439483046387,True,0.91,12.27963157436251,215266.39235776072,215906.39235776072,115906.39235776072,115906.39235776072,2.159063923577607
799,800,1,800,1716,0.3,1280,1.0,HIGH SPRINGS,142600,1995,100,1280.0,1995,2025,0,-82.60398191,29.83732436,00206-010-012,0,96.0,288,29,29,0,0,2,2611,222100.06,1,20.0,31.0,High_Springs,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0264574030711975,True,0.71,12.267003824125302,212565.15330155526,215176.15330155526,72576.15330155526,72576.15330155526,1.5089491816378349
860,861,1,861,37305,0.28,2740,1.0,GAINESVILLE,250000,1995,100,1972.0,1970,2025,0,-82.37662120999998,29.68927576,06068-004-000,0,930.0,550,29,54,0,0,2,17534,174323.17,2,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9580269095331179,True,0.71,12.802103375524776,362980.13075064094,380514.13075064094,130514.13075064094,130514.13075064094,1.5220565230025638
913,914,1,914,80914,0.11,1412,1.0,GAINESVILLE,224900,2020,100,1412.0,1953,2025,0,-82.32333189,29.66551154,10064-002-000,0,0.0,0,4,71,0,0,2,451,324432.52,2,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3763677144594391,False,0.96,12.646355537501277,310629.30581054196,311080.30581054196,86180.30581054196,86180.30581054196,1.3831938897756424
917,918,1,918,81118,0.26,2676,1.0,GAINESVILLE,200000,1995,100,1614.0,1951,2025,0,-82.31765201999998,29.66685202,10204-000-000,594,468.0,0,29,73,0,0,2,6480,324433.02,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8895964159950379,True,0.71,12.679299221324303,321033.0066639308,327513.0066639308,127513.00666393078,127513.00666393078,1.6375650333196539
923,924,1,924,81415,0.36,1538,1.0,GAINESVILLE,255000,2008,100,1298.0,1953,2025,0,-82.31686818999998,29.66320781,10419-001-000,0,308.0,0,16,71,0,0,2,290,324433.04,1,5.0,12.0,Duck_Pond,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.231748883685437,True,0.84,12.77950009191429,354867.6180163637,355157.6180163637,100157.6180163637,100157.6180163637,1.392774972613191
1037,1038,1,1038,49399,0.25,1423,1.0,GAINESVILLE,140000,1995,100,1233.0,1956,2025,0,-82.37769403999998,29.65770068,06484-009-000,0,190.0,0,29,68,0,0,2,220,145302.01,1,12.0,21.0,HighSpringsAGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8553811692259979,True,0.71,12.418281612684922,247281.2452752758,247501.2452752758,107501.24527527581,107501.24527527581,1.7678660376805415
1054,1055,1,1055,62944,0.61,1980,1.0,ST. JOHN'S,200000,1995,100,1980.0,1965,2025,0,-82.41046602999998,29.60645488,06904-002-000,0,420.0,0,29,59,0,0,3,14416,125321.01,1,46.0,61.0,Kanapaha,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.087130052911435,False,0.71,12.576910543845035,289789.635481481,304205.635481481,104205.63548148097,104205.63548148097,1.5210281774074048
1127,1128,1,1128,96058,0.29,2222,0.5665645,WALDO,107500,1989,100,2222.0,1953,2025,0,-82.17140408999998,29.79135946,17072-013-000,0,0.0,0,30,71,0,0,2,6499,313523.01,2,38.0,51.0,Waldo,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9922421563021576,True,0.7,11.923262223790998,150732.5304744342,157231.5304744342,49731.5304744342,49731.5304744342,1.4626188881342717
1146,1147,1,1147,32186,0.25,1036,1.0,GAINESVILLE,110000,2014,100,1036.0,1981,2025,0,-82.36252048,29.71603325,06014-015-020,0,0.0,300,10,43,0,0,2,423,174313.04,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8553811692259979,True,0.9,12.411252241994507,245549.1087845508,245972.1087845508,135972.1087845508,135972.1087845508,2.236110079859553
1206,1207,1,1207,47537,0.34,1849,1.1624432,GAINESVILLE,120000,1995,100,1309.0,1976,2025,0,-82.37414321,29.66700491,06405-001-001,540,28.0,0,29,48,0,0,2,4788,114335.07,1,27.0,38.0,MidtownEast_B,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1633183901473574,True,0.71,12.624658329126715,303962.10837812873,308750.10837812873,188750.10837812873,188750.10837812873,2.5729175698177396
1208,1209,1,1209,47624,0.28,1466,1.0,GAINESVILLE,153000,1995,100,1298.0,1960,2025,0,-82.37672931999998,29.66971985,06410-015-000,0,210.0,240,29,64,0,0,2,523,114335.09,1,27.0,38.0,MidtownEast_B,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9580269095331179,True,0.71,12.498791844516521,268013.2891157732,268536.2891157732,115536.28911577322,115536.28911577322,1.7551391445475375
1268,1269,1,1269,61777,0.23,2158,1.0,ST. JOHN'S,260000,2002,100,2158.0,2002,2025,0,-82.44474123,29.62678817,06860-355-022,0,288.0,420,22,22,0,0,2,3303,125318.12,1,10.0,18.0,Haile_Like,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7869506756879182,True,0.78,12.915074129099885,406392.2597197641,409695.2597197641,149695.25971976412,149695.25971976412,1.5757509989221696
1279,1280,1,1280,76515,0.31,1080,1.0,GAINESVILLE,70000,1995,100,1080.0,1954,2025,0,-82.33404072,29.68384381,08286-001-000,0,344.0,0,29,70,0,0,1,448,324429.02,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0606726498402375,False,0.71,12.097809668889003,179478.31447517397,179926.31447517397,109926.31447517397,109926.31447517397,2.570375921073914
1290,1291,1,1291,76728,0.15,1152,1.0,GAINESVILLE,100000,1995,100,576.0,1950,2025,0,-82.33046301999998,29.67853469,08434-000-000,576,0.0,0,29,74,0,0,2,440,324429.08,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5132287015355987,True,0.71,12.144688839133114,188092.44301686116,188532.44301686116,88532.44301686116,88532.44301686116,1.8853244301686116
1294,1295,1,1295,76947,0.35,2013,1.0,GAINESVILLE,175000,1995,100,2013.0,1987,2025,0,-82.33740801,29.68456581,08565-001-002,0,0.0,0,29,37,0,0,3,4067,324429.07,1,50.0,67.0,MidtownEast_C,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1975336369163971,False,0.71,12.522678001756326,274492.16638263274,278559.16638263274,103559.16638263274,103559.16638263274,1.5917666650436157
1312,1313,1,1313,77414,0.16,1228,1.0,GAINESVILLE,150500,2005,100,1228.0,1999,2025,0,-82.34812796999998,29.68389858,08876-007-001,0,165.0,308,19,25,0,0,2,3426,324430.01,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5474439483046387,True,0.81,12.403257745036687,243593.89307785145,247019.89307785145,96519.89307785145,96519.89307785145,1.6413281932083152
1316,1317,1,1317,77516,0.15,832,1.0,GAINESVILLE,110000,1995,100,832.0,1960,2025,0,-82.34009512999998,29.68229306,08952-002-000,0,66.0,0,29,64,0,0,1,673,324430.02,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5132287015355987,True,0.71,11.937973169149139,152966.33892588812,153639.33892588812,43639.33892588812,43639.33892588812,1.3967212629626193
