,OID_,Join_Count,TARGET_FID,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,geo_id,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,hood_cd,sl_county_ratio_cd,FID_Market_Cluster_Union,FID_Market_Cluster,Market_Cluster_ID,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST. JOHN'S,SUWANNEE,WALDO,Alachua_Main,Archer,Buck_Bay,Carol_Estates,Duck_Pond,EastGNV,EastMidtownEastA,Florida_Park,Gainesvilleish_Region,Golfview,HSBUI_2,Haile_Like,Hawthorne,Hickory_Forest,HighSpringsA,HighSpringsAGNV,HighSpringsAGNVSouth,HighSpringsB,High_Springs,High_Springs_Main,Highland,Jonesville,Kanapaha,Lincoln_Estates,Lugano,Metcalf,MidtownEast_A,MidtownEast_B,MidtownEast_C,Montery,Newnans_Lake,QuailCreek,Rural_North,Rural_South,San_Felasco,Sorrento,Split_Rock,Springtree,SummerCreek,Sweetwater,TC_Forest,Tioga,Tioga_A,Tioga_B,Turkey_Creek,Valwood,Waldo,WaldoRural,Westchester,WildsPlantation,swNewberry_A,swNewberry_B,landiness,in_subdivision,percent_good,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,AbsV_Market_Residual,sale_ratio
1104,1105,1,1105,29562,0.48,1197,1.0,SUWANNEE,122000,1995,100,1197.0,1961,2025,0,-82.42124826,29.77340111,05901-007-000,0,0.0,0,29,63,0,0,1.0,5510,233321.02,1,2.0,8.0,Alachua_Main,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6367602001571002,True,0.71,12.113699195001018,182352.91739798777,187862.91739798777,65862.91739798777,65862.91739798777,1.5398599786720308
1227,1228,1,1228,7744,0.17,1692,1.0,NEWBERRY,170000,2011,100,1692.0,2007,2025,0,-82.61377681,29.65937975,01894-102-083,0,460.0,441,13,17,0,0,2.0,243,224100.03,1,42.0,55.0,swNewberry_A,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5796859042223064,True,0.87,12.544822201036606,280638.3759047188,280881.3759047188,110881.37590471882,110881.37590471882,1.6522433876748166
1338,1339,1,1339,87741,0.1,732,1.0,GAINESVILLE,126000,1995,100,732.0,1900,2025,0,-82.33214710999998,29.65596246,13593-000-000,0,66.0,0,29,124,0,0,1.0,0,145405.07,2,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3409917083660626,True,0.71,12.040022578530802,169400.76523755092,169400.76523755092,43400.76523755092,43400.76523755092,1.3444505177583406
1402,1403,1,1403,103038,0.31,1008,1.0,HAWTHORNE,52000,1995,100,1008.0,1990,2025,0,-82.09302698,29.59518349,19691-000-000,0,84.0,0,29,34,0,0,1.0,2943,315626.26,1,11.0,19.0,Hawthorne,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0570742959347939,True,0.71,11.794281207767643,132492.4852582053,135435.4852582053,83435.4852582053,83435.4852582053,2.6045285626577943
1411,1412,1,1412,93473,0.23,1212,1.0,ST. JOHN'S,92000,1995,100,1008.0,1963,2025,0,-82.26848083999998,29.63188262,16189-003-010,0,258.0,0,29,61,0,0,1.0,0,315412.04,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7842809292419439,True,0.71,11.964474604919612,157074.36033668503,157074.36033668503,65074.36033668503,65074.36033668503,1.70733000365962
1412,1413,1,1413,93483,0.15,672,1.0,ST. JOHN'S,75000,1995,100,672.0,1965,2025,0,-82.26847818,29.63012963,16189-003-023,0,15.0,0,29,59,0,0,1.0,479,315412.04,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5114875625490939,True,0.71,11.595907209720473,108652.1973637199,109131.1973637199,34131.1973637199,34131.1973637199,1.4550826315162653
1414,1415,1,1415,93530,0.46,1176,1.0,ST. JOHN'S,99500,1995,100,1176.0,1966,2025,0,-82.26843157,29.63516739,16193-005-000,0,384.0,0,29,58,0,0,1.0,1284,315412.01,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5685618584838878,False,0.71,11.945937753189508,154189.51677301465,155473.51677301465,55973.51677301465,55973.51677301465,1.562547907266479
1422,1423,1,1423,94021,0.86,1200,1.0,GAINESVILLE,27500,1995,100,1200.0,1950,2025,0,-82.30941615,29.62913627,16248-001-000,0,156.0,0,29,74,0,0,1.0,2592,145409.02,1,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.932528691948138,False,0.71,11.93125765937769,151942.53351737573,154534.53351737573,127034.53351737573,127034.53351737573,5.6194375824500264
1426,1427,1,1427,91050,0.21,1232,1.0,GAINESVILLE,151000,1995,100,1232.0,1977,2025,0,-82.33624018,29.63409109,15699-059-030,0,24.0,460,29,47,0,0,2.0,4153,148400.02,1,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7160825875687314,True,0.71,12.505714168261747,269875.00011999684,274028.00011999684,123028.00011999684,123028.00011999684,1.8147549676820982
1493,1494,1,1494,103258,0.6,1934,1.0,HAWTHORNE,120000,1995,100,1024.0,1900,2025,0,-82.08927844,29.59113239,19797-000-000,630,280.0,0,29,124,0,0,2.0,7236,315626.26,1,11.0,19.0,Hawthorne,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0459502501963756,False,0.71,12.192483637413625,197300.58112885163,204536.58112885163,84536.58112885163,84536.58112885163,1.7044715094070968
1527,1528,1,1528,86312,0.1,792,1.0,GAINESVILLE,65100,1995,100,792.0,1957,2025,0,-82.30672937999998,29.64797779,12744-031-000,0,0.0,0,29,67,0,0,1.0,333,145404.05,2,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3409917083660626,True,0.71,11.578889778870444,106818.8597000956,107151.8597000956,42051.85970009561,42051.85970009561,1.6459579062994716
1615,1616,1,1616,47411,0.3,2759,1.0,GAINESVILLE,209900,1989,100,2759.0,1959,2025,0,-82.37526079,29.66150071,06400-087-000,0,36.0,0,30,65,0,0,2.0,18145,114335.05,2,27.0,38.0,MidtownEast_B,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0229751250981878,True,0.7,12.764547177255471,349600.78817127546,367745.78817127546,157845.78817127546,157845.78817127546,1.7520047078193208
1655,1656,1,1656,21680,0.82,1682,1.0,SUWANNEE,247500,1995,100,1682.0,1974,2025,0,-82.47289736,29.65308492,04337-059-000,0,120.0,0,29,50,0,0,2.0,31460,215202.02,1,35.0,48.0,Tioga_A,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2.7961320086017127,True,0.71,12.641393224860234,309091.6843142023,340551.6843142023,93051.68431420228,93051.68431420228,1.375966401269504
1714,1715,1,1715,33929,0.26,1436,1.0,GAINESVILLE,180000,1998,100,1436.0,1995,2025,0,-82.3873239,29.70905539,06020-030-081,0,362.0,462,26,29,0,0,2.0,22540,164314.13,1,16.0,26.0,San_Felasco,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8865784417517627,True,0.74,12.526349458251849,275501.8047173536,298041.8047173536,118041.8047173536,118041.8047173536,1.6557878039852978
1789,1790,1,1790,38046,0.37,972,1.0,GAINESVILLE,120100,1995,100,972.0,1979,2025,0,-82.35998203,29.69263535,06076-060-016,0,0.0,0,29,45,0,0,1.5,820,154324.1,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2616693209544314,True,0.71,12.113748993437685,182361.99851430662,183181.99851430662,63081.998514306615,63081.998514306615,1.5252456162723282
1879,1880,1,1880,86083,0.19,1588,1.0,GAINESVILLE,250000,1995,100,1428.0,1967,2025,0,-82.31721301999998,29.65711179,12582-006-000,0,308.0,264,29,57,0,0,2.0,2221,145404.02,1,5.0,12.0,Duck_Pond,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6478842458955189,True,0.71,12.753446265163477,345741.3617642213,347962.3617642213,97962.36176422128,97962.36176422128,1.3918494470568852
1954,1955,1,1955,18375,0.19,1911,1.1624432,SUWANNEE,239900,1999,100,1911.0,1999,2025,0,-82.4627114,29.68471248,04211-322-073,0,188.0,504,25,25,0,0,2.0,389,134225.02,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6478842458955189,True,0.75,12.73250295779427,338575.69247823494,338964.69247823494,99064.69247823494,99064.69247823494,1.4129416109972277
