,OID_,Join_Count,TARGET_FID,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,geo_id,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,hood_cd,sl_county_ratio_cd,FID_Market_Cluster_Union,FID_Market_Cluster,Market_Cluster_ID,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST. JOHN'S,SUWANNEE,WALDO,Alachua_Main,Archer,Buck_Bay,Carol_Estates,Duck_Pond,EastGNV,EastMidtownEastA,Florida_Park,Gainesvilleish_Region,Golfview,HSBUI_2,Haile_Like,Hawthorne,Hickory_Forest,HighSpringsA,HighSpringsAGNV,HighSpringsAGNVSouth,HighSpringsB,High_Springs,High_Springs_Main,Highland,Jonesville,Kanapaha,Lincoln_Estates,Lugano,Metcalf,MidtownEast_A,MidtownEast_B,MidtownEast_C,Montery,Newnans_Lake,QuailCreek,Rural_North,Rural_South,San_Felasco,Sorrento,Split_Rock,Springtree,SummerCreek,Sweetwater,TC_Forest,Tioga,Tioga_A,Tioga_B,Turkey_Creek,Valwood,Waldo,WaldoRural,Westchester,WildsPlantation,swNewberry_A,swNewberry_B,landiness,in_subdivision,percent_good,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,AbsV_Market_Residual,sale_ratio
1326,1327,1,1327,91050,0.21,1232,1.0,GAINESVILLE,151000,1995,100,1232.0,1977,2025,0,-82.33624018,29.63409109,15699-059-030,0,24.0,460,29,47,0,0,2,4153,148400.02,1,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7164388811445712,True,0.71,12.511749352446227,271508.6702438995,275661.6702438995,124661.67024389951,124661.67024389951,1.8255739751251623
1409,1410,1,1410,100838,0.65,1271,0.5665645,SUWANNEE,119000,1995,100,1271.0,1930,2025,0,-82.05417948999998,29.71088569,18751-000-000,0,0.0,0,29,94,0,0,1,4151,314613.03,1,39.0,52.0,WaldoRural,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.2175489178284344,True,0.71,11.939592465131016,153214.23736017424,157365.23736017424,38365.237360174244,38365.237360174244,1.3223969526065062
1424,1425,1,1425,103038,0.31,1008,1.0,HAWTHORNE,52000,1995,100,1008.0,1990,2025,0,-82.09302698,29.59518349,19691-000-000,0,84.0,0,29,34,0,0,1,2943,315626.26,1,11.0,19.0,Hawthorne,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0576002531181765,True,0.71,11.761767437707736,128253.93408737092,131196.93408737093,79196.93408737093,79196.93408737093,2.5230179632186718
1432,1433,1,1433,93473,0.23,1212,1.0,ST. JOHN'S,92000,1995,100,1008.0,1963,2025,0,-82.26848083999998,29.63188262,16189-003-010,0,258.0,0,29,61,0,0,1,0,315412.04,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7846711555392923,True,0.71,11.93056662758924,151837.5726665165,151837.5726665165,59837.5726665165,59837.5726665165,1.6504083985490923
1433,1434,1,1434,93483,0.15,672,1.0,ST. JOHN'S,75000,1995,100,672.0,1965,2025,0,-82.26847818,29.63012963,16189-003-023,0,15.0,0,29,59,0,0,1,479,315412.04,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.511742057960408,True,0.71,11.55802419741817,104613.1141898499,105092.1141898499,30092.114189849905,30092.114189849905,1.4012281891979987
1435,1436,1,1436,93530,0.46,1176,1.0,ST. JOHN'S,99500,1995,100,1176.0,1966,2025,0,-82.26843157,29.63516739,16193-005-000,0,384.0,0,29,58,0,0,1,1284,315412.01,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5693423110785847,False,0.71,11.925323213174511,151043.50897110425,152327.50897110425,52827.50897110425,52827.50897110425,1.5309297384030578
1443,1444,1,1444,94021,0.86,1200,1.0,GAINESVILLE,27500,1995,100,1200.0,1950,2025,0,-82.30941615,29.62913627,16248-001-000,0,156.0,0,29,74,0,0,1,2592,145409.02,1,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.9339877989730057,False,0.71,11.931739138532352,152015.7082946221,154607.7082946221,127107.7082946221,127107.7082946221,5.622098483440804
1473,1474,1,1474,103258,0.6,1934,1.0,HAWTHORNE,120000,1995,100,1024.0,1900,2025,0,-82.08927844,29.59113239,19797-000-000,630,280.0,0,29,124,0,0,2,7236,315626.26,1,11.0,19.0,Hawthorne,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.046968231841632,False,0.71,12.18238534237824,195318.2077914827,202554.2077914827,82554.20779148271,82554.20779148271,1.6879517315956893
1510,1511,1,1511,86312,0.1,792,1.0,GAINESVILLE,65100,1995,100,792.0,1957,2025,0,-82.30672937999998,29.64797779,12744-031-000,0,0.0,0,29,67,0,0,1,333,145404.05,2,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.34116137197360535,True,0.71,11.563956952722735,105235.60290877084,105568.60290877084,40468.602908770845,40468.602908770845,1.621637525480351
1593,1594,1,1594,47411,0.3,2759,1.0,GAINESVILLE,209900,1989,100,2759.0,1959,2025,0,-82.37526079,29.66150071,06400-087-000,0,36.0,0,30,65,0,0,2,18145,114335.05,2,27.0,38.0,MidtownEast_B,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.023484115920816,True,0.7,12.759025769437736,347675.81880720134,365820.81880720134,155920.81880720134,155920.81880720134,1.7428338199485534
1690,1691,1,1691,33929,0.26,1436,1.0,GAINESVILLE,180000,1998,100,1436.0,1995,2025,0,-82.3873239,29.70905539,06020-030-081,0,362.0,462,26,29,0,0,2,22540,164314.13,1,16.0,26.0,San_Felasco,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8870195671313739,True,0.74,12.496596279360071,267425.4939841027,289965.4939841027,109965.49398410268,109965.49398410268,1.6109194110227927
1763,1764,1,1764,38046,0.37,972,1.0,GAINESVILLE,120100,1995,100,972.0,1979,2025,0,-82.35998203,29.69263535,06076-060-016,0,0.0,0,29,45,0,0,2,820,154324.1,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2622970763023396,True,0.71,12.120419297050223,183582.4743587925,184402.4743587925,64302.474358792504,64302.474358792504,1.5354077798400707
1930,1931,1,1931,18375,0.19,1911,1.1624432,SUWANNEE,239900,1999,100,1911.0,1999,2025,0,-82.4627114,29.68471248,04211-322-073,0,188.0,504,25,25,0,0,2,389,134225.02,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6482066067498501,True,0.75,12.708184664249563,330441.4161278167,330830.4161278167,90930.41612781672,90930.41612781672,1.3790346649763099
