prop_id,legal_acreage_x,living_area_x,imprv_det_quality_cd,tax_area_description,abs_subdv_cd,sl_price,Total_MISC_Val,effective_age,Assessment_Val,legal_acreage_y,A,B,C,D,E,F,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,HighSprings_A,HighSprings_B,HighSprings_C,HighSprings_D,HighSprings_E,HighSprings_F,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,MidtownEast_E,MidtownEast_F,Springtree_A,Springtree_B,Springtree_C,Tioga_A,Tioga_B,WaldoRural_A,WaldoRural_B,WaldoRural_C,swNewberry_A,swNewberry_B,swNewberry_C,in_subdivision,percent_good,predicted_log_Assessment_Val,predicted_Assessment_Val,residual,residualAV,geo_id,MA,Cluster ID,Membership Probability,OBJECTID *,CENTROID_X,CENTROID_Y,property_use_cd,hood_cd,tax_area_id,legal_acreage,living_area_y,actual_age,norm_legal_acreage,norm_living_area,norm_actual_age
3212,0.22,1176,3.0,HIGH SPRINGS,64600.0,126900,1200,30,106665.0,0.22,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7,11.952962313434703,155276.44344422704,-48611.44344422704,48611.44344422704,00687-000-000,HighSprings,B,0.38,1222,-82.597886,29.830339,100,223100.07,1013,0.22,1176,69,-0.169411,-0.926953,1.850471
3310,0.68,2258,3.0,HIGH SPRINGS,64600.0,263600,7636,30,216424.0,0.68,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7,12.358219565951233,232866.25758187976,-16442.257581879763,16442.257581879763,00762-006-000,HighSprings,D,0.69,1288,-82.600323,29.833635,100,223100.07,1013,0.68,2258,63,-0.118906,0.360116,1.532983
3316,0.34,2370,3.0,HIGH SPRINGS,64600.0,360400,13996,24,292343.99999999994,0.34,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.76,12.437736630909512,252139.2090693894,40204.79093061053,40204.79093061053,00769-000-000,HighSprings,D,0.74,1294,-82.600854,29.831802,100,223100.07,1013,0.34,2370,74,-0.156236,0.493343,2.115045
3432,0.2,1442,3.0,HIGH SPRINGS,64600.0,142000,2739,30,117960.99999999999,0.2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7,11.939616060375501,153217.85253021365,-35256.85253021367,35256.85253021367,00861-000-000,HighSprings,D,0.96,1379,-82.60508,29.830827,100,223100.07,1013,0.2,1442,110,-0.171607,-0.610538,4.019974
3547,1.15,2112,3.0,HIGH SPRINGS,94500.0,260300,37536,28,183719.0,1.15,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.72,12.385852679633885,239390.8090186067,-55671.8090186067,55671.8090186067,00983-000-000,HighSprings,D,0.66,1437,-82.604646,29.836274,100,223100.09,1013,1.15,2112,48,-0.067303,0.186445,0.739262
3553,0.34,945,3.0,HIGH SPRINGS,94500.0,118500,64,30,100661.0,0.34,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7,11.678194959869067,117971.10019726437,-17310.10019726437,17310.10019726437,00989-000-000,HighSprings,D,0.84,1439,-82.604899,29.835802,100,223100.09,1013,0.34,945,89,-0.156236,-1.201734,2.908765
3821,0.23,1655,3.0,HIGH SPRINGS,171900.0,286900,2477,30,241388.00000000003,0.23,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7,12.201739789473974,199135.30344440544,42252.69655559459,42252.69655559459,01231-000-000,HighSprings,B,0.47,1579,-82.598506,29.823496,100,223100.08,1013,0.23,1655,95,-0.168314,-0.357169,3.226254
3824,0.23,1100,3.0,HIGH SPRINGS,171900.0,221500,2500,15,185775.0,0.23,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.85,12.14351814799436,187872.37370228712,-2097.373702287121,2097.373702287121,01234-000-000,HighSprings,B,0.42,1582,-82.598647,29.82325,100,223100.08,1013,0.23,1100,124,-0.168314,-1.017357,4.76078
3826,0.17,1580,3.0,HIGH SPRINGS,171900.0,178500,1155,30,150570.0,0.17,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7,12.144564681964422,188069.0914413466,-37499.091441346594,37499.091441346594,01236-000-000,HighSprings,B,0.38,1584,-82.59935,29.82356,100,223100.08,1013,0.17,1580,84,-0.174901,-0.446384,2.644192
3850,0.23,1232,3.0,HIGH SPRINGS,171900.0,222900,783,13,188682.0,0.23,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.87,12.253016616686766,209612.65713217098,-20930.657132170978,20930.657132170978,01252-000-000,HighSprings,B,0.45,1598,-82.600265,29.822669,100,223100.08,1013,0.23,1232,47,-0.168314,-0.860339,0.686348
3938,0.31,1600,3.0,HIGH SPRINGS,45800.0,275600,3168,14,231092.0,0.31,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.86,12.450221903613093,255306.96988305185,-24214.969883051846,24214.969883051846,01307-001-000,HighSprings,B,0.65,1631,-82.602414,29.819989,100,223100.08,1013,0.31,1600,21,-0.15953,-0.422593,-0.689435
3947,0.23,1524,3.0,HIGH SPRINGS,45800.0,290700,1616,17,245478.99999999997,0.23,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.83,12.348726953329138,230666.2070401342,14812.792959865765,14812.792959865765,01313-000-000,HighSprings,B,0.62,1637,-82.602403,29.821577,100,223100.08,1013,0.23,1524,17,-0.168314,-0.512997,-0.901094
3956,0.46,1040,3.0,HIGH SPRINGS,45800.0,200100,1546,30,168538.99999999997,0.46,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7,11.923027425086568,150697.14282621298,17841.857173786993,17841.857173786993,01317-002-000,HighSprings,B,0.31,1646,-82.601729,29.823007,100,223100.08,1013,0.46,1040,62,-0.143061,-1.088729,1.480068
3969,0.3,896,3.0,HIGH SPRINGS,45800.0,153000,640,30,129409.99999999999,0.3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7,11.782271615310034,130910.82108788422,-1500.8210878842365,1500.8210878842365,01327-000-000,HighSprings,B,0.22,1652,-82.601761,29.82413,100,223100.08,1013,0.3,896,104,-0.160628,-1.260021,3.702486
4032,0.34,1352,3.0,HIGH SPRINGS,0.0,198300,352,30,168203.0,0.34,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7,11.989647115316377,161078.5020195022,7124.497980497807,7124.497980497807,01379-006-000,HighSprings,B,0.68,1669,-82.593976,29.823021,100,223100.08,1013,0.34,1352,57,-0.156236,-0.717596,1.215495
4104,0.23,1012,3.0,HIGH SPRINGS,152600.0,159300,232,25,135172.99999999997,0.23,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.75,11.932172349458751,152081.57742702344,-16908.57742702347,16908.57742702347,01386-100-045,HighSprings,B,0.72,1703,-82.596146,29.819049,100,223100.11,1013,0.23,1012,54,-0.168314,-1.122035,1.056751
4179,0.47,1431,3.0,HIGH SPRINGS,180500.0,270300,567,16,229188.0,0.47,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.84,12.374495534481527,236687.39345215802,-7499.393452158023,7499.393452158023,01408-001-000,HighSprings,B,0.74,1716,-82.592779,29.816665,100,223100.02,1013,0.47,1431,21,-0.141963,-0.623623,-0.689435
4256,0.51,1384,3.0,HIGH SPRINGS,180500.0,225500,6838,30,184837.0,0.51,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7,12.136301923837348,186521.5244183521,-1684.5244183521136,1684.5244183521136,01408-071-000,HighSprings,B,0.69,1775,-82.599415,29.815079,100,223100.02,1013,0.51,1384,35,-0.137571,-0.679531,0.051371
4347,0.25,1413,3.0,HIGH SPRINGS,180500.0,275400,555,21,233534.99999999997,0.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.79,12.241248630015113,207160.395567692,26374.60443230797,26374.60443230797,01408-164-000,HighSprings,B,0.74,1852,-82.593138,29.81557,100,223100.02,1013,0.25,1413,21,-0.166118,-0.645035,-0.689435
4351,0.28,1180,3.0,HIGH SPRINGS,180500.0,243100,1579,14,205056.0,0.28,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.86,12.223611984377598,203538.8112549026,1517.1887450974027,1517.1887450974027,01408-168-000,HighSprings,B,0.74,1856,-82.592636,29.815875,100,223100.02,1013,0.28,1180,21,-0.162824,-0.922195,-0.689435
4423,3.17,1214,3.0,SUWANNEE,0.0,241000,3642,18,201208.0,3.17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8200000000000001,12.398833778614406,242518.6221092522,-41310.6221092522,41310.6221092522,01440-005-001,HighSprings,B,0.86,1893,-82.625571,29.824978,100,223100.4,1003,3.17,1214,28,0.154482,-0.881751,-0.319032
4449,0.33,1434,3.0,HIGH SPRINGS,9005.0,229000,3104,30,191546.0,0.33,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7,12.127379296812702,184864.66518470354,6681.334815296461,6681.334815296461,01442-001-003,HighSprings,B,0.47,1900,-82.610129,29.821324,100,223104.01,1013,0.33,1434,60,-0.157334,-0.620055,1.374239
4483,0.24,1212,3.0,HIGH SPRINGS,8905.0,223000,1279,24,188271.0,0.24,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.76,12.081020235753694,176490.13046623612,11780.869533763878,11780.869533763878,01442-010-008,HighSprings,B,0.64,1927,-82.609934,29.818409,100,223104.01,1013,0.24,1212,44,-0.167216,-0.88413,0.527603
4490,0.31,1710,3.0,HIGH SPRINGS,8905.0,280000,6575,29,231425.0,0.31,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.71,12.265961723433714,212343.75438830853,19081.24561169147,19081.24561169147,01442-010-015,HighSprings,B,0.64,1932,-82.611048,29.819612,100,223104.01,1013,0.31,1710,42,-0.15953,-0.291745,0.421774
4604,5.27,2341,3.0,SUWANNEE,160200.0,494400,16554,19,403686.0,5.27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.81,12.99333059338212,439472.5748579641,-35786.57485796412,35786.57485796412,01456-010-006,HighSprings,B,0.91,1974,-82.643991,29.82507,100,223106.01,1003,5.27,2341,19,0.38505,0.458847,-0.795264
4682,5.01,2937,4.0,HIGH SPRINGS,227600.0,695800,1630,4,589800.0,5.01,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.96,13.37310699865642,642490.3001896229,-52690.30018962291,52690.30018962291,01481-010-015,HighSprings,B,0.9,2012,-82.624206,29.8065,100,223100.19,1013,5.01,2937,4,0.356504,1.167806,-1.588985
4703,1.01,1981,3.0,HIGH SPRINGS,232400.0,441000,15770,15,359080.0,1.01,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.85,12.682720096941928,322133.10121939005,36946.89878060995,36946.89878060995,01481-020-062,HighSprings,B,0.84,2031,-82.616108,29.816283,100,223100.04,1013,1.01,1981,15,-0.082674,0.030617,-1.006923
