prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,HighSprings_A,HighSprings_B,HighSprings_B1,HighSprings_C,HighSprings_D,HighSprings_E,HighSprings_F,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,MidtownEast_E,MidtownEast_F,Springtree_A,Springtree_B,Springtree_C,Tioga_A,Tioga_B,WaldoRural_A,WaldoRural_B,WaldoRural_C,swNewberry_A,swNewberry_B,swNewberry_C,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
1367,3.5,2297,1.15,HIGH SPRINGS,573800,26124,2011,100,1805.0,492.0,636.0,576.0,13,461606.0,4.531938664052506,-82.611772,29.842352,00090-010-013,HighSprings_B,True,False,False,0.87,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.066151173971143,472669.2552634985,498793.2552634985,-75006.74473650148,11063.255263498519,75006.74473650148,11063.255263498519,0.8692806818813149
1416,1.07,2260,1.0,HIGH SPRINGS,199700,6919,1994,100,1780.0,0.0,480.0,320.0,30,162826.0,1.3854783915817661,-82.583832,29.847818,00146-002-001,HighSprings_B,False,False,False,0.7,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.50299604521567,269142.4427042309,276061.4427042309,76361.4427042309,106316.4427042309,76361.4427042309,106316.4427042309,1.3823807846982017
1430,1.2,2250,1.0,HIGH SPRINGS,427400,20850,2010,100,1260.0,990.0,192.0,371.0,14,342440.0,1.553807541960859,-82.58572,29.844898,00146-032-000,HighSprings_B,False,False,False,0.86,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.738258846714281,340530.11588128435,361380.11588128435,-66019.88411871565,-1909.8841187156504,66019.88411871565,1909.8841187156504,0.8455313895210209
1473,6.48,1416,1.0,HIGH SPRINGS,495500,6240,2010,100,1416.0,0.0,0.0,288.0,14,414935.0,8.39056072658864,-82.624925,29.846917,00155-010-012,HighSprings_B,True,False,False,0.86,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.576495659173727,289669.43114100915,295909.43114100915,-199590.56885899085,-125265.56885899085,199590.56885899085,125265.56885899085,0.5971936047245392
1523,2.25,2596,1.0,SUWANNEE,674100,464,2008,100,2596.0,0.0,525.0,2004.0,16,572521.0,2.913389141176611,-82.631114,29.840853,00165-004-000,HighSprings_B,False,False,False,0.84,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.946739974050729,419466.93176659377,419930.93176659377,-254169.06823340623,-153054.06823340623,254169.06823340623,153054.06823340623,0.6229504995795784
1526,1.35,1823,1.0,SUWANNEE,435600,7910,2015,100,1823.0,0.0,124.0,441.0,9,362349.99999999994,1.7480334847059666,-82.632146,29.840313,00165-007-000,HighSprings_B,False,False,False,0.91,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.735801789277431,339694.44089872553,347604.44089872553,-87995.55910127447,-22655.55910127441,87995.55910127447,22655.55910127441,0.7979899928804535
1555,12.2,2553,1.0,SUWANNEE,669900,46579,2006,100,2553.0,0.0,624.0,639.0,18,522835.99999999994,15.797043343268733,-82.634435,29.830767,00165-020-020,HighSprings_B,True,False,False,0.8200000000000001,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.067186762655606,473158.9997388927,519737.9997388927,-150162.00026110729,-49677.00026110723,150162.00026110729,49677.00026110723,0.7758441554543853
1610,1.19,1436,1.0,HIGH SPRINGS,292100,2916,2012,100,1436.0,0.0,64.0,300.0,12,245369.0,1.5408591457778518,-82.613894,29.841391,00181-100-014,HighSprings_B,True,False,False,0.88,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.521552777291797,274183.474787935,277099.474787935,-15000.525212065026,28814.474787934974,15000.525212065026,28814.474787934974,0.9486459253267202
1613,1.0,2447,1.0,HIGH SPRINGS,384500,12919,2000,100,7341.0,0.0,1398.0,0.0,24,313906.0,1.2948396183007158,-82.613159,29.840261,00181-100-017,HighSprings_B,True,False,False,0.76,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.584719496635179,292061.4477569,304980.4477569,-79519.55224310001,-21844.552243100014,79519.55224310001,21844.552243100014,0.7931871203040312
1624,1.0,1903,1.0,HIGH SPRINGS,357700,20905,2005,100,1903.0,0.0,512.0,420.0,19,283140.0,1.2948396183007158,-82.614138,29.84265,00181-100-028,HighSprings_B,True,False,False,0.81,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.614365844476595,300849.6280979128,321754.6280979128,-35945.37190208718,17709.62809791282,35945.37190208718,17709.62809791282,0.8995097235054873
1628,1.0,2004,1.0,HIGH SPRINGS,443500,15700,2010,100,4008.0,0.0,1392.0,1248.0,14,361275.0,1.2948396183007158,-82.615078,29.843042,00181-100-032,HighSprings_B,True,False,False,0.86,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.746032568265584,343187.61814037996,358887.61814037996,-84612.38185962004,-18087.381859620044,84612.38185962004,18087.381859620044,0.8092167263593686
1641,1.0,2046,1.0,HIGH SPRINGS,340300,10996,2002,100,1727.5,0.0,510.5,480.0,22,278259.0,1.2948396183007158,-82.616605,29.839257,00181-100-045,HighSprings_B,True,False,False,0.78,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.618935547364377,302227.5675011905,313223.5675011905,-27076.432498809474,23968.567501190526,27076.432498809474,23968.567501190526,0.9204336394392905
1699,0.34,960,0.9,HIGH SPRINGS,25100,145,1994,100,1920.0,0.0,144.0,0.0,30,21190.0,0.4402454702222434,-82.608052,29.837502,00206-002-001,HighSprings_D,False,False,True,0.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.456778787099564,94540.04563941693,94685.04563941693,69585.04563941693,73350.04563941693,69585.04563941693,73350.04563941693,3.772312575275575
1714,0.24,1360,1.0,HIGH SPRINGS,252200,2417,1994,100,1360.0,0.0,88.0,546.0,30,211953.0,0.3107615083921718,-82.604115,29.83783,00206-010-010,HighSprings_B,True,False,False,0.7,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.119549680013716,183422.89730700388,185839.89730700388,-66360.10269299612,-28530.102692996123,66360.10269299612,28530.102692996123,0.7368750884496585
1717,0.36,1856,1.0,HIGH SPRINGS,235800,640,2002,100,1856.0,0.0,301.0,400.0,22,199789.99999999997,0.46614226258825764,-82.603691,29.837177,00206-010-013,HighSprings_B,True,False,False,0.78,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.471862037206845,260892.05991162508,261532.05991162508,25732.05991162508,61102.05991162511,25732.05991162508,61102.05991162511,1.1091266323648221
1718,0.29,1329,1.0,HIGH SPRINGS,275300,720,2013,100,1329.0,0.0,174.0,0.0,11,233285.0,0.37550348930720756,-82.603356,29.837249,00206-010-014,HighSprings_B,True,False,False,0.89,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.272291089257502,213692.01801604385,214412.01801604385,-60887.98198395615,-19592.981983956153,60887.98198395615,19592.981983956153,0.7788304323139987
1719,0.3,1165,1.0,HIGH SPRINGS,223300,2249,1998,100,1165.0,0.0,40.0,216.0,26,187556.0,0.38845188549021475,-82.60322,29.837536,00206-010-015,HighSprings_B,True,False,False,0.74,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.078068605182365,175969.96484763053,178218.96484763053,-45081.03515236947,-11586.03515236947,45081.03515236947,11586.03515236947,0.7981144865545479
1742,0.17,1209,1.0,HIGH SPRINGS,274900,607,2022,100,1209.0,0.0,80.0,420.0,2,233058.00000000003,0.2201227351111217,-82.605048,29.838603,00206-040-012,HighSprings_B,True,False,False,0.98,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.39775105083746,242256.18256159985,242863.18256159985,-32036.817438400147,9198.182561599824,32036.817438400147,9198.182561599824,0.8834601038981442
1745,0.17,1397,1.0,HIGH SPRINGS,280600,629,2022,100,1397.0,0.0,84.0,400.0,2,237881.0,0.2201227351111217,-82.605046,29.839219,00206-040-015,HighSprings_B,True,False,False,0.98,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.486861661594126,264834.8389954449,265463.8389954449,-15136.16100455512,26953.83899544488,15136.16100455512,26953.83899544488,0.9460578724000174
1750,0.18,1384,1.0,HIGH SPRINGS,264400,624,2022,100,1384.0,0.0,84.0,420.0,2,224116.00000000003,0.23307113129412882,-82.606579,29.839972,00206-040-020,HighSprings_B,True,False,False,0.98,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.486413936008095,264716.2922021506,265340.2922021506,940.2922021506238,40600.292202150595,940.2922021506238,40600.292202150595,1.0035563245164547
1778,0.17,1397,1.0,HIGH SPRINGS,259300,599,2022,100,1397.0,0.0,84.0,400.0,2,219806.0,0.2201227351111217,-82.605904,29.83827,00206-040-048,HighSprings_B,True,False,False,0.98,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.486861661594126,264834.8389954449,265433.8389954449,6133.838995444879,45028.83899544488,6133.838995444879,45028.83899544488,1.023655375994774
1786,0.17,1209,1.0,HIGH SPRINGS,238500,0,2022,100,1209.0,0.0,16.0,420.0,2,202725.0,0.2201227351111217,-82.606344,29.838528,00206-040-056,HighSprings_B,True,False,False,0.98,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.383245875971067,238767.5768556818,238767.5768556818,267.5768556818075,36042.57685568181,267.5768556818075,36042.57685568181,1.00112191553745
1788,0.17,1202,1.0,HIGH SPRINGS,244400,0,2023,100,1202.0,0.0,76.0,380.0,1,207740.0,0.2201227351111217,-82.606905,29.838234,00206-040-058,HighSprings_B,True,False,False,0.99,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.403236838526125,243588.80043278792,243588.80043278792,-811.1995672120829,35848.80043278792,811.1995672120829,35848.80043278792,0.9966808528346478
1789,0.17,1209,1.0,HIGH SPRINGS,255000,942,2023,100,1209.0,0.0,16.0,420.0,1,215808.0,0.2201227351111217,-82.607038,29.838357,00206-040-059,HighSprings_B,True,False,False,0.99,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.394823702128527,241548.05121772125,242490.05121772125,-12509.948782278749,25740.05121772125,12509.948782278749,25740.05121772125,0.9509413773243971
1790,0.18,1418,1.0,HIGH SPRINGS,292500,368,2012,100,2836.0,0.0,300.0,760.0,12,248256.99999999997,0.23307113129412882,-82.607005,29.838582,00206-040-060,HighSprings_B,True,False,False,0.88,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.402450001849573,243397.21121520633,243765.21121520633,-48734.788784793665,-4859.788784793636,48734.788784793665,4859.788784793636,0.8333853374878849
1792,0.18,1742,1.0,HIGH SPRINGS,312000,1455,2017,100,1742.0,0.0,312.0,462.0,7,263745.0,0.23307113129412882,-82.607005,29.839012,00206-040-062,HighSprings_B,True,False,False,0.9299999999999999,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.583421427062671,291682.5776313542,293137.5776313542,-18862.422368645784,27937.577631354216,18862.422368645784,27937.577631354216,0.9395435180492122
1795,0.18,1776,1.0,HIGH SPRINGS,302400,520,2022,100,1776.0,0.0,144.0,420.0,2,256520.0,0.23307113129412882,-82.60666,29.839527,00206-040-065,HighSprings_B,True,False,False,0.98,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.64605857651511,310537.0747207514,311057.0747207514,8657.074720751378,54017.07472075138,8657.074720751378,54017.07472075138,1.0286278925950774
1815,0.19,1368,1.0,HIGH SPRINGS,293700,339,2011,100,1368.0,0.0,277.0,483.0,13,249306.0,0.24601952747713599,-82.606751,29.841343,00207-010-001,HighSprings_B,True,False,False,0.87,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.361386663578749,233604.93687106413,233943.93687106413,-59756.06312893587,-15701.063128935872,59756.06312893587,15701.063128935872,0.796540472833041
1817,0.12,1368,1.0,HIGH SPRINGS,324200,1282,2014,100,1367.5,0.0,149.5,420.0,10,274288.0,0.1553807541960859,-82.606959,29.841602,00207-010-003,HighSprings_B,True,False,False,0.9,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.356420876993269,232447.78008393667,233729.78008393667,-90470.21991606333,-41840.21991606333,90470.21991606333,41840.21991606333,0.7209431834791384
1819,0.12,1264,1.0,HIGH SPRINGS,237700,1000,2012,100,1264.0,0.0,244.0,380.0,12,201045.0,0.1553807541960859,-82.607131,29.841833,00207-010-005,HighSprings_B,True,False,False,0.88,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.284257626393124,216264.5328340928,217264.5328340928,-20435.467165907205,15219.532834092795,20435.467165907205,15219.532834092795,0.9140283249225611
1830,0.18,1421,1.0,HIGH SPRINGS,295900,400,2017,100,1421.0,0.0,120.0,460.0,7,251115.0,0.23307113129412882,-82.608209,29.841858,00207-010-016,HighSprings_B,True,False,False,0.9299999999999999,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.4481746764877,254784.83317758088,255184.83317758088,-40715.16682241912,3669.8331775808765,40715.16682241912,3669.8331775808765,0.8624022750171709
1846,0.12,1264,1.0,HIGH SPRINGS,275100,368,2010,100,1264.0,0.0,244.0,380.0,14,233466.99999999997,0.1553807541960859,-82.606201,29.840591,00207-010-032,HighSprings_B,True,False,False,0.86,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.258040240002895,210668.32157401694,211036.32157401694,-64063.67842598306,-22798.67842598303,64063.67842598306,22798.67842598303,0.7671258508688366
1866,0.36,1200,1.0,HIGH SPRINGS,228300,487,2008,100,1200.0,0.0,96.0,0.0,16,193567.99999999997,0.46614226258825764,-82.603908,29.840368,00208-000-000,HighSprings_B,False,False,False,0.84,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.103408810734194,180486.05763173464,180973.05763173464,-47326.94236826536,-13081.942368265329,47326.94236826536,13081.942368265329,0.7926984565559994
1875,9.21,2739,1.0,HIGH SPRINGS,456000,21291,1994,100,2739.0,0.0,20.0,0.0,30,366309.0,11.925472884549594,-82.601106,29.843803,00216-028-000,HighSprings_B,True,False,False,0.7,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.691455759155279,324959.4743259783,346250.4743259783,-109749.52567402169,-41349.52567402169,109749.52567402169,41349.52567402169,0.7593212156271454
1918,0.39,1736,1.0,HIGH SPRINGS,265400,1102,2003,100,1735.5,0.0,619.5,528.0,21,224488.0,0.5049874511372793,-82.59068,29.83943,00236-001-006,HighSprings_B,True,False,False,0.79,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.463341721826922,258678.62027346995,259780.62027346995,-5619.379726530053,34190.62027346995,5619.379726530053,34190.62027346995,0.9788267531027504
1926,1.52,2112,1.15,HIGH SPRINGS,427200,2396,2005,100,2112.0,0.0,355.0,995.0,19,360724.0,1.9681562198170879,-82.589132,29.839052,00236-006-000,HighSprings_B,False,False,False,0.81,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.823852820254302,370961.22461107787,373357.22461107787,-53842.775388922135,10237.224611077865,53842.775388922135,10237.224611077865,0.8739635407562684
1927,1.52,1364,1.0,HIGH SPRINGS,318400,3844,2002,100,1363.5,0.0,854.5,0.0,22,266796.0,1.9681562198170879,-82.588034,29.839078,00236-006-001,HighSprings_B,False,False,False,0.78,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.228607864771465,204558.21109101878,208402.21109101878,-109997.78890898122,-62237.78890898122,109997.78890898122,62237.78890898122,0.654529557446667
1935,0.43,2163,1.0,HIGH SPRINGS,374600,16641,2010,100,1496.0,667.0,360.0,0.0,14,301769.0,0.5567810358693078,-82.591063,29.838567,00236-020-000,HighSprings_B,True,False,False,0.86,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.572112882577894,288402.65276874363,305043.65276874363,-69556.34723125637,-13366.347231256368,69556.34723125637,13366.347231256368,0.8143183469534
1941,0.66,1767,1.0,HIGH SPRINGS,280000,0,1998,100,1767.0,0.0,440.0,0.0,26,238000.0,0.8545941480784726,-82.591768,29.836467,00236-027-000,HighSprings_B,True,False,False,0.74,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.309896843765728,221881.08046871476,221881.08046871476,-58118.91953128524,-16118.919531285239,58118.91953128524,16118.919531285239,0.7924324302454099
1951,1.99,1867,1.0,HIGH SPRINGS,419400,27065,2003,100,1867.0,0.0,216.0,273.0,21,329425.0,2.576730840418424,-82.587335,29.839017,00236-050-000,HighSprings_B,False,False,False,0.79,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.559243774641134,284714.9475338435,311779.9475338435,-107620.05246615649,-44710.052466156485,107620.05246615649,44710.052466156485,0.7433952015589974
1960,0.21,1593,1.0,HIGH SPRINGS,308600,1074,2013,100,1593.0,0.0,170.0,484.0,11,261236.0,0.27191631984315034,-82.58749,29.830252,00236-100-008,HighSprings_B,True,False,False,0.89,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.484924074414419,264322.1952130601,265396.1952130601,-43203.80478693987,3086.1952130601276,43203.80478693987,3086.1952130601276,0.8600006325763452
1965,0.21,1733,1.0,HIGH SPRINGS,322000,4102,2015,100,1733.0,0.0,72.0,484.0,9,269597.99999999994,0.27191631984315034,-82.58751,29.831421,00236-100-013,HighSprings_B,True,False,False,0.91,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.5546061793594,283397.61183246394,287499.61183246394,-34500.38816753606,13799.611832463997,34500.38816753606,13799.611832463997,0.8928559373679005
1966,0.21,1556,1.0,HIGH SPRINGS,317600,1164,2014,100,1556.0,0.0,212.0,484.0,10,268796.0,0.27191631984315034,-82.587514,29.831654,00236-100-014,HighSprings_B,True,False,False,0.9,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.485130358139848,264376.726204437,265540.726204437,-52059.27379556297,-4419.273795562971,52059.27379556297,4419.273795562971,0.8360854099635927
