OBJECTID,Join_Count,TARGET_FID,Field1,prop_id,centroid_x,centroid_y,quality,actage,lotsize,effage,market_area_cd,FSP_area,FGR_area,FSP,FGR,Total_Area,livarea,SOURCE_ID,Cluster_ID,Membership Probability
54,1,42743,42743,71063,-82.31471186,29.83935254,-0.482174075,-1.282137003,2.634064282,-1.65124507,1.686327198,-0.424528137,-1.027914836,0,0,1014,-1.021653784,54,C4,0.046
55,1,42744,42744,71064,-82.3159126,29.83984034,-2.282873141,-0.877501607,0.224340695,-0.484315965,1.686327198,-0.424528137,-1.027914836,0,0,340,-1.882491414,55,C4,0.044
56,1,42745,42745,71069,-82.31417459,29.84120047,1.318524992,-0.877501607,3.728804299,-0.484315965,1.686327198,-0.424528137,0.836134249,0,1,2688,1.116391015,56,C4,0.044
57,1,42746,42746,71070,-82.31496052,29.84164087,1.318524992,-0.158149791,3.693176666,0.682613141,1.686327198,-0.424528137,1.065052558,0,1,3025,1.54680983,57,C4,0.044
58,1,42747,42747,71071,-82.31509924,29.8423093,-2.282873141,1.280553839,3.294794943,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,2393,0.7396149,58,C4,0.044
59,1,42748,42748,71072,-82.31511236,29.84301427,-0.482174075,-0.967420583,3.618682522,-0.743633544,1.686327198,-0.424528137,-1.027914836,0,0,1232,-0.743222621,59,C4,0.044
60,1,42749,42749,71076,-82.31160011,29.84506518,1.318524992,-0.78758263,6.857558312,-0.224998385,1.686327198,-0.424528137,-1.027914836,0,0,3067,1.600452531,60,C4,0.044
61,1,42750,42750,71081,-82.30626984,29.84158111,-2.282873141,0.830958954,1.636490539,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1100,-0.911813967,61,C4,0.042
62,1,42751,42751,71092,-82.30067598,29.83169406,-0.482174075,0.246485605,0.013813769,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1285,-0.675530641,62,C4,0.042
63,1,42752,42752,71093,-82.29940107,29.83312419,-0.482174075,1.010796908,2.193577175,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,2018,0.260662213,63,C4,0.046
64,1,42753,42753,71095,-82.29785679,29.83347643,-0.482174075,0.291445093,1.633251663,0.682613141,1.686327198,2.051235461,0.727125531,1,1,1739,-0.095678587,64,C4,0.046
65,1,42754,42754,71108,-82.26436394,29.83837472,-0.482174075,-0.113190303,4.483462358,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1708,-0.135272009,65,C4,0.07
66,1,42755,42755,71118,-82.26454854,29.83426808,-0.482174075,1.954946166,1.3741416,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,944,-1.111058285,66,C4,0.066
67,1,42756,42756,71125,-82.25070613,29.84142782,-2.282873141,2.40454105,0.013813769,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,975,-1.071464863,67,C4,0.066
68,1,42757,42757,71133,-82.26124901,29.83260653,-0.482174075,-0.113190303,22.41711761,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1652,-0.206795611,68,C4,0.058
69,1,42758,42758,71136,-82.25817207,29.83482852,-2.282873141,2.629338492,0.833249343,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1104,-0.906705139,69,C4,0.066
70,1,42759,42759,71166,-82.27912902,29.82451544,1.318524992,-0.472866211,1.309364084,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,2556,0.947799669,70,C4,0.05
71,1,42760,42760,71169,-82.29611716,29.82223457,-0.482174075,0.291445093,0.013813769,0.682613141,1.686327198,2.481803043,0.727125531,1,1,2413,0.765159044,71,C4,0.044
72,1,42761,42761,71170,-82.29594866,29.8234698,-0.482174075,0.336404582,1.034059642,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1352,-0.589957761,72,C4,0.042
73,1,42762,42762,71176,-82.28093572,29.82454181,-0.482174075,-0.023271326,0.499645137,0.682613141,1.686327198,-0.424528137,0.19298281,0,1,2436,0.794534808,73,C4,0.052
74,1,42763,42763,71181,-82.29623711,29.82146454,-0.482174075,0.920877931,0.078591284,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1576,-0.303863355,74,C4,0.044
75,1,42764,42764,71182,-82.29646911,29.82064546,-0.482174075,-1.05733956,0.013813769,-1.002951123,1.686327198,-0.424528137,-1.027914836,0,0,1000,-1.039534684,75,C4,0.046
76,1,42765,42765,71185,-82.29398039,29.82185662,-0.482174075,-0.113190303,0.013813769,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1652,-0.206795611,76,C4,0.046
77,1,42766,42766,71192,-82.28620099,29.82730111,-2.282873141,0.471283047,5.309375685,0.682613141,1.686327198,-0.424528137,0.777996266,0,1,1933,0.152099603,77,C4,0.054
78,1,42767,42767,71201,-82.28714851,29.81962304,-0.482174075,0.471283047,1.464830122,0.423295562,1.686327198,-0.424528137,-1.027914836,0,0,1222,-0.755994693,78,C4,0.046
79,1,42768,42768,71210,-82.28241773,29.82177958,1.318524992,-1.05733956,1.31260296,-1.002951123,1.686327198,-0.424528137,0.970578335,0,1,2605,1.01038282,79,C4,0.048
80,1,42769,42769,71218,-82.2818284,29.81762314,-0.482174075,-1.327096491,2.617869903,-1.78090386,1.686327198,-0.424528137,0.810698881,0,1,1986,0.219791583,80,C4,0.05
81,1,42770,42770,71221,-82.28174673,29.81471536,-0.482174075,-0.562785187,2.595197773,0.423295562,1.686327198,-0.065721818,0.64355218,1,1,2144,0.421590316,81,C4,0.05
82,1,42771,42771,71222,-82.2817187,29.81389073,-0.482174075,-0.517825699,2.601675525,0.552954352,1.686327198,-0.424528137,0.650819428,0,1,2173,0.458629323,82,C4,0.05
83,1,42772,42772,71248,-82.31008364,29.82892328,-2.282873141,1.954946166,0.888310232,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,872,-1.203017201,83,C4,0.042
84,1,42773,42773,71260,-82.30162771,29.82328609,-0.482174075,-0.113190303,0.959565499,0.682613141,1.686327198,-0.424528137,0.650819428,0,1,1192,-0.794310908,84,C4,0.042
85,1,42774,42774,71270,-82.3028211,29.8165479,-0.482174075,-0.023271326,2.400865226,-0.743633544,1.686327198,-0.424528137,-1.027914836,0,0,1108,-0.90159631,85,C4,0.044
86,1,42775,42775,71273,-82.31136357,29.81880141,-0.482174075,-0.832542118,6.167677769,-0.354657175,1.686327198,-0.424528137,0.716224659,0,1,1778,-0.045228904,86,C4,0.044
87,1,42776,42776,71281,-82.29883193,29.82158968,1.318524992,-0.877501607,1.390335979,-1.002951123,1.686327198,-0.424528137,0.9197076,0,1,1686,-0.164009171,87,C4,0.042
88,1,42777,42777,71285,-82.29867376,29.81767953,-0.482174075,-0.023271326,2.757141562,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1158,-0.837735951,88,C4,0.044
89,1,42778,42778,71291,-82.31661557,29.82054446,-0.482174075,0.156566628,2.928801979,0.682613141,1.686327198,2.356220832,-1.027914836,1,0,2713,1.148321194,89,C4,0.044
90,1,42779,42779,71293,-82.31455626,29.82250744,1.318524992,-0.158149791,2.928801979,0.552954352,1.686327198,-0.424528137,-1.027914836,0,0,1760,-0.068857237,90,C4,0.044
91,1,42780,42780,71294,-82.3166891,29.82429781,-0.482174075,0.111607139,3.223539676,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1894,0.102288524,91,C4,0.044
92,1,42781,42781,71298,-82.32586157,29.83002491,1.318524992,-0.742623141,0.013813769,-0.095339596,1.686327198,-0.424528137,-1.027914836,0,0,3030,1.553195866,92,C4,0.044
93,1,42782,42782,71301,-82.3170991,29.82772085,-0.482174075,-0.248068768,1.41300811,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1280,-0.681916677,93,C4,0.044
94,1,42783,42783,71304,-82.31741404,29.82958352,-0.482174075,-1.012380072,1.309364084,-0.873292333,1.686327198,-0.424528137,1.210397516,0,1,2108,0.375610858,94,C4,0.044
95,1,42784,42784,71309,-82.32924493,29.82788261,-0.482174075,0.291445093,1.12798704,0.682613141,1.686327198,-0.424528137,0.890638608,0,1,1518,-0.377941371,95,C4,0.044
96,1,42785,42785,71312,-82.32737333,29.83001457,-0.482174075,0.291445093,-0.151368897,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,2012,0.25299897,96,C4,0.044
97,1,42786,42786,71313,-82.32786615,29.8275638,-0.482174075,-0.20310928,0.668066678,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1457,-0.455851008,97,C4,0.044
98,1,42787,42787,71318,-82.32650288,29.82850947,-0.482174075,-0.742623141,1.762806695,-0.095339596,1.686327198,-0.424528137,-1.027914836,0,0,825,-1.263045938,98,C4,0.044
99,1,42788,42788,71327,-82.31811921,29.82675524,-0.482174075,1.055756397,0.013813769,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1100,-0.911813967,99,C4,0.044
100,1,42789,42789,71328,-82.31860714,29.82652151,-0.482174075,0.336404582,0.337701348,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1268,-0.697243163,100,C4,0.044
101,1,42790,42790,71331,-82.31943915,29.82671146,-0.482174075,-0.068230814,0.013813769,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1803,-0.013937328,101,C4,0.044
102,1,42791,42791,71350,-82.33133165,29.82819652,-0.482174075,-0.472866211,1.471307874,0.682613141,1.686327198,-0.424528137,0.64355218,0,1,2034,0.281097527,102,C4,0.044
103,1,42792,42792,71365,-82.34512317,29.82274671,-0.482174075,-0.517825699,1.319080712,0.552954352,1.686327198,-0.424528137,0.574513325,0,1,1772,-0.053530751,103,C4,0.044
104,1,42793,42793,71369,-82.34432441,29.81671271,3.119224058,-1.012380072,3.890748089,-0.873292333,1.686327198,0.965846347,-1.027914836,1,0,3091,1.631105503,104,C4,0.044
105,1,42794,42794,71370,-82.34434319,29.81566599,1.318524992,-0.877501607,2.928801979,-0.484315965,1.686327198,-0.424528137,0.730759155,0,1,3978,2.763988261,105,C4,0.044
106,1,42795,42795,71371,-82.34608519,29.81745005,-0.482174075,0.516242535,0.013813769,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,880,-1.192799544,106,C4,0.044
107,1,42796,42796,71374,-82.33711105,29.82948527,-0.482174075,-0.113190303,1.387097103,0.682613141,1.686327198,1.871832302,-1.027914836,1,0,3694,2.401261425,107,C4,0.044
108,1,42797,42797,71376,-82.33633986,29.82780872,-0.482174075,-0.20310928,6.556342864,-0.224998385,1.686327198,0.86717461,-1.027914836,1,0,1544,-0.344733985,108,C4,0.044
109,1,42798,42798,71381,-82.34615744,29.82629347,-0.482174075,1.954946166,0.013813769,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1480,-0.426475244,109,C4,0.044
110,1,42799,42799,71383,-82.34337676,29.82953451,-0.482174075,0.875918443,-0.04124712,0.682613141,1.686327198,0.544248923,-1.027914836,1,0,1020,-1.013990541,110,C4,0.044
111,1,42800,42800,71388,-82.34585091,29.82758582,-0.482174075,-0.607744676,0.337701348,0.293636773,1.686327198,-0.424528137,0.890638608,0,1,1935,0.154654018,111,C4,0.044
112,1,42801,42801,71395,-82.33625696,29.82576593,-0.482174075,-0.20310928,0.985476505,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,2337,0.668091299,112,C4,0.044
113,1,42802,42802,71396,-82.3359555,29.82193132,1.318524992,-0.562785187,4.548239874,0.423295562,1.686327198,-0.424528137,-1.027914836,0,0,2996,1.509770822,113,C4,0.044
114,1,42803,42803,71397,-82.33727193,29.82127395,-0.482174075,-0.832542118,1.309364084,-0.354657175,1.686327198,-0.424528137,1.144992285,0,1,3274,1.864834415,114,C4,0.044
115,1,42804,42804,71402,-82.35794596,29.81730798,-0.482174075,-0.832542118,0.48992851,-0.354657175,1.686327198,-0.424528137,0.810698881,0,1,1945,0.167426089,115,C4,0.044
116,1,42805,42805,71406,-82.35878323,29.81881835,-0.482174075,2.944054912,1.309364084,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1954,0.178920954,116,C4,0.044
117,1,42806,42806,71407,-82.34725031,29.82224479,-0.482174075,1.100715885,0.425150994,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1176,-0.814746222,117,C4,0.044
118,1,42807,42807,71410,-82.34689896,29.81999031,-2.282873141,0.875918443,-0.229101916,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,720,-1.397152691,118,C4,0.044
119,1,42808,42808,71412,-82.34705777,29.82403604,-0.482174075,0.920877931,-0.1643244,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,968,-1.080405313,119,C4,0.044
120,1,42809,42809,71427,-82.34528589,29.80823838,-0.482174075,-0.068230814,0.661588927,0.682613141,1.686327198,-0.424528137,0.476405478,0,1,1158,-0.837735951,120,C4,0.044
121,1,42810,42810,71430,-82.34687721,29.8066188,-0.482174075,0.830958954,0.004097141,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1180,-0.809637394,121,C4,0.044
122,1,42811,42811,71433,-82.34527164,29.80544402,-0.482174075,0.066647651,1.309364084,0.682613141,1.686327198,-0.424528137,2.983606002,0,1,2802,1.261992632,122,C4,0.044
123,1,42812,42812,71454,-82.31422288,29.80943261,-0.482174075,-0.293028257,2.928801979,0.682613141,1.686327198,1.190100297,0.545444333,1,1,2070,0.327076985,123,C4,0.044
124,1,42813,42813,71459,-82.31463819,29.81102911,-0.482174075,0.246485605,3.045401508,-1.262268702,1.686327198,-0.424528137,0.650819428,0,1,2000,0.237672483,124,C4,0.044
125,1,42814,42814,71462,-82.31674037,29.81167832,-0.482174075,1.100715885,2.928801979,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1212,-0.768766764,125,C4,0.044
126,1,42815,42815,71468,-82.32352359,29.80254901,-0.482174075,0.516242535,1.960378118,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,2152,0.431807973,126,C4,0.044
127,1,42816,42816,71470,-82.32406937,29.80724419,-0.482174075,-1.012380072,1.471307874,-0.873292333,1.686327198,-0.424528137,0.730759155,0,1,1763,-0.065025615,127,C4,0.044
128,1,42817,42817,71471,-82.32051337,29.80801223,-0.482174075,-0.113190303,2.455926114,0.682613141,1.686327198,-0.424528137,1.152259533,0,1,2364,0.702575892,128,C4,0.044
129,1,42818,42818,71472,-82.32039798,29.80732569,-0.482174075,-0.068230814,2.170905044,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1954,0.178920954,129,C4,0.044
130,1,42819,42819,71473,-82.31457431,29.80818929,1.318524992,0.38136407,1.309364084,0.163977983,1.686327198,-0.424528137,0.803431634,0,1,2344,0.677031749,130,C4,0.044
131,1,42820,42820,71476,-82.31656196,29.80749853,-0.482174075,-0.023271326,1.626773912,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,2192,0.48289626,131,C4,0.044
132,1,42821,42821,71477,-82.31454952,29.80754862,-0.482174075,0.021688162,1.309364084,0.682613141,1.686327198,-0.424528137,0.988746455,0,1,1400,-0.528651817,132,C4,0.044
133,1,42822,42822,71478,-82.32355163,29.80389841,-0.482174075,1.865027189,1.960378118,0.682613141,1.686327198,0.651890819,-1.027914836,1,0,2175,0.461183738,133,C4,0.044
134,1,42823,42823,71480,-82.32394698,29.80657549,-0.482174075,-1.147258537,1.591146278,-1.262268702,1.686327198,-0.424528137,0.977845583,0,1,1853,0.04992303,134,C4,0.044
135,1,42824,42824,71481,-82.32117376,29.80664484,-0.482174075,0.336404582,0.985476505,0.682613141,1.686327198,-0.424528137,1.33394073,0,1,2308,0.631052291,135,C4,0.044
136,1,42825,42825,71483,-82.32353761,29.80322371,-0.482174075,0.336404582,1.960378118,0.682613141,1.686327198,3.181475364,-1.027914836,1,0,1462,-0.449464973,136,C4,0.044
137,1,42826,42826,71488,-82.31505977,29.80420303,1.318524992,-0.697663653,2.928801979,0.034319194,1.686327198,-0.424528137,1.043250814,0,1,1961,0.187861404,137,C4,0.044
138,1,42827,42827,71490,-82.31447209,29.80562677,-0.482174075,0.111607139,1.309364084,0.682613141,1.686327198,-0.424528137,0.730759155,0,1,1900,0.109951767,138,C4,0.044
139,1,42828,42828,71491,-82.31444526,29.80498615,-0.482174075,-0.472866211,1.309364084,0.682613141,1.686327198,2.239608778,-1.027914836,1,0,1952,0.176366539,139,C4,0.044
140,1,42829,42829,71493,-82.31934991,29.80400161,-0.482174075,0.156566628,2.306937828,0.682613141,1.686327198,4.419357163,1.929855057,1,1,2942,1.440801635,140,C4,0.044
141,1,42830,42830,71497,-82.32006368,29.80128548,-0.482174075,-0.877501607,1.380619352,-0.484315965,1.686327198,-0.424528137,0.752560898,0,1,2167,0.45096608,141,C4,0.044
142,1,42831,42831,71500,-82.29780818,29.81012368,1.318524992,-1.686772399,1.574951899,-2.818174176,1.686327198,-0.424528137,-1.027914836,0,0,1995,0.231286448,142,C4,0.042
143,1,42832,42832,71502,-82.29732443,29.81096312,-0.482174075,-0.248068768,0.629200169,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1120,-0.886269824,143,C4,0.044
144,1,42833,42833,71522,-82.29673012,29.8054803,-0.482174075,0.471283047,0.013813769,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1550,-0.337070742,144,C4,0.042
145,1,42834,42834,71523,-82.2974596,29.80828434,-0.482174075,3.753325704,0.622722417,0.682613141,1.686327198,1.010697137,-1.027914836,1,0,937,-1.119998735,145,C4,0.042
146,1,42835,42835,71526,-82.29720623,29.80604145,-0.482174075,-0.248068768,0.434867621,0.682613141,1.686327198,-0.424528137,0.498207222,0,1,1686,-0.163370567,146,C4,0.042
