#,ML Number,Status,Address,City,Zip,Legal Subdivision Name,Heated Area,Tax ID,Current Price,Beds,Full Baths,Half Baths,Year Built,Pool,Property Style,Ownership,Tax,CDOM,ADOM,Days to Contract,Sold Terms,Close Date,LP / SqFt,SP/SqFt,SP / LP,List Office,List Agent,List Agent ID,Selling Office ID,LSC List Side,List Office Primary Board ID,cleaning
1,GC511709,SLD,12920 NW 142ND TERRACE,ALACHUA,32615,ALACHUA HEIGHTS,880,03926-025-015,"$125,000 ",1,1,0,1978,,Single Family Residence,Fee Simple,"$2,174.00 ",2,2,3,Cash,3/31/2023,$142.05 ,$142.05 ,1,HORIZON REALTY OF ALACHUA INC,Joan Sroka,259502053,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC511708,SLD,15817 SW 133RD LN,ARCHER,32618,ARCHER WOODS,"1,248",04907-001-008,"$125,000 ",3,1,1,1982,,Single Family Residence,Fee Simple,"$1,453.00 ",22,22,55,Cash,5/24/2023,$159.46 ,$100.16 ,0.63,WATSON REALTY CORP- TIOGA,Rachel Taylor,259507455,279604519,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC511227,SLD,2201 SW 39TH DR,GAINESVILLE,32607,MILL RUN REP 2,900,06735-103-001,"$125,000 ",2,1,1,1983,,Single Family Residence,Fee Simple,"$1,943.00 ",3,3,3,Cash,3/31/2023,$155.56 ,$138.89 ,0.89,STEWART REALTY & MANAGEMENT LLC,Angela Stewart,259504417,259504874,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,J957720,SLD,4302 NW 21ST DR,GAINESVILLE,32605,HAZEL HEIGHTS SUB,"1,046",07917-051-000,"$125,000 ",3,2,0,1972,,Single Family Residence,Fee Simple,$912.60 ,0,0,-15,Cash,1/26/2023,$119.50 ,$119.50 ,1,STELLAR NON-MEMBER OFFICE,Stellar Non-Member Agent,123456789,259500004,For Future Use,Other,TRUE
1,GC511055,SLD,2830 NE 16TH TER,GAINESVILLE,32609,CAROL ESTATES NORTH,904,08197-003-059,"$125,000 ",2,1,0,1965,,Single Family Residence,Fee Simple,$792.61 ,27,13,28,Conventional,5/12/2023,$154.76 ,$138.27 ,0.89,BOSSHARDT REALTY SERVICES LLC,Davonda Brown,259500401,259500004,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC510354,SLD,1319 NE 4TH AVE,GAINESVILLE,32641,NEW GAINESVILLE REP,960,11423-000-000,"$125,000 ",3,1,0,1989,,Single Family Residence,Fee Simple,"$1,599.86 ",3,3,3,Cash,2/1/2023,$130.21 ,$130.21 ,1,NEXTHOME SOUTH POINTE - GAINESVILLE,Tyisha Hathorn,259506706,259504926,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC509021,SLD,7018 SE 222ND ST,HAWTHORNE,32640,C J WAITS ADD,"1,667",19468-000-000,"$125,000 ",3,2,0,1925,,Single Family Residence,Fee Simple,"$1,126.14 ",150,150,232,Cash,7/21/2023,$86.98 ,$74.99 ,0.86,EXP REALTY LLC,Marina Underhill,259506755,271516990,Gainesville-Alachua,Sarasota - Manatee,TRUE
1,GC507144,SLD,1304 NE 3RD AVE,GAINESVILLE,32641,NEW GAINESVILLE REPLAT,628,11427-000-000,"$127,000 ",2,1,0,1959,,Single Family Residence,Fee Simple,$840.83 ,206,107,129,VA,1/9/2023,$198.89 ,$202.23 ,1.02,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Jennifer Barona,259505354,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC510025,SLD,2619 NE 10TH TER,GAINESVILLE,32609,HIGHLAND COURT MANOR,962,08201-026-000,"$129,500 ",3,1,0,1959,,Single Family Residence,Fee Simple,"$2,061.18 ",52,52,57,Cash,3/17/2023,$139.81 ,$134.62 ,0.96,HORIZON REALTY OF ALACHUA INC,Patti Moser,259500210,259500054,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC511394,SLD,5616 QUAIL ST,MELROSE,32666,MELROSE GOODSONS ADD,"1,276",18732-000-000,"$130,000 ",3,1,0,1963,,Single Family Residence,Fee Simple,"$1,979.09 ",2,2,6,Cash,4/18/2023,$105.02 ,$101.88 ,0.97,SAGE REAL ESTATE,Michelle Hazen,259504971,271501005,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,FC289247,SLD,911 NE 22ND ST,GAINESVILLE,32641,DUVAL HEIGHTS,792,10858-032-000,"$130,000 ",3,1,0,1958,,Single Family Residence,Fee Simple,"$1,507.81 ",163,163,178,Conventional,10/16/2023,$296.72 ,$164.14 ,0.55,"ADAMS, CAMERON & CO., REALTORS",Nelly De La Cruz Frances,256503043,55055,Flagler,Flagler,TRUE
1,GC511017,SLD,641 NW 258TH ST,NEWBERRY,32669,MEADOWBROOK,"1,095",02384-100-038,"$130,100 ",3,1,1,1975,,Single Family Residence,Fee Simple,"$1,703.70 ",18,18,20,Cash,3/29/2023,$109.50 ,$118.81 ,1.09,HORIZON REALTY OF ALACHUA INC,Patti Moser,259500210,259506708,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC509065,SLD,425 SE 14TH TER,GAINESVILLE,32601,CANTY HEIGHTS,792,12744-010-000,"$131,500 ",3,1,0,1957,,Single Family Residence,Fee Simple,"$1,005.40 ",165,165,210,Cash,6/9/2023,$182.95 ,$166.04 ,0.91,RE/MAX PROFESSIONALS,Nestor Perez,259504978,261010944,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC510449,SLD,818 NE 25TH TER,GAINESVILLE,32641,FOREST PINES SE 1/4,936,10857-108-000,"$132,000 ",3,1,0,1966,,Single Family Residence,Fee Simple,"$1,676.00 ",3,3,4,Conventional,2/28/2023,$133.55 ,$141.03 ,1.06,FOCUS REAL ESTATE GROUP,Ben Phillips,276509891,259506003,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC509018,SLD,2011 SE 48TH TER,GAINESVILLE,32641,JACKS SUB #2,"1,040",16191-002-008,"$132,000 ",3,1,0,1966,,Single Family Residence,Fee Simple,"$1,781.00 ",132,132,149,Conventional,4/4/2023,$144.13 ,$126.92 ,0.88,"COLDWELL BANKER M.M. PARRISH, REALTORS",Todd Louis,259502096,259504837,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,A4585135,SLD,2220 SE 46TH TER,GAINESVILLE,32641,SHADY LAWN ESTATES,742,16189-002-018,"$132,500 ",2,1,0,1963,,Single Family Residence,Fee Simple,"$1,449.00 ",25,25,25,Cash,11/9/2023,$195.42 ,$178.57 ,0.91,FLATFEE.COM,Cliff Glansen,278017259,259505372,Sarasota - Manatee,Sarasota - Manatee,TRUE
1,GC513846,SLD,1230 NE 3RD AVE,GAINESVILLE,32641,NEW GAINESVILLE REP,840,11419-000-000,"$132,500 ",2,1,0,1935,,Single Family Residence,Fee Simple,"$1,273.19 ",9,9,9,Cash,6/20/2023,$165.48 ,$157.74 ,0.95,WATSON REALTY CORP- TIOGA,Matthew Perry,259506400,259505361,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC512917,SLD,6917 SE 216TH TER,HAWTHORNE,32640,HAWTHORNE POOLES ADD SE,"1,008",19648-000-000,"$133,000 ",2,1,0,1930,,Single Family Residence,Fee Simple,"$1,560.00 ",177,141,159,FHA,10/27/2023,$133.93 ,$131.94 ,0.99,MILLER REAL ESTATE,Barbara Miller,259503553,255000256,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC510924,SLD,1709 NE 1ST AVE,GAINESVILLE,32641,NEW GAINESVILLE REPLAT,576,11539-006-000,"$133,500 ",2,1,0,1940,,Single Family Residence,Fee Simple,"$1,241.00 ",28,28,28,FHA,5/1/2023,$231.77 ,$231.77 ,1,SWANZ PREMIER REALTY LLC,Teresa Osoba,259504213,259507733,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC511773,SLD,2428 E UNIVERSITY AVE,GAINESVILLE,32641,HARDEE HEIGHTS,805,11234-013-000,"$134,900 ",3,1,0,1956,,Single Family Residence,Fee Simple,$500.50 ,11,11,11,Conventional,4/18/2023,$161.49 ,$167.58 ,1.04,MILLER REAL ESTATE,Barbara Miller,259503553,55055,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC513348,SLD,1805 SE 50TH ST,GAINESVILLE,32641,GREEN GROVE,"1,289",16186-009-000,"$135,000 ",3,2,0,1959,,Single Family Residence,Fee Simple,"$2,471.38 ",10,10,10,Cash,6/20/2023,$104.65 ,$104.73 ,1,HORIZON REALTY OF ALACHUA INC,Patti Moser,259500210,259500054,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,OM649941,SLD,2130 NW 55TH ST,GAINESVILLE,32605,WEST PARK ADD 1,973,06352-008-000,"$135,000 ",3,1,0,1963,,Single Family Residence,Fee Simple,"$2,578.84 ",4,4,4,Cash,1/19/2023,$133.61 ,$138.75 ,1.04,EXP REALTY LLC,Matt Santos,271516157,259504874,Ocala - Marion,Sarasota - Manatee,TRUE
1,GC509427,SLD,1006 NE 10TH AVE,GAINESVILLE,32601,FAIRFIELD ADD,918,10600-057-000,"$135,000 ",2,1,0,1948,,Single Family Residence,Fee Simple,$699.36 ,16,16,33,Cash,1/20/2023,$141.07 ,$147.06 ,1.04,HORIZON REALTY OF ALACHUA INC,Patti Moser,259500210,20540,Gainesville-Alachua,Gainesville-Alachua,TRUE
