#,ML Number,Status,Address,City,Zip,Legal Subdivision Name,Heated Area,Tax ID,Current Price,Beds,Full Baths,Half Baths,Year Built,Pool,Property Style,Ownership,Tax,CDOM,ADOM,Days to Contract,Sold Terms,Close Date,LP / SqFt,SP/SqFt,SP / LP,List Office,List Agent,List Agent ID,Selling Office ID,LSC List Side,List Office Primary Board ID,cleaning
1,GC434910,SLD,14008 NW 143rd PL,Alachua,32615,Downing Addn,900,03732-001-000,"$55,000 ",3,1,0,1958,,Single Family Residence,,$885.61 ,639,639,639,Cash,3/31/2022,$61.11 ,$61.11 ,1,FLORIDA HOMES REALTY & MORTGAGE LLC,Francine Milam,259504149,272504201,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC505940,SLD,905 SE 9TH PL,GAINESVILLE,32601,REPUBLIC HEIGHTS REPL,800,15728-013-000,"$55,900 ",2,1,0,1955,,Single Family Residence,Fee Simple,"$1,341.00 ",6,6,6,Cash,8/5/2022,$74.88 ,$69.88 ,0.93,"COLDWELL BANKER M.M. PARRISH, REALTORS",Mike LeRoy,259503037,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC509713,SLD,13919 NE 140TH ST,WALDO,32694,WILLY SUB WALDO,"1,194",17272-007-000,"$60,000 ",2,1,0,1945,,Single Family Residence,Fee Simple,$430.40 ,0,0,4,Seller Financing,12/1/2022,$50.25 ,$50.25 ,1,"COLDWELL BANKER M.M. PARRISH, REALTORS",Martha Cornelius,279506874,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC501674,SLD,1623 NE 16TH WAY,GAINESVILLE,32609,SEOLA WILLIAMSONS ADD,840,10765-014-000,"$66,000 ",2,1,0,1953,,Single Family Residence,Fee Simple,"$1,195.00 ",4,4,13,Cash,2/11/2022,$89.29 ,$78.57 ,0.88,SUSKIN REALTY INC,Marc Suskin,259500193,261018281,Gainesville-Alachua,Gainesville-Alachua,FALSE
1,GC438575,SLD,22533 SE 72ND AVE,Hawthorne,32640,W E Jenkins,930,19333-000-000,"$69,500 ",2,1,0,1940,,Single Family Residence,,$581.00 ,438,438,438,Cash,1/19/2022,$74.73 ,$74.73 ,1,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Lisa Fetrow,259505107,271515385,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC500996,SLD,2000 SE 43RD TER,GAINESVILLE,32641,KREFTWOOD ESTATES,"1,164",16187-035-000,"$69,700 ",3,1,0,1969,,Single Family Residence,Fee Simple,"$1,959.57 ",57,57,100,Cash,4/14/2022,$55.76 ,$59.88 ,1.07,"COLDWELL BANKER M.M. PARRISH, REALTORS",Mike LeRoy,259503037,259504921,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,O6045574,SLD,7428 SE 222ND ST,HAWTHORNE,32640,WAITS CROSSING ADD TO HAWTHORNE,"1,036",19488-000-000,"$69,900 ",2,1,0,1941,,Single Family Residence,Fee Simple,$513.00 ,38,27,27,Cash,8/31/2022,$67.47 ,$67.47 ,1,BEYCOME OF FLORIDA LLC,Steven Koleno,364512302,55055,Orlando Regional,Orlando Regional,TRUE
1,GC507561,SLD,18558 NW 248TH ST,HIGH SPRINGS,32643,G M WHETSTONE ESTATE ADD TO H S,"1,072",00958-001-000,"$70,000 ",2,2,0,1946,,Single Family Residence,Fee Simple,"$1,480.13 ",16,16,16,Cash,9/9/2022,$74.63 ,$65.30 ,0.88,RABELL REALTY GROUP LLC,Mike Rust,259506066,259505610,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,U8164157,SLD,425 SE 14TH TER,GAINESVILLE,32601,CANTY HEIGHTS,792,12744-010-000,"$70,000 ",2,1,0,1957,,Single Family Residence,Fee Simple,"$1,005.40 ",0,0,2,Cash,8/1/2022,$100.88 ,$88.38 ,0.88,CLARKE REALTY LLC,Mustafa Lakadawala,259505289,259500046,Pinellas Suncoast,Pinellas Suncoast,TRUE
1,GC505324,SLD,2219 SE 15TH ST,GAINESVILLE,32641,BALTIMORE CHARLES,572,16053-000-000,"$70,000 ",2,1,0,1957,,Single Family Residence,Fee Simple,"$1,491.00 ",4,4,4,Cash,6/15/2022,$131.12 ,$122.38 ,0.93,FLORIDA HOMES REALTY & MORTGAGE LLC,Sheila LeBlanc,259505150,259504921,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC502613,SLD,105 NE 20TH ST,GAINESVILLE,32641,THOMAS JACK SUB,883,11219-000-000,"$70,000 ",2,1,0,1950,,Single Family Residence,Fee Simple,$355.00 ,89,89,154,Cash,8/3/2022,$100.79 ,$79.28 ,0.79,PEPINE REALTY,Holly Bender,259506318,259504874,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC507757,SLD,14427 NE 139TH ST,WALDO,32694,METES & BOUNDS,"1,180",17215-010-000,"$75,000 ",2,1,0,1962,,Single Family Residence,Fee Simple,"$1,692.91 ",86,86,87,Cash,12/12/2022,$67.71 ,$63.56 ,0.94,HORIZON REALTY OF ALACHUA INC,Patti Moser,259500210,259500025,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,A4522654,SLD,25245 NW 3RD AVE,NEWBERRY,32669,ORIGINAL NEWBERRY,725,02100-000-000,"$75,000 ",2,1,0,1952,,Single Family Residence,Fee Simple,$424.40 ,81,81,81,Cash,5/19/2022,$107.57 ,$103.45 ,0.96,FLATFEE.COM,Cliff Glansen,278017259,259504964,Sarasota - Manatee,Sarasota - Manatee,TRUE
1,GC501749,SLD,7207 SE 2ND AVE,GAINESVILLE,32641,LAKESHORE HOMESITES,632,17940-117-000,"$75,000 ",2,1,0,1960,,Single Family Residence,Fee Simple,"$1,280.00 ",5,5,55,Cash,2/22/2022,$102.85 ,$118.67 ,1.15,BHGRE THOMAS GROUP,"Lisa Baltozer, PL",259500559,259505816,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC500611,SLD,1032 NW 40TH AVE,GAINESVILLE,32609,OAK HILL,423,08070-000-000,"$75,000 ",1,1,0,1949,,Single Family Residence,Fee Simple,$822.54 ,68,68,83,Cash,3/11/2022,$200.71 ,$177.30 ,0.88,"COLDWELL BANKER M.M. PARRISH, REALTORS",Rana Schafer,259503515,259500004,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC448251,SLD,1633 NE 10th AVE,Gainesville,32641,Washington Heights,"1,048",10675-001-000,"$75,000 ",3,1,0,1948,,Single Family Residence,,"$1,226.12 ",73,73,84,Conventional,2/28/2022,$71.56 ,$71.56 ,1,FLORIDA HOMES REALTY & MORTGAGE LLC,Chantelle Smith,259505451,55055,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC508338,SLD,1503 SE 12TH AVE,GAINESVILLE,32641,LINCOLN ESTATES,960,16106-017-000,"$76,000 ",3,1,0,1962,,Single Family Residence,Fee Simple,"$1,454.00 ",84,84,85,Cash,12/28/2022,$92.19 ,$79.17 ,0.86,"COMMUNITY REALTY, LLC",Craig Jacobs,259505138,259500054,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC500914,SLD,1325 NE 3RD AVE,GAINESVILLE,32641,NEW GAINESVILLE REP,997,11502-000-000,"$78,000 ",3,1,0,1967,,Single Family Residence,Fee Simple,"$1,188.00 ",45,45,56,Cash,2/4/2022,$87.66 ,$78.23 ,0.89,BHGRE THOMAS GROUP,"Lisa Baltozer, PL",259500559,259506650,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,J954432,SLD,16488 SW 139TH AVE,ARCHER,32618,,"1,200",04942-000-000,"$80,000 ",2,1,0,1956,,Single Family Residence,Fee Simple,"$1,734.00 ",0,0,-7,Conventional,10/28/2022,$66.67 ,$66.67 ,1,STELLAR NON-MEMBER OFFICE,Stellar Non-Member Agent,123456789,271500110,For Future Use,Other,TRUE
1,GC502504,SLD,1534 E UNIVERSITY AVE,GAINESVILLE,32641,LAKEWAY GROVE-IN NEW GV,752,11731-000-000,"$80,000 ",3,1,0,1948,,Single Family Residence,Fee Simple,$988.92 ,39,39,39,Cash,4/14/2022,$123.01 ,$106.38 ,0.86,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Jennifer Barona,259505354,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC501663,SLD,2509 NE 11TH PL,GAINESVILLE,32641,CEDAR GROVE,"1,214",10823-069-000,"$80,000 ",3,2,0,1969,,Single Family Residence,Fee Simple,"$1,836.50 ",2,2,2,Cash,1/28/2022,$70.02 ,$65.90 ,0.94,RABELL REALTY GROUP LLC,Susan Hicks,259505712,66066,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC502064,SLD,14323 NW 145TH AVE,ALACHUA,32615,TOMPSETT SURVEY,"1,363",03712-001-000,"$82,000 ",3,1,0,1937,,Single Family Residence,Fee Simple,"$1,458.00 ",26,26,31,Cash,3/16/2022,$65.30 ,$60.16 ,0.92,SUSKIN REALTY INC,Marc Suskin,259500193,259500054,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC506532,SLD,6925 SW 17TH PL,GAINESVILLE,32607,TOWER OAKS,875,06678-100-053,"$85,000 ",2,1,0,1981,,Single Family Residence,Fee Simple,"$1,210.00 ",8,8,8,Cash,8/23/2022,$108.00 ,$97.14 ,0.9,MISNER REAL ESTATE SERVICES LLC,Marty Misner,259502017,261014307,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC502112,SLD,829 NE 22ND TER,GAINESVILLE,32641,DUVAL HEIGHTS,"1,104",10858-051-000,"$85,000 ",4,1,0,1958,,Single Family Residence,Fee Simple,"$1,698.00 ",2,2,2,Cash,2/28/2022,$126.72 ,$76.99 ,0.61,"MILLER REAL ESTATE, INC",Natalie Thomas,259503920,261018281,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC501871,SLD,421 SE 13TH ST,GAINESVILLE,32641,CANNONS SUB,750,11787-000-000,"$85,000 ",2,1,0,1928,,Single Family Residence,Fee Simple,"$1,087.00 ",27,27,61,Cash,5/13/2022,$96.00 ,$113.33 ,1.18,HORIZON REALTY OF ALACHUA INC,Patti Moser,259500210,259500054,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC501708,SLD,1611 SE 64TH WAY,GAINESVILLE,32641,MAGNOLIA ESTATES,"1,008",17944-032-000,"$85,000 ",2,2,0,1992,,Single Family Residence,Fee Simple,"$1,371.00 ",1,1,1,Cash,2/4/2022,$84.33 ,$84.33 ,1,"COLDWELL BANKER M.M. PARRISH, REALTORS",Sandra Moorhouse,259503387,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC501349,SLD,1802 SW 69TH TER,GAINESVILLE,32607,TOWER OAKS,981,06678-100-014,"$85,000 ",2,1,1,1981,,Single Family Residence,Fee Simple,"$1,324.14 ",40,40,53,Cash,3/1/2022,$100.92 ,$86.65 ,0.86,"COLDWELL BANKER M.M. PARRISH, REALTORS",Patti Alvarado,259504997,259500004,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC423627,SLD,14212 SE 180TH PL,Hawthorne,32640,Cross Creek Gardens,840,18354-042-021,"$85,000 ",2,1,0,1959,,Single Family Residence,,$955.06 ,"1,108","1,108",64,Cash,4/7/2022,$101.19 ,$101.19 ,1,THURMOND REALTY LLC,Michael Cox,259503981,259505852,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC501833,SLD,14133 NE 138TH PL,WALDO,32694,WILLY SUB WALDO,"1,120",17274-000-000,"$90,000 ",3,1,0,1959,,Single Family Residence,Fee Simple,"$1,306.93 ",54,54,75,Cash,3/30/2022,$115.98 ,$80.36 ,0.69,AMERICAN DREAM OF NORTHEAST FLORIDA INC.,Charleen Stephens,270501001,259504972,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,OM631727,SLD,851 SE 23RD ST,GAINESVILLE,32641,WOODLAND PARK,800,16054-010-000,"$90,000 ",2,1,0,1932,,Single Family Residence,Fee Simple,"$1,236.42 ",112,112,126,Cash,5/24/2022,$118.63 ,$112.50 ,0.95,"KIEFER REALTY, PA","Brian Billingham, Jr.",271510072,259506544,Ocala - Marion,Ocala - Marion,TRUE
1,GC507860,SLD,14856 NE 142ND ST,WALDO,32694,BRANNINGS 2ND ADD TO WALDO,924,17081-011-000,"$90,900 ",2,1,0,1949,,Single Family Residence,Fee Simple,"$1,435.00 ",40,40,54,Cash,11/16/2022,$102.71 ,$98.38 ,0.96,CB ISAAC REALTY,Ronald Blake,259503610,259500004,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC448209,SLD,13613 NW 147 AVE,Alachua,32615,Clarks Addn,"1,040",03424-005-000,"$95,000 ",3,1,1,1980,,Single Family Residence,,"$1,634.00 ",78,78,78,Seller Financing,1/31/2022,$110.58 ,$91.35 ,0.83,BHHS FLORIDA REALTY,Terri Ardines,279516784,259506003,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC446370,SLD,7010 SE 221ST ST,HAWTHORNE,32640,OUT OF AREA,"1,470",19615-000-000,"$95,000 ",3,1,0,1920,,Single Family Residence,,$632.21 ,246,246,308,Conventional,7/26/2022,$85.03 ,$64.63 ,0.76,CENTURY 21 LAKESIDE REALTY,Carl Buz,259506433,259504964,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC501759,SLD,2131 NE 7TH AVE,GAINESVILLE,32641,DANIEL DIXSON,"1,000",10918-003-000,"$96,000 ",3,1,0,1977,,Single Family Residence,Fee Simple,"$1,371.00 ",56,56,58,Cash,3/25/2022,$114.90 ,$96 ,0.84,RIZE REALTY GROUP LLC,Shawn Hicks,259503386,261013545,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC500959,SLD,3140 SW 26TH WAY,GAINESVILLE,32608,,976,07310-003-000,"$97,000 ",3,1,0,1964,,Single Family Residence,Fee Simple,"$1,636.33 ",125,125,136,Cash,5/6/2022,$102.36 ,$99.39 ,0.97,CENTURY 21 LAKESIDE REALTY,"Trey Fields, III",259505346,261013545,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC503626,SLD,512 SE 15TH ST,GAINESVILLE,32641,CANTY HEIGHTS,672,12744-020-000,"$97,500 ",2,1,0,1957,,Single Family Residence,Fee Simple,$887.17 ,0,0,1,Conventional,5/9/2022,$145.09 ,$145.09 ,1,BOSSHARDT REALTY SERVICES LLC,Henry Rabell,259503136,259500004,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC506236,SLD,3270 SE 18TH AVE,GAINESVILLE,32641,KINCAID ROAD SUB REP,"1,056",16134-008-002,"$97,707 ",3,2,0,1971,,Single Family Residence,Fee Simple,"$1,791.49 ",10,10,14,Cash,7/28/2022,$92.53 ,$92.53 ,1,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Craig Wilburn,259503108,270535356,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC502350,SLD,1713 SW 68TH TER,GAINESVILLE,32607,TOWER OAKS ARMS,806,06677-060-010,"$100,000 ",2,1,0,1982,,Single Family Residence,Fee Simple,"$1,160.37 ",45,45,45,Conventional,5/13/2022,$121.46 ,$124.07 ,1.02,RABELL REALTY GROUP LLC,Kristen Rabell,259504030,259504964,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC501567,SLD,24759 W US HIGHWAY 27 AVE,HIGH SPRINGS,32643,G M WHETSTONE ESTATE ADD TO H S,702,00951-000-000,"$100,000 ",2,1,0,1929,,Single Family Residence,Fee Simple,"$1,359.24 ",5,5,7,Conventional,2/8/2022,$142.45 ,$142.45 ,1,HORIZON REALTY OF ALACHUA INC,Joan Sroka,259502053,259505816,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC507498,SLD,920 NW 41ST AVE,GAINESVILLE,32609,OAK HILL,"1,056",08035-042-000,"$100,500 ",3,1,1,1960,,Single Family Residence,Fee Simple,"$1,947.00 ",2,2,62,Cash,10/18/2022,$132.48 ,$95.17 ,0.72,FLORIDA HOMES REALTY & MORTGAGE LLC,Damon Watson,259500888,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,O6003099,SLD,1505 NE 19TH LN,GAINESVILLE,32609,CAROL ESTATES EAST,"1,412",10625-088-000,"$102,500 ",3,2,0,1960,,Single Family Residence,Fee Simple,"$2,350.00 ",3,3,14,Cash,3/4/2022,$70.75 ,$72.59 ,1.03,NORRIS BISHOP REALTY INC.,Ronald Bishop,81830043,261010944,Orlando Regional,Orlando Regional,TRUE
1,GC508431,SLD,316 NE 43RD TER,GAINESVILLE,32641,JACKS SUB REP LAKE FOREST EMS,"1,040",10884-019-000,"$103,000 ",3,1,0,1958,,Single Family Residence,Fee Simple,$946.10 ,4,4,4,Conventional,11/2/2022,$134.52 ,$99.04 ,0.74,BOSSHARDT REALTY SERVICES LLC,Kristine Wendig,259505453,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC504233,SLD,103 SE 44TH ST,GAINESVILLE,32641,PINE ACRES,"1,092",10866-008-000,"$103,000 ",3,1,0,1959,,Single Family Residence,Fee Simple,$966.00 ,1,1,2,Cash,6/10/2022,$96.06 ,$94.32 ,0.98,"GATOR HOMES REALTY, LLC",McCoy Anderson,259502034,259505816,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC507990,SLD,4103 NW 12TH TER,GAINESVILLE,32609,RICHLAND HEIGHTS,720,08146-000-000,"$105,000 ",2,1,0,1947,,Single Family Residence,Fee Simple,"$1,464.00 ",3,3,3,Cash,9/14/2022,$159.72 ,$145.83 ,0.91,SUSKIN REALTY INC,Marc Suskin,259500193,259500054,Gainesville-Alachua,Gainesville-Alachua,FALSE
1,GC505394,SLD,22431 SE 58TH PL,HAWTHORNE,32640,,"1,356",19558-100-008,"$105,000 ",3,1,0,1974,,Single Family Residence,Fee Simple,$818.00 ,58,58,59,Cash,8/16/2022,$102.88 ,$77.43 ,0.75,WATSON REALTY CORP,Heather Surrency-Bristow,271511592,259504910,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC500321,SLD,3427 SE 16TH AVE,GAINESVILLE,32641,MCRAE MANOR,884,16133-006-000,"$105,000 ",2,1,0,1976,,Single Family Residence,Fee Simple,"$2,030.33 ",47,47,101,Cash,3/4/2022,$128.96 ,$118.78 ,0.92,WATSON REALTY CORP,Richard Wenk,259506386,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC447628,SLD,510 NW 253rd ST,Newberry,32669,Walton Addn To Newberry,936,02348-000-000,"$105,000 ",3,1,0,1983,,Single Family Residence,,"$1,327.00 ",118,118,125,Cash,1/28/2022,$128.10 ,$112.18 ,0.88,HORIZON REALTY OF ALACHUA INC,Patti Moser,259500210,66066,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC444708,SLD,1521 SE 23RD LN,Gainesville,32641,Cole Wood,"1,224",16224-016-000,"$105,000 ",3,1,0,1961,,Single Family Residence,,"$1,199.00 ",202,202,202,Cash,1/3/2022,$102.04 ,$85.78 ,0.84,Beycome of Florida LLC,Steven Koleno,364512302,259505361,Orlando Regional,Orlando Regional,TRUE
1,GC508388,SLD,820 NE 19TH ST,GAINESVILLE,32641,PINE RIDGE,752,10733-057-000,"$110,000 ",2,1,0,1900,,Single Family Residence,Fee Simple,"$1,063.80 ",37,37,37,Conventional,12/6/2022,$159.57 ,$146.28 ,0.92,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Keelan Cox,259505393,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC505212,SLD,922 SE 9TH PL,GAINESVILLE,32601,REPUBLIC HEIGHTS REPL,"1,311",15728-006-000,"$110,000 ",3,1,0,1957,,Single Family Residence,Fee Simple,"$1,870.00 ",7,7,7,Cash,7/1/2022,$80.09 ,$83.91 ,1.05,BOSSHARDT REALTY SERVICES LLC,Davonda Brown,259500401,259500004,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC504234,SLD,2782 SE 24TH PL,GAINESVILLE,32641,LAKEVIEW ESTATES,910,16206-027-000,"$110,000 ",3,1,1,1975,,Single Family Residence,Fee Simple,"$2,341.45 ",21,21,23,Cash,5/27/2022,$109.78 ,$120.88 ,1.1,HORIZON REALTY OF ALACHUA INC,Patti Moser,259500210,259505361,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC445358,SLD,21815 NE 53RD AVE,Earleton,32631,Lake Elizabeth,"1,575",18857-010-006,"$110,000 ",3,2,0,1981,,Single Family Residence,,"$1,361.81 ",249,249,249,Cash,3/22/2022,$88.89 ,$69.84 ,0.79,CB ISAAC REALTY,Ronald Blake,259503610,259504804,Ocala - Marion,Gainesville-Alachua,TRUE
1,O5952907,SLD,14586 NE 147TH TER,WALDO,32694,EAST WALDO WALDO,"1,962",17156-001-001,"$110,000 ",5,3,0,1940,,Single Family Residence,Fee Simple,"$1,581.00 ",171,171,171,Cash,1/14/2022,$63.71 ,$56.07 ,0.88,GAILEY ENTERPRISES REAL ESTATE,Richard Gailey,270531458,270531437,Orlando Regional,Ocala - Marion,TRUE
1,OM630383,SLD,1315 NE 3RD AVE,GAINESVILLE,32641,NEW GAINESVILLE,832,11501-000-000,"$112,000 ",3,1,0,1975,,Single Family Residence,Fee Simple,$173.05 ,63,63,71,Conventional,4/27/2022,$162.26 ,$134.62 ,0.83,FONTANA REALTY EAST OCALA,Swanzetta Johnson,259504245,259505695,Ocala - Marion,Ocala - Marion,TRUE
1,GC509395,SLD,16445 SW 133RD AVE,ARCHER,32618,ARCHER BAUKNIGHTS EASTERN ADD,520,04821-000-000,"$115,000 ",1,1,0,1959,,Single Family Residence,Fee Simple,$897.00 ,5,5,5,Conventional,12/27/2022,$240.38 ,$221.15 ,0.92,WATSON REALTY CORP- TIOGA,Shane Carter,259505309,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,A4522885,SLD,80 SE 14TH LN,GAINESVILLE,32601,LESTER ROBINSON PROP,"1,400",15965-014-000,"$117,500 ",3,2,0,1958,,Single Family Residence,Fee Simple,"$2,260.92 ",1,1,1,Cash,3/14/2022,$94.29 ,$83.93 ,0.89,FLATFEE.COM,Cliff Glansen,278017259,259500054,Sarasota - Manatee,Sarasota - Manatee,TRUE
1,GC509394,SLD,6743 SW 45TH AVE,GAINESVILLE,32608,GREENLEAF UNIT 2 REP 1,788,06877-210-002,"$118,000 ",2,1,0,1983,,Single Family Residence,Fee Simple,"$1,463.00 ",18,18,27,Conventional,12/31/2022,$157.23 ,$149.75 ,0.95,EXIT REALTY PRODUCERS,Bobbie Blackwell,259506596,261010693,Gainesville-Alachua,Gainesville-Alachua,TRUE
